timestamp,passed_time,side,cut_length,time,speed,event_type,start,end
2021.4.9 16:59:56:258,3.527,left,0.3557859442412938,0.187,1.902598632306384,4,259,273
2021.4.9 16:59:56:258,3.527,right,0.332513533688587,0.187,1.778147238976401,4,259,273
2021.4.9 16:59:56:424,3.693,left,0.10059855727862904,0.158,0.6366997296115762,4,275,281
2021.4.9 16:59:56:739,4.008,left,0.1295084461961865,0.204,0.6348453244911104,4,287,295
2021.4.9 16:59:56:786,4.055,right,0.3172474431721711,0.496,0.6396117805890545,4,276,298
2021.4.9 16:59:57:116,4.385,left,0.5342911145370812,0.23299999999999998,2.2930949121763144,2,307,326
2021.4.9 16:59:57:349,4.618,left,0.12706742302257026,0.13,0.9774417155582328,2,335,345
2021.4.9 16:59:57:511,4.78,right,0.12560477932315073,0.133,0.9443968370161708,2,349,360
2021.4.9 16:59:58:135,5.404,right,0.8047419855165011,0.488,1.649061445730535,2,369,393
2021.4.9 16:59:58:907,6.176,right,0.9071035896356039,0.699,1.2977161511238968,4,400,438
2021.4.9 16:59:58:917,6.186,left,0.8662636096888322,0.62,1.3971993704658583,4,407,439
2021.4.9 16:59:59:397,6.666,left,0.7057874213971546,0.382,1.8476110507778916,2,449,481
2021.4.9 16:59:59:579,6.848,left,0.13064495102245985,0.136,0.9606246398710282,2,486,497
2021.4.9 17:00:00:159,7.428,left,0.3002529389357099,0.32899999999999996,0.9126229146982066,1,509,525
2021.4.9 17:00:00:172,7.441,right,0.5049240623925356,0.46399999999999997,1.0881984103287405,1,504,526
2021.4.9 17:00:00:383,7.652,left,0.10414213562373081,0.134,0.7771801165950061,1,534,544
2021.4.9 17:00:00:404,7.673,right,0.4469580804896119,0.22,2.031627638589145,4,528,546
2021.4.9 17:00:00:737,8.006,right,0.20089074649698807,0.315,0.6377484015777399,4,548,561
2021.4.9 17:00:01:50,8.318999999999999,left,0.9318583736968192,0.579,1.6094272429996879,4,550,582
2021.4.9 17:00:01:653,8.922,left,0.6613518834329567,0.252,2.624412235845066,2,614,636
2021.4.9 17:00:01:674,8.943,right,0.2567021689006937,0.19,1.3510640468457562,2,622,638
