timestamp,passed_time,side,cut_length,time,speed,event_type,start,end
2021.4.4 15:23:46:947,3.268,left,0.14414213562373085,0.13,1.1087856586440834,4,244,255
2021.4.4 15:23:47:210,3.531,right,0.370797725376717,0.252,1.4714195451457024,4,257,277
2021.4.4 15:23:47:268,3.589,left,0.4650148734202071,0.26,1.7885187439238734,4,261,282
2021.4.4 15:23:47:786,4.107,right,0.31584323699035627,0.47,0.672006887213524,2,286,307
2021.4.4 15:23:48:45,4.366,right,0.33557079998541484,0.21499999999999997,1.5607944185368134,2,312,329
2021.4.4 15:23:48:445,4.766,right,0.4433046610504051,0.329,1.3474305807003195,2,337,366
2021.4.4 15:23:48:457,4.778,left,0.2821003051432894,0.232,1.215949591134868,2,347,367
2021.4.4 15:23:48:850,5.171,left,0.5200015590061855,0.312,1.6666716634813639,2,375,402
2021.4.4 15:23:49:221,5.542,right,0.20384260859804915,0.195,1.0453467107592262,4,419,434
2021.4.4 15:23:49:477,5.798,left,1.0335086259695616,0.593,1.7428475985995981,4,406,455
2021.4.4 15:23:49:486,5.807,right,0.4510945848071556,0.256,1.7620882219029514,4,436,456
2021.4.4 15:23:49:779,6.1,right,0.3387294202239551,0.257,1.3180133082644165,4,461,483
2021.4.4 15:23:50:158,6.479,right,0.488927786879074,0.33299999999999996,1.4682516122494718,2,488,515
2021.4.4 15:23:50:522,6.843,right,0.5442835447596305,0.287,1.896458344110211,2,523,549
2021.4.4 15:23:50:670,6.991,right,0.15128990204491963,0.137,1.1043058543424789,2,551,562
2021.4.4 15:23:51:152,7.473,left,0.9477854316912314,0.5720000000000001,1.656967537921733,1,555,604
2021.4.4 15:23:51:783,8.104,right,0.8203882327563865,0.654,1.2544162580372882,4,603,638
2021.4.4 15:23:52:79,8.4,left,1.5778234648844807,0.912,1.7300695886891235,4,606,664
2021.4.4 15:23:52:278,8.599,left,0.18217332181807455,0.188,0.9690070309472051,1,666,681
2021.4.4 15:23:53:124,9.445,left,1.5208171394291055,0.837,1.8169858296644033,2,683,735
2021.4.4 15:23:53:182,9.503,right,2.055952336419363,1.387,1.4823016124148256,2,640,740
2021.4.4 15:23:53:542,9.863,left,0.4373862723171266,0.36,1.214961867547574,1,741,772
2021.4.4 15:23:53:695,10.016,right,0.44161670148277615,0.223,1.9803439528375613,1,767,785
2021.4.4 15:23:53:863,10.184,left,0.4478267708305264,0.244,1.8353556181578952,1,779,800
