event,lc_s_x_min,lc_s_x_mean,lc_s_x_max,lc_s_y_min,lc_s_y_mean,lc_s_y_max,lc_s_z_min,lc_s_z_mean,lc_s_z_max,rc_s_x_min,rc_s_x_mean,rc_s_x_max,rc_s_y_min,rc_s_y_mean,rc_s_y_max,rc_s_z_min,rc_s_z_mean,rc_s_z_max
5,0.0,0.059159292035398235,0.2,0.0,0.16141592920353984,1.65,0.0,0.07323008849557522,0.37,0.0,0.07323008849557522,0.37,0.0,0.1736725663716814,1.96,0.0,0.06676991150442478,0.59
2,0.0,0.23100000000000004,0.68,0.01,0.7187999999999998,3.67,0.01,0.3898,1.65,0.01,0.3898,1.65,0.01,0.7254,4.41,0.02,0.4632,1.88
2,0.01,0.1491666666666667,0.46,0.0,0.24483333333333332,1.39,0.0,0.113,0.24,0.0,0.113,0.24,0.11,1.0784999999999998,2.67,0.01,0.5539999999999999,1.74
5,0.06,1.154722222222222,2.43,0.0,0.9491666666666665,3.03,0.0,0.5605555555555556,1.86,0.0,0.5605555555555556,1.86,0.01,0.7916666666666666,3.45,0.0,0.30166666666666664,1.1
2,0.01,0.31843137254901965,1.11,0.01,0.6882352941176471,4.79,0.03,0.5190196078431372,2.1,0.03,0.5190196078431372,2.1,0.01,0.7576470588235295,4.61,0.01,0.25666666666666665,1.59
1,0.0,0.12288461538461536,0.32,0.06,0.47076923076923083,1.34,0.01,0.19269230769230772,0.4,0.01,0.19269230769230772,0.4,0.08,1.070576923076923,2.82,0.01,0.4636538461538461,1.72
5,0.01,0.5660526315789473,1.21,0.0,1.8952631578947372,4.44,0.03,0.9247368421052632,2.14,0.03,0.9247368421052632,2.14,0.0,0.7881578947368421,2.54,0.0,0.23973684210526314,0.66
1,0.02,0.40901960784313723,1.27,0.03,0.7686274509803922,4.46,0.0,0.43372549019607853,1.69,0.0,0.43372549019607853,1.69,0.0,0.7086274509803921,5.01,0.01,0.5988235294117648,1.97
2,0.22,0.31769230769230766,0.56,0.05,0.31230769230769234,0.57,0.03,0.1176923076923077,0.26,0.03,0.1176923076923077,0.26,0.11,2.0507692307692307,4.88,0.01,0.4938461538461538,0.76
1,0.07,0.648125,1.97,0.0,1.0420833333333333,3.66,0.0,0.5375000000000001,2.18,0.0,0.5375000000000001,2.18,0.0,1.2116666666666667,5.01,0.01,0.893125,3.03
