event,lc_s_x_min,lc_s_x_mean,lc_s_x_max,lc_s_y_min,lc_s_y_mean,lc_s_y_max,lc_s_z_min,lc_s_z_mean,lc_s_z_max,rc_s_x_min,rc_s_x_mean,rc_s_x_max,rc_s_y_min,rc_s_y_mean,rc_s_y_max,rc_s_z_min,rc_s_z_mean,rc_s_z_max
5,0.0,0.1270967741935484,0.65,0.0,0.34475806451612906,1.68,0.0,0.19129032258064516,0.77,0.0,0.19129032258064516,0.77,0.0,0.12314516129032259,0.81,0.0,0.08826612903225807,0.36
2,0.01,0.12,0.34,0.0,0.6087878787878788,1.83,0.01,0.4759090909090909,1.15,0.01,0.4759090909090909,1.15,0.01,0.5945454545454545,2.12,0.02,0.56,1.28
2,0.01,0.2054,0.44,0.0,0.1176,0.35,0.0,0.11100000000000002,0.24,0.0,0.11100000000000002,0.24,0.03,0.882,2.42,0.01,0.6320000000000001,1.59
5,0.01,0.6072727272727274,1.25,0.02,0.821818181818182,1.6,0.02,0.5278787878787878,1.07,0.02,0.5278787878787878,1.07,0.0,0.1787878787878788,0.78,0.04,0.14636363636363636,0.48
2,0.13,0.2894,0.55,0.02,1.0206000000000002,3.0,0.02,0.533,1.08,0.02,0.533,1.08,0.01,0.7714,2.4,0.04,0.35200000000000004,0.92
1,0.02,0.19700000000000004,0.43,0.0,0.1776,0.81,0.01,0.1764,0.59,0.01,0.1764,0.59,0.06,1.0877999999999999,2.53,0.01,0.5828000000000001,1.39
5,0.05,0.46175,0.99,0.02,1.5932499999999998,2.78,0.02,0.7965000000000001,1.72,0.02,0.7965000000000001,1.72,0.0,0.18624999999999997,0.61,0.01,0.16525,0.4
1,0.03,0.571551724137931,1.69,0.01,0.7286206896551723,4.24,0.01,0.4617241379310345,1.79,0.01,0.4617241379310345,1.79,0.01,0.5791379310344829,2.49,0.06,0.7289655172413794,1.68
2,0.74,0.8144000000000001,0.92,0.0,0.2752,1.08,0.18,0.3416,0.65,0.18,0.3416,0.65,0.96,1.8579999999999999,3.12,0.0,0.634,1.04
1,0.01,0.6903999999999999,1.22,0.01,1.139,2.51,0.02,0.7600000000000001,1.91,0.02,0.7600000000000001,1.91,0.04,1.0539999999999998,3.21,0.04,1.4272,2.89
