event,lc_s_x_min,lc_s_x_mean,lc_s_x_max,lc_s_y_min,lc_s_y_mean,lc_s_y_max,lc_s_z_min,lc_s_z_mean,lc_s_z_max,rc_s_x_min,rc_s_x_mean,rc_s_x_max,rc_s_y_min,rc_s_y_mean,rc_s_y_max,rc_s_z_min,rc_s_z_mean,rc_s_z_max
4,0.01,0.21430830039525692,0.42,0.0,0.15312252964426876,0.71,0.0,0.08264822134387353,0.47,0.0,0.08264822134387353,0.47,0.0,0.1339920948616601,0.45,0.0,0.08296442687747037,0.4
2,0.0,0.28108108108108115,0.55,0.01,0.2510810810810811,0.63,0.02,0.28378378378378377,0.59,0.02,0.28378378378378377,0.59,0.0,0.2666216216216216,0.47,0.01,0.2571621621621622,0.47
2,0.0,0.29959459459459464,0.82,0.02,0.2133783783783784,0.51,0.0,0.14702702702702702,0.3,0.0,0.14702702702702702,0.3,0.0,0.0737837837837838,0.23,0.02,0.35851351351351346,0.48
4,0.0,0.2368,0.48,0.07,0.22640000000000002,0.42,0.03,0.4826,0.72,0.03,0.4826,0.72,0.0,0.06180000000000001,0.15,0.0,0.046400000000000004,0.16
2,0.0,0.4105333333333333,0.85,0.01,0.5411999999999999,1.26,0.0,0.47453333333333336,1.19,0.0,0.47453333333333336,1.19,0.06,0.8777333333333334,2.31,0.0,0.19826666666666667,0.73
1,0.0,0.2137837837837838,0.48,0.0,0.24851351351351356,0.57,0.0,0.07202702702702703,0.17,0.0,0.07202702702702703,0.17,0.0,0.12418918918918918,0.39,0.04,0.4141891891891892,0.77
4,0.0,0.1852,0.57,0.0,0.37560000000000004,1.02,0.03,0.4404,1.15,0.03,0.4404,1.15,0.01,0.3638,0.76,0.0,0.21259999999999998,0.59
1,0.01,0.17189189189189188,0.49,0.01,0.3713513513513513,1.0,0.0,0.2372972972972973,0.58,0.0,0.2372972972972973,0.58,0.13,0.5671621621621621,1.43,0.04,0.3924324324324325,0.91
2,0.3,0.4104,0.52,0.09,0.1684,0.21,0.01,0.052800000000000014,0.09,0.01,0.052800000000000014,0.09,0.47,0.7691999999999999,1.03,0.28,0.5064,0.73
1,0.02,0.7145945945945946,0.96,0.0,0.27054054054054055,1.06,0.0,0.2041891891891892,0.65,0.0,0.2041891891891892,0.65,0.0,0.49783783783783786,0.89,0.01,0.28608108108108105,0.48
1,0.1,0.4092,0.65,0.06,0.4036,0.69,0.14,0.20040000000000002,0.32,0.14,0.20040000000000002,0.32,0.87,1.0272000000000001,1.32,0.05,0.3788,0.49
4,0.0,0.16819999999999996,0.42,0.01,0.3086,0.83,0.0,0.1504,0.28,0.0,0.1504,0.28,0.01,0.6856,1.16,0.01,0.3018,0.48
4,0.01,0.5562,0.99,0.02,0.5048000000000001,0.95,0.01,0.11,0.21,0.01,0.11,0.21,0.01,0.22680000000000003,0.45,0.01,0.3152,0.57
2,0.0,0.36161616161616167,0.99,0.01,0.5912121212121212,1.61,0.01,0.21959595959595962,0.5,0.01,0.21959595959595962,0.5,0.1,0.6951515151515152,1.78,0.01,0.3587878787878788,0.74
1,0.0,0.05279999999999999,0.1,0.0,0.06659999999999999,0.14,0.0,0.07339999999999999,0.24,0.0,0.07339999999999999,0.24,0.01,0.15,0.38,0.01,0.4374,0.63
2,0.03,0.20739999999999997,0.39,0.0,0.0644,0.15,0.0,0.044199999999999996,0.07,0.0,0.044199999999999996,0.07,0.09,0.895,1.56,0.0,0.22939999999999997,0.61
1,0.0,0.24387755102040815,0.4,0.0,0.049183673469387755,0.14,0.0,0.045918367346938785,0.09,0.0,0.045918367346938785,0.09,0.01,0.29489795918367345,0.71,0.03,0.33326530612244903,0.71
2,0.0,0.17,0.36,0.0,0.0384,0.12,0.0,0.0868,0.15,0.0,0.0868,0.15,0.05,0.7864,1.75,0.0,0.2768,0.64
1,0.0,0.11200000000000002,0.21,0.0,0.07519999999999999,0.18,0.0,0.05460000000000001,0.14,0.0,0.05460000000000001,0.14,0.03,0.2936,0.57,0.03,0.3489999999999999,0.85
2,0.04,0.1472,0.3,0.0,0.0812,0.2,0.0,0.10660000000000001,0.2,0.0,0.10660000000000001,0.2,0.01,0.5992000000000001,1.09,0.02,0.3014,0.55
2,0.0,0.1472,0.28,0.0,0.10480000000000002,0.19,0.0,0.0708,0.13,0.0,0.0708,0.13,0.0,0.2064,0.48,0.01,0.5254000000000001,1.08
2,0.11,0.27061224489795915,0.43,0.0,0.16285714285714287,0.32,0.01,0.1220408163265306,0.35,0.01,0.1220408163265306,0.35,0.01,0.6391836734693876,1.5,0.01,0.6132653061224489,0.85
1,0.07,0.642,1.29,0.01,0.20579999999999998,0.57,0.02,0.4984,1.27,0.02,0.4984,1.27,0.01,0.2638,0.48,0.0,0.133,0.42
2,0.01,0.36920000000000003,0.85,0.11,0.5904,0.99,0.0,0.17959999999999998,0.37,0.0,0.17959999999999998,0.37,0.0,0.0864,0.21,0.0,0.0824,0.16
1,0.03,0.45877551020408164,0.86,0.0,0.1597959183673469,0.5,0.0,0.14204081632653062,0.28,0.0,0.14204081632653062,0.28,0.01,0.08183673469387756,0.15,0.0,0.04448979591836735,0.08
2,0.0,0.38260000000000005,0.76,0.1,0.6174000000000001,0.98,0.0,0.11639999999999999,0.32,0.0,0.11639999999999999,0.32,0.0,0.0622,0.14,0.0,0.059000000000000004,0.11
1,0.03,0.4202,0.68,0.02,0.2768,0.7,0.0,0.2542,0.48,0.0,0.2542,0.48,0.0,0.07079999999999999,0.11,0.0,0.0328,0.05
2,0.01,0.35897959183673467,0.56,0.07,0.7173469387755101,1.11,0.0,0.13020408163265307,0.34,0.0,0.13020408163265307,0.34,0.01,0.0889795918367347,0.15,0.01,0.07979591836734694,0.15
2,0.02,0.2686,0.41,0.01,0.3268,0.68,0.01,0.1728,0.63,0.01,0.1728,0.63,0.0,0.1202,0.16,0.0,0.0622,0.14
2,0.0,0.1862,0.36,0.01,0.38719999999999993,1.0,0.01,0.3454,0.74,0.01,0.3454,0.74,0.01,0.12780000000000002,0.26,0.0,0.33720000000000006,0.79
1,0.0,0.10720000000000002,0.32,0.0,0.165,0.36,0.01,0.42340000000000005,0.81,0.01,0.42340000000000005,0.81,0.01,0.2134,0.68,0.03,0.5392,0.77
3,0.01,0.2788,0.5,0.01,0.12919999999999998,0.34,0.0,0.1066,0.3,0.0,0.1066,0.3,0.03,0.6024,1.06,0.01,0.3294,0.54
1,0.02,0.2669387755102041,0.46,0.0,0.13285714285714284,0.32,0.01,0.25387755102040815,0.68,0.01,0.25387755102040815,0.68,0.0,0.6259183673469387,1.29,0.02,0.4724489795918368,1.0
2,0.01,0.30560000000000004,0.62,0.0,0.18880000000000002,0.35,0.02,0.3032,0.8,0.02,0.3032,0.8,0.02,0.6472,1.7,0.01,0.41559999999999997,1.18
1,0.01,0.047599999999999996,0.14,0.0,0.14639999999999997,0.25,0.0,0.0302,0.07,0.0,0.0302,0.07,0.01,0.20700000000000002,0.39,0.04,0.374,0.54
3,0.0,0.1574,0.34,0.0,0.052000000000000005,0.15,0.0,0.15380000000000002,0.28,0.0,0.15380000000000002,0.28,0.12,0.687,1.76,0.01,0.22319999999999995,0.43
1,0.0,0.276530612244898,0.4,0.0,0.03428571428571429,0.08,0.01,0.19918367346938776,0.44,0.01,0.19918367346938776,0.44,0.03,0.47204081632653067,1.41,0.0,0.30244897959183675,0.6
2,0.01,0.2692,0.49,0.09,0.218,0.56,0.03,0.23560000000000003,0.51,0.03,0.23560000000000003,0.51,0.0,0.3272,1.17,0.03,0.3600000000000001,0.7
1,0.01,0.5377551020408163,1.33,0.01,0.24612244897959187,0.55,0.05,0.4085714285714286,0.86,0.05,0.4085714285714286,0.86,0.0,0.2848979591836735,0.39,0.04,0.14714285714285716,0.39
