event,lc_s_x_min,lc_s_x_mean,lc_s_x_max,lc_s_y_min,lc_s_y_mean,lc_s_y_max,lc_s_z_min,lc_s_z_mean,lc_s_z_max,rc_s_x_min,rc_s_x_mean,rc_s_x_max,rc_s_y_min,rc_s_y_mean,rc_s_y_max,rc_s_z_min,rc_s_z_mean,rc_s_z_max
5,0.0,0.11141129032258064,0.42,0.0,0.19983870967741935,0.89,0.0,0.1666935483870968,0.86,0.0,0.1666935483870968,0.86,0.0,0.22399193548387092,1.11,0.0,0.1706451612903226,0.69
2,0.0,0.12588235294117647,0.25,0.0,0.2747058823529412,1.27,0.02,0.16803921568627453,0.4,0.02,0.16803921568627453,0.4,0.01,0.3541176470588235,1.61,0.04,0.16686274509803917,0.5
2,0.0,0.1823076923076923,0.43,0.0,0.0826923076923077,0.32,0.0,0.12096153846153844,0.24,0.0,0.12096153846153844,0.24,0.01,0.3723076923076923,0.98,0.01,0.20288461538461539,0.47
5,0.0,0.6273684210526315,1.5,0.0,0.3278947368421052,0.81,0.0,0.15157894736842106,0.32,0.0,0.15157894736842106,0.32,0.01,0.13473684210526313,0.85,0.0,0.10342105263157894,0.53
2,0.01,0.26596153846153847,0.44,0.0,0.46903846153846157,2.16,0.02,0.2801923076923077,0.91,0.02,0.2801923076923077,0.91,0.01,0.46288461538461545,1.58,0.0,0.2711538461538462,0.62
1,0.0,0.2781632653061224,0.52,0.0,0.11061224489795918,0.34,0.0,0.06714285714285714,0.19,0.0,0.06714285714285714,0.19,0.01,0.42306122448979594,1.05,0.0,0.18571428571428572,0.67
5,0.02,0.6391176470588236,1.4,0.01,0.9361764705882353,2.72,0.02,0.22617647058823526,0.57,0.02,0.22617647058823526,0.57,0.02,0.6408823529411765,1.54,0.01,0.20705882352941177,0.44
1,0.0,0.457843137254902,1.26,0.01,0.5388235294117648,2.56,0.0,0.19196078431372554,0.73,0.0,0.19196078431372554,0.73,0.01,0.5268627450980393,2.32,0.0,0.2007843137254902,0.71
2,0.03,0.09238095238095238,0.16,0.01,0.05428571428571429,0.09,0.04,0.08571428571428574,0.12,0.04,0.08571428571428574,0.12,0.02,1.2052380952380952,3.09,0.03,0.34238095238095234,0.73
1,0.0,0.9845098039215686,2.41,0.04,0.8825490196078429,1.67,0.01,0.2545098039215686,0.89,0.01,0.2545098039215686,0.89,0.03,0.7543137254901962,2.85,0.01,0.1770588235294118,0.64
1,0.03,0.26599999999999996,0.58,0.01,0.35400000000000004,0.86,0.01,0.25000000000000006,0.56,0.01,0.25000000000000006,0.56,0.03,1.0086666666666668,2.47,0.1,0.36400000000000005,0.66
5,0.0,0.16942857142857143,0.34,0.06,0.6617142857142858,2.47,0.01,0.30885714285714283,0.93,0.01,0.30885714285714283,0.93,0.04,0.33485714285714285,0.5,0.01,0.17028571428571426,0.49
5,0.04,0.6367857142857144,1.22,0.0,0.5342857142857143,1.3,0.01,0.20642857142857138,0.58,0.01,0.20642857142857138,0.58,0.03,0.5503571428571428,1.28,0.01,0.2214285714285714,0.72
2,0.01,0.23810810810810806,0.55,0.01,0.43135135135135144,2.41,0.0,0.1352702702702703,0.89,0.0,0.1352702702702703,0.89,0.0,0.4795945945945945,2.69,0.0,0.17256756756756755,0.81
1,0.01,0.09424242424242424,0.16,0.0,0.04363636363636364,0.14,0.0,0.03606060606060606,0.13,0.0,0.03606060606060606,0.13,0.02,0.4033333333333333,1.01,0.0,0.18181818181818182,0.61
2,0.01,0.13657894736842105,0.2,0.0,0.03421052631578948,0.09,0.01,0.027894736842105264,0.03,0.01,0.027894736842105264,0.03,0.06,0.47421052631578947,1.66,0.03,0.21368421052631578,0.55
1,0.0,0.07448275862068965,0.13,0.0,0.023793103448275864,0.06,0.0,0.02344827586206897,0.04,0.0,0.02344827586206897,0.04,0.04,0.3410344827586207,0.86,0.01,0.11034482758620688,0.44
2,0.0,0.0705,0.1,0.01,0.035250000000000004,0.06,0.01,0.024,0.04,0.01,0.024,0.04,0.01,0.42074999999999996,1.75,0.0,0.1665,0.55
1,0.01,0.0328125,0.08,0.0,0.03375,0.07,0.0,0.0059375,0.02,0.0,0.0059375,0.02,0.02,0.23375,0.77,0.0,0.0659375,0.34
2,0.01,0.061282051282051275,0.09,0.0,0.03410256410256411,0.08,0.0,0.018717948717948716,0.03,0.0,0.018717948717948716,0.03,0.01,0.39794871794871783,1.48,0.02,0.11692307692307691,0.32
2,0.03,0.05970588235294117,0.11,0.0,0.03235294117647059,0.07,0.0,0.006764705882352943,0.01,0.0,0.006764705882352943,0.01,0.01,0.22058823529411764,0.56,0.0,0.07735294117647057,0.38
2,0.01,0.12034482758620689,0.43,0.0,0.041034482758620705,0.15,0.0,0.08206896551724138,0.31,0.0,0.08206896551724138,0.31,0.05,0.5424137931034483,1.96,0.04,0.19965517241379313,0.41
1,0.01,0.7397222222222222,1.61,0.01,0.4936111111111111,1.72,0.02,0.2513888888888889,0.42,0.02,0.2513888888888889,0.42,0.02,0.05861111111111112,0.13,0.09,0.1377777777777778,0.25
2,0.03,0.4183333333333334,1.53,0.01,0.3852777777777777,1.9,0.0,0.18083333333333337,0.61,0.0,0.18083333333333337,0.61,0.01,0.037777777777777785,0.09,0.02,0.11944444444444444,0.23
1,0.02,0.6113888888888889,1.58,0.01,0.6422222222222221,2.07,0.02,0.16194444444444445,0.42,0.02,0.16194444444444445,0.42,0.0,0.025277777777777777,0.09,0.02,0.03944444444444445,0.07
2,0.03,0.3624324324324324,1.1,0.06,0.4986486486486486,1.8,0.0,0.19405405405405407,0.63,0.0,0.19405405405405407,0.63,0.0,0.03702702702702704,0.07,0.0,0.020270270270270275,0.05
1,0.03,0.5224242424242425,1.51,0.03,0.5215151515151515,2.04,0.02,0.17727272727272728,0.4,0.02,0.17727272727272728,0.4,0.0,0.03757575757575758,0.08,0.0,0.025454545454545455,0.05
2,0.01,0.38638888888888884,1.2,0.03,0.7252777777777778,2.4,0.01,0.21666666666666667,0.76,0.01,0.21666666666666667,0.76,0.0,0.04555555555555556,0.1,0.0,0.04000000000000001,0.07
2,0.07,0.5751724137931035,1.63,0.02,0.4255172413793103,1.77,0.03,0.22724137931034483,0.58,0.03,0.22724137931034483,0.58,0.0,0.025862068965517248,0.05,0.0,0.024137931034482765,0.06
2,0.01,0.2642424242424243,0.49,0.01,0.7478787878787878,3.21,0.0,0.30454545454545456,1.42,0.0,0.30454545454545456,1.42,0.02,0.2693939393939394,0.94,0.07,0.176969696969697,0.46
1,0.02,0.2514705882352941,0.45,0.0,0.08529411764705884,0.19,0.0,0.05470588235294119,0.11,0.0,0.05470588235294119,0.11,0.01,0.9450000000000001,3.11,0.02,0.2111764705882353,0.54
3,0.01,0.13482758620689655,0.22,0.0,0.08965517241379309,0.27,0.0,0.049310344827586214,0.11,0.0,0.049310344827586214,0.11,0.12,0.8448275862068967,2.96,0.08,0.37965517241379304,0.7
1,0.02,0.24400000000000005,0.45,0.0,0.12250000000000001,0.26,0.0,0.16975,0.34,0.0,0.16975,0.34,0.02,0.8015000000000001,2.68,0.02,0.4334999999999999,1.68
2,0.11,0.1396969696969697,0.19,0.0,0.11424242424242424,0.17,0.0,0.08212121212121212,0.17,0.0,0.08212121212121212,0.17,0.04,0.3793939393939394,1.3,0.03,0.38181818181818183,0.66
1,0.0,0.12424242424242424,0.2,0.0,0.06242424242424241,0.13,0.0,0.02303030303030303,0.05,0.0,0.02303030303030303,0.05,0.02,0.7799999999999999,1.86,0.0,0.23181818181818187,0.68
3,0.08,0.16,0.25,0.01,0.08,0.16,0.0,0.11524999999999999,0.26,0.0,0.11524999999999999,0.26,0.04,0.5625,1.92,0.01,0.33875,0.48
1,0.0,0.17814814814814814,0.53,0.0,0.47444444444444445,1.77,0.02,0.44555555555555554,0.76,0.02,0.44555555555555554,0.76,0.03,0.6266666666666667,2.75,0.16,0.3618518518518518,1.32
2,0.0,0.20274999999999999,0.42,0.1,0.3755,0.61,0.03,0.20350000000000001,0.33,0.03,0.20350000000000001,0.33,0.03,0.6325000000000001,3.18,0.06,0.38775,0.75
1,0.02,0.5266666666666666,0.96,0.01,0.54,1.8,0.09,0.29969696969696974,0.74,0.09,0.29969696969696974,0.74,0.03,0.20757575757575755,0.39,0.02,0.26787878787878794,0.38
3,0.06,0.41114285714285714,0.77,0.01,0.6957142857142856,2.21,0.01,0.2742857142857143,0.79,0.01,0.2742857142857143,0.79,0.0,0.21057142857142858,0.45,0.02,0.144,0.33
1,0.01,0.35351351351351357,0.69,0.01,0.5059459459459461,1.69,0.0,0.25999999999999995,0.93,0.0,0.25999999999999995,0.93,0.0,0.13351351351351348,0.41,0.0,0.19783783783783784,0.44
2,0.16,0.4175862068965518,0.66,0.01,0.44862068965517243,1.72,0.0,0.1382758620689655,0.56,0.0,0.1382758620689655,0.56,0.0,0.032758620689655175,0.07,0.0,0.06034482758620691,0.12
2,0.06,0.36227272727272725,0.48,0.02,0.7027272727272726,1.92,0.0,0.15272727272727268,0.36,0.0,0.15272727272727268,0.36,0.02,0.045909090909090906,0.08,0.0,0.04454545454545455,0.12
1,0.36,0.75,1.02,0.06,0.7893333333333333,1.27,0.19,0.36133333333333334,0.65,0.19,0.36133333333333334,0.65,0.03,1.1526666666666665,3.4,0.03,0.6166666666666667,1.7
1,0.01,1.0037142857142856,2.08,0.0,0.6179999999999999,1.71,0.02,0.48114285714285715,1.07,0.02,0.48114285714285715,1.07,0.03,0.5445714285714285,2.65,0.01,0.10685714285714286,0.18
2,0.3,0.5044444444444444,0.62,0.06,0.135,0.24,0.06,0.11222222222222222,0.14,0.06,0.11222222222222222,0.14,0.01,0.7705555555555555,2.48,0.0,0.30777777777777776,0.69
5,0.08,0.5583928571428572,1.53,0.01,0.33553571428571427,1.21,0.01,0.15214285714285714,0.67,0.01,0.15214285714285714,0.67,0.02,0.37089285714285714,0.71,0.01,0.18535714285714286,0.43
1,0.03,0.25195121951219507,0.4,0.0,0.4821951219512196,2.32,0.0,0.24609756097560975,1.11,0.0,0.24609756097560975,1.11,0.01,0.7090243902439024,1.8,0.0,0.15,0.55
5,0.02,0.105625,0.18,0.0,0.0909375,0.23,0.01,0.13468750000000002,0.33,0.01,0.13468750000000002,0.33,0.03,0.5490625,2.41,0.05,0.320625,0.68
1,0.01,0.5821428571428571,1.56,0.02,0.5688095238095239,1.36,0.01,0.27999999999999997,0.53,0.01,0.27999999999999997,0.53,0.0,0.555,1.21,0.0,0.1626190476190476,0.47
2,0.02,0.42000000000000004,0.78,0.0,0.39375000000000004,0.83,0.01,0.20249999999999999,0.38,0.01,0.20249999999999999,0.38,0.01,0.5871875,2.38,0.02,0.4003125,0.64
1,0.01,0.4213513513513514,0.7,0.0,0.6513513513513514,1.81,0.01,0.3970270270270271,0.76,0.01,0.3970270270270271,0.76,0.0,0.07567567567567568,0.19,0.01,0.1156756756756757,0.26
5,0.01,0.10216216216216217,0.17,0.08,0.13864864864864865,0.22,0.0,0.04081081081081082,0.08,0.0,0.04081081081081082,0.08,0.0,0.6821621621621622,1.7,0.05,0.45999999999999996,1.45
3,0.0,0.22387096774193543,0.76,0.08,1.169032258064516,4.23,0.03,0.40419354838709676,2.02,0.03,0.40419354838709676,2.02,0.07,0.8158064516129033,2.72,0.01,0.29580645161290325,0.73
2,0.01,0.18499999999999997,0.48,0.19,0.6752272727272728,2.16,0.01,0.15454545454545457,0.83,0.01,0.15454545454545457,0.83,0.03,0.7281818181818182,2.03,0.1,0.5154545454545455,0.86
2,0.0,0.056363636363636366,0.15,0.04,0.1390909090909091,0.22,0.07,0.1447727272727273,0.34,0.07,0.1447727272727273,0.34,0.05,0.9765909090909092,2.16,0.01,0.42431818181818176,1.08
5,0.03,0.5821875000000001,1.29,0.01,0.5134375,1.44,0.02,0.409375,0.71,0.02,0.409375,0.71,0.02,0.34687500000000004,1.12,0.0,0.23093750000000002,0.58
2,0.03,0.5280487804878048,0.95,0.01,0.5846341463414635,2.24,0.01,0.3539024390243902,0.75,0.01,0.3539024390243902,0.75,0.0,0.7019512195121951,1.71,0.0,0.4139024390243902,0.56
2,0.01,0.07242424242424243,0.16,0.0,0.09848484848484848,0.14,0.01,0.1896969696969697,0.39,0.01,0.1896969696969697,0.39,0.0,0.42484848484848486,1.13,0.01,0.15454545454545457,0.61
2,0.01,0.687027027027027,1.55,0.07,0.6718918918918919,1.64,0.08,0.3537837837837837,0.55,0.08,0.3537837837837837,0.55,0.02,0.44999999999999996,0.67,0.03,0.24837837837837837,0.48
3,0.0,0.3229729729729729,0.92,0.0,0.2818918918918919,1.35,0.01,0.10270270270270268,0.33,0.01,0.10270270270270268,0.33,0.03,0.6372972972972972,1.97,0.02,0.3027027027027027,0.51
2,0.0,0.035714285714285705,0.07,0.0,0.03828571428571429,0.1,0.0,0.013428571428571429,0.05,0.0,0.013428571428571429,0.05,0.07,0.5797142857142857,1.2,0.01,0.31114285714285717,0.5
2,0.0,0.058157894736842096,0.17,0.0,0.0386842105263158,0.1,0.01,0.03605263157894738,0.11,0.01,0.03605263157894738,0.11,0.03,1.2147368421052631,2.62,0.0,0.29289473684210526,0.59
3,0.0,0.9196428571428571,2.12,0.0,0.4639285714285714,1.21,0.02,0.2217857142857143,0.5,0.02,0.2217857142857143,0.5,0.07,1.0221428571428572,1.73,0.0,0.34285714285714286,0.56
2,0.02,0.8137777777777777,2.4,0.01,0.7,2.83,0.0,0.32511111111111113,1.72,0.0,0.32511111111111113,1.72,0.07,0.6984444444444443,1.16,0.0,0.45577777777777784,0.77
3,0.05,0.974074074074074,1.91,0.01,0.44259259259259265,1.0,0.07,0.2585185185185185,0.48,0.07,0.2585185185185185,0.48,0.01,0.12148148148148147,0.54,0.01,0.12703703703703703,0.55
2,0.03,0.9469444444444446,1.9,0.0,0.5969444444444444,1.76,0.03,0.3402777777777778,1.44,0.03,0.3402777777777778,1.44,0.11,0.2861111111111111,0.7,0.03,0.1930555555555556,0.56
2,0.22,0.34394736842105267,0.61,0.0,0.11368421052631578,0.34,0.0,0.14289473684210527,0.37,0.0,0.14289473684210527,0.37,0.09,0.553157894736842,1.76,0.05,0.3855263157894737,0.81
1,0.12,0.5596428571428571,1.35,0.02,0.5607142857142857,1.9,0.04,0.2975,0.49,0.04,0.2975,0.49,0.01,0.18571428571428572,0.54,0.0,0.22142857142857145,0.45
1,0.01,0.3524324324324324,0.61,0.03,0.49918918918918925,0.94,0.0,0.20918918918918916,0.35,0.0,0.20918918918918916,0.35,0.0,1.582972972972973,3.23,0.01,0.581081081081081,0.91
5,0.02,0.2472972972972973,0.45,0.01,0.42675675675675667,2.27,0.07,0.32756756756756766,0.95,0.07,0.32756756756756766,0.95,0.0,0.7032432432432433,1.59,0.0,0.18216216216216216,0.28
5,0.03,0.8473584905660376,2.84,0.07,0.9252830188679246,2.24,0.02,0.33981132075471693,0.85,0.02,0.33981132075471693,0.85,0.02,0.7641509433962265,2.45,0.03,0.4881132075471699,0.92
5,0.01,0.21890909090909091,0.57,0.01,0.5407272727272727,2.63,0.01,0.28090909090909094,1.04,0.01,0.28090909090909094,1.04,0.01,1.3194545454545454,3.95,0.0,0.39145454545454555,1.14
1,0.09,0.6875675675675677,1.29,0.05,0.8348648648648649,2.39,0.0,0.34297297297297297,0.78,0.0,0.34297297297297297,0.78,0.0,0.7370270270270269,2.8,0.01,0.29405405405405405,0.76
2,0.38,0.7535294117647059,1.06,0.2,0.9294117647058823,2.95,0.01,0.12588235294117647,0.95,0.01,0.12588235294117647,0.95,0.48,0.565294117647059,0.74,0.13,0.22294117647058823,0.29
1,0.02,0.18833333333333335,0.38,0.11,0.3766666666666667,0.83,0.01,0.30749999999999994,0.7,0.01,0.30749999999999994,0.7,0.07,0.7758333333333334,2.18,0.1,0.32,0.67
1,0.04,0.21333333333333335,0.41,0.01,0.5627777777777778,1.32,0.05,0.32499999999999996,0.68,0.05,0.32499999999999996,0.68,0.29,0.6427777777777777,2.54,0.07,0.461111111111111,0.52
2,0.0,0.16652173913043478,0.37,0.02,0.5708695652173913,1.08,0.0,0.28478260869565214,0.39,0.0,0.28478260869565214,0.39,0.02,0.9204347826086957,2.49,0.02,0.47260869565217395,0.98
2,0.01,0.2015384615384615,0.47,0.0,0.3933846153846154,1.97,0.0,0.1916923076923077,0.62,0.0,0.1916923076923077,0.62,0.01,0.3076923076923077,2.42,0.0,0.13815384615384615,0.63
1,0.0,0.06783783783783784,0.21,0.0,0.027297297297297303,0.07,0.0,0.00783783783783784,0.02,0.0,0.00783783783783784,0.02,0.01,0.32000000000000006,0.67,0.0,0.1256756756756757,0.57
2,0.0,0.1137037037037037,0.27,0.0,0.10592592592592594,0.28,0.0,0.11185185185185187,0.24,0.0,0.11185185185185187,0.24,0.01,0.3611111111111111,1.78,0.04,0.2237037037037037,0.39
1,0.04,0.51525,1.19,0.01,0.5389999999999999,1.45,0.01,0.26525,0.43,0.01,0.26525,0.43,0.01,0.06775,0.15,0.05,0.11925,0.21
2,0.08,0.3197058823529412,1.04,0.01,0.4,1.49,0.06,0.31029411764705883,0.57,0.06,0.31029411764705883,0.57,0.01,0.10705882352941176,0.28,0.01,0.08588235294117648,0.22
1,0.0,0.05000000000000001,0.14,0.0,0.09499999999999997,0.19,0.01,0.13299999999999998,0.31,0.01,0.13299999999999998,0.31,0.01,0.6886666666666668,2.32,0.0,0.26633333333333326,0.82
2,0.0,0.16560975609756098,0.38,0.0,0.030731707317073177,0.06,0.0,0.06170731707317074,0.21,0.0,0.06170731707317074,0.21,0.03,0.6685365853658536,1.89,0.01,0.36780487804878054,0.54
1,0.0,0.307,0.53,0.01,0.5399999999999999,1.52,0.0,0.24599999999999994,0.63,0.0,0.24599999999999994,0.63,0.02,0.10299999999999998,0.23,0.06,0.13,0.28
2,0.08,0.3407142857142857,0.46,0.01,0.6869047619047619,2.36,0.01,0.2480952380952381,0.81,0.01,0.2480952380952381,0.81,0.0,0.17547619047619048,0.6,0.0,0.06404761904761905,0.18
1,0.0,0.0534375,0.11,0.0,0.0525,0.11,0.03,0.06375,0.17,0.03,0.06375,0.17,0.03,0.5328125,1.11,0.01,0.15687500000000001,0.48
2,0.0,0.12324324324324326,0.43,0.01,0.06567567567567567,0.26,0.0,0.09297297297297297,0.37,0.0,0.09297297297297297,0.37,0.06,0.541891891891892,1.84,0.03,0.3078378378378378,0.52
1,0.01,0.4174285714285714,1.0,0.01,0.5182857142857143,1.57,0.01,0.21428571428571427,0.51,0.01,0.21428571428571427,0.51,0.03,0.08085714285714286,0.12,0.11,0.13257142857142856,0.17
