event,lc_s_x_min,lc_s_x_mean,lc_s_x_max,lc_s_y_min,lc_s_y_mean,lc_s_y_max,lc_s_z_min,lc_s_z_mean,lc_s_z_max,rc_s_x_min,rc_s_x_mean,rc_s_x_max,rc_s_y_min,rc_s_y_mean,rc_s_y_max,rc_s_z_min,rc_s_z_mean,rc_s_z_max
4,0.0,0.08312727272727273,0.2,0.0,0.05232727272727273,0.4,0.0,0.05105454545454546,0.27,0.0,0.05105454545454546,0.27,0.0,0.30021818181818183,2.02,0.0,0.3240363636363636,2.31
2,0.0,0.17743243243243242,0.36,0.0,0.5604054054054056,1.68,0.02,0.20378378378378378,0.62,0.02,0.20378378378378378,0.62,0.0,0.6041891891891893,1.86,0.01,0.22027027027027027,0.73
2,0.0,0.25893333333333324,0.65,0.0,0.2908,0.6,0.0,0.23479999999999998,0.71,0.0,0.23479999999999998,0.71,0.0,0.3769333333333333,1.17,0.07,0.2518666666666667,0.53
4,0.03,0.4791836734693878,1.09,0.01,0.37510204081632653,1.62,0.0,0.24795918367346942,0.4,0.0,0.24795918367346942,0.4,0.01,0.25163265306122445,0.51,0.0,0.10040816326530612,0.2
2,0.01,0.4208,0.8,0.08,0.5334666666666666,1.63,0.01,0.22853333333333334,0.99,0.01,0.22853333333333334,0.99,0.0,0.5624,1.62,0.0,0.2454666666666666,0.75
1,0.01,0.14893333333333333,0.36,0.03,0.32586666666666664,0.71,0.0,0.10093333333333332,0.19,0.0,0.10093333333333332,0.19,0.01,0.34519999999999995,1.22,0.0,0.2974666666666667,0.66
4,0.01,0.4471428571428571,1.01,0.0,0.40224489795918367,0.82,0.01,0.4312244897959183,1.16,0.01,0.4312244897959183,1.16,0.01,0.1657142857142857,0.4,0.0,0.031224489795918367,0.11
1,0.02,0.45373333333333327,0.92,0.01,0.5194666666666666,1.22,0.0,0.14146666666666668,0.58,0.0,0.14146666666666668,0.58,0.01,0.5226666666666665,2.25,0.0,0.28026666666666666,0.85
2,0.48,0.5720833333333334,0.66,0.34,0.5445833333333333,0.7,0.02,0.08041666666666668,0.12,0.02,0.08041666666666668,0.12,1.14,1.47625,1.69,0.27,0.37458333333333327,0.62
1,0.02,0.6081333333333333,1.01,0.0,0.44373333333333337,1.88,0.02,0.22346666666666665,0.77,0.02,0.22346666666666665,0.77,0.01,0.4125333333333334,1.0,0.0,0.2969333333333333,1.1
1,0.16,0.256,0.38,0.01,0.21359999999999998,0.35,0.01,0.16519999999999999,0.29,0.01,0.16519999999999999,0.29,0.27,1.1684,2.01,0.02,0.45,0.71
4,0.0,0.2162,0.68,0.02,0.9014000000000002,1.8,0.0,0.23560000000000003,0.69,0.0,0.23560000000000003,0.69,0.0,0.687,1.19,0.02,0.3791999999999999,0.72
4,0.07,0.7267999999999999,1.46,0.01,0.4964,1.53,0.0,0.1088,0.45,0.0,0.1088,0.45,0.0,0.4508,1.05,0.09,0.7269999999999999,1.2
2,0.0,0.2680808080808081,1.48,0.01,0.49444444444444446,1.76,0.0,0.17646464646464646,0.64,0.0,0.17646464646464646,0.64,0.02,0.7971717171717171,2.38,0.01,0.41131313131313135,1.13
