event,lc_s_x_min,lc_s_x_mean,lc_s_x_max,lc_s_y_min,lc_s_y_mean,lc_s_y_max,lc_s_z_min,lc_s_z_mean,lc_s_z_max,rc_s_x_min,rc_s_x_mean,rc_s_x_max,rc_s_y_min,rc_s_y_mean,rc_s_y_max,rc_s_z_min,rc_s_z_mean,rc_s_z_max
5,0.0,0.044130434782608696,0.13,0.0,0.27,2.07,0.0,0.09043478260869563,0.73,0.0,0.09043478260869563,0.73,0.0,0.13742753623188406,0.81,0.0,0.03688405797101449,0.34
2,0.0,0.12823529411764703,0.27,0.01,0.6019607843137255,2.11,0.01,0.27588235294117647,0.53,0.01,0.27588235294117647,0.53,0.0,0.7796078431372548,2.66,0.0,0.2980392156862745,0.97
2,0.0,0.20472972972972975,0.55,0.01,0.2567567567567568,0.66,0.0,0.07851351351351352,0.17,0.0,0.07851351351351352,0.17,0.0,0.40824324324324324,1.36,0.0,0.2572972972972973,0.84
5,0.02,0.7566000000000002,1.88,0.01,0.33980000000000005,0.65,0.02,0.20120000000000002,0.62,0.02,0.20120000000000002,0.62,0.0,0.3068,0.99,0.01,0.1308,0.21
2,0.01,0.16053333333333333,0.63,0.0,0.6008,1.92,0.0,0.3261333333333334,0.69,0.0,0.3261333333333334,0.69,0.0,0.8389333333333333,2.49,0.0,0.26839999999999997,0.68
1,0.0,0.09960000000000001,0.33,0.0,0.2826666666666667,0.76,0.0,0.07120000000000001,0.25,0.0,0.07120000000000001,0.25,0.0,0.7229333333333334,1.83,0.0,0.252,0.87
5,0.01,0.6383673469387756,1.6,0.0,0.2779591836734694,0.91,0.0,0.12061224489795917,0.23,0.0,0.12061224489795917,0.23,0.0,0.1706122448979592,0.36,0.0,0.08714285714285715,0.28
1,0.0,0.16359999999999997,0.36,0.01,0.3365333333333333,0.66,0.0,0.08066666666666666,0.16,0.0,0.08066666666666666,0.16,0.01,0.7570666666666666,1.42,0.0,0.44360000000000005,1.71
2,0.1,0.16125,0.37,0.01,0.16291666666666668,0.49,0.0,0.06833333333333334,0.31,0.0,0.06833333333333334,0.31,0.01,0.28791666666666665,0.75,0.01,0.08583333333333333,0.39
1,0.0,0.11706666666666665,0.39,0.02,0.4245333333333333,1.48,0.0,0.12706666666666672,0.6,0.0,0.12706666666666672,0.6,0.01,0.5306666666666667,1.84,0.0,0.1648,0.9
1,0.01,0.16079999999999997,0.22,0.0,0.24799999999999997,1.44,0.04,0.17720000000000002,0.65,0.04,0.17720000000000002,0.65,0.0,0.342,1.92,0.0,0.0972,0.25
5,0.01,0.13979999999999998,0.3,0.01,0.8365999999999998,2.16,0.0,0.18059999999999998,0.62,0.0,0.18059999999999998,0.62,0.06,1.3730000000000002,3.07,0.01,0.6222000000000001,1.32
5,0.01,0.6483673469387756,1.19,0.0,0.523469387755102,1.12,0.01,0.29306122448979594,0.67,0.01,0.29306122448979594,0.67,0.0,0.6628571428571428,1.39,0.01,0.35265306122448975,0.98
2,0.0,0.17131313131313133,1.02,0.01,0.5863636363636364,2.01,0.01,0.3166666666666667,0.92,0.01,0.3166666666666667,0.92,0.01,0.7301010101010101,2.76,0.0,0.33737373737373727,1.25
1,0.14,0.3123529411764706,0.58,0.01,0.4549019607843137,0.9,0.02,0.31823529411764706,0.62,0.02,0.31823529411764706,0.62,0.0,0.7198039215686275,1.86,0.03,0.29980392156862745,0.82
2,0.01,0.49400000000000005,1.34,0.02,0.4414,1.8,0.03,0.2966,0.63,0.03,0.2966,0.63,0.05,0.5234,1.03,0.0,0.10600000000000001,0.31
1,0.0,0.12142857142857141,0.22,0.0,0.07346938775510205,0.14,0.01,0.03,0.06,0.01,0.03,0.06,0.0,1.0404081632653062,2.3,0.01,0.36265306122448987,0.93
2,0.02,0.1084,0.17,0.0,0.06659999999999999,0.16,0.0,0.0628,0.13,0.0,0.0628,0.13,0.03,1.4046,2.79,0.01,0.30860000000000004,0.75
