event,lc_s_x_min,lc_s_x_mean,lc_s_x_max,lc_s_y_min,lc_s_y_mean,lc_s_y_max,lc_s_z_min,lc_s_z_mean,lc_s_z_max,rc_s_x_min,rc_s_x_mean,rc_s_x_max,rc_s_y_min,rc_s_y_mean,rc_s_y_max,rc_s_z_min,rc_s_z_mean,rc_s_z_max
5,0.0,0.06532258064516129,0.27,0.0,0.08000000000000002,0.29,0.0,0.05693548387096775,0.17,0.0,0.05693548387096775,0.17,0.0,0.05024193548387097,0.18,0.0,0.0369758064516129,0.13
2,0.0,0.4362745098039215,2.23,0.0,0.3741176470588235,2.71,0.01,0.34137254901960784,0.94,0.01,0.34137254901960784,0.94,0.01,0.6792156862745098,3.47,0.0,0.36686274509803923,2.15
2,0.01,0.6133333333333333,3.52,0.03,0.3502666666666667,1.31,0.04,0.5558666666666668,2.29,0.04,0.5558666666666668,2.29,0.01,0.12533333333333332,0.36,0.0,0.18960000000000002,0.57
5,0.28,0.4608333333333334,0.89,0.0,0.069375,0.23,0.06,0.129375,0.32,0.06,0.129375,0.32,0.0,0.2920833333333333,1.74,0.01,0.6460416666666666,2.54
2,0.1,0.7234615384615384,1.2,0.01,0.3169230769230769,1.6,0.0,0.38346153846153846,1.76,0.0,0.38346153846153846,1.76,0.01,0.4151923076923077,3.22,0.0,0.3438461538461538,2.27
1,0.13,0.826551724137931,3.78,0.02,0.4893103448275862,1.93,0.01,0.5646551724137929,2.37,0.01,0.5646551724137929,2.37,0.18,0.3277586206896552,0.57,0.17,0.46448275862068966,0.61
5,0.17,0.3740476190476191,0.55,0.14,0.20309523809523813,0.4,0.06,0.22166666666666673,0.54,0.06,0.22166666666666673,0.54,0.04,0.45904761904761915,1.1,0.01,0.5461904761904762,1.25
1,0.01,0.5476,1.53,0.01,0.6481333333333332,2.73,0.05,1.2513333333333332,2.89,0.05,1.2513333333333332,2.89,0.0,0.18346666666666667,0.68,0.02,0.30746666666666667,0.58
2,0.22,0.3720833333333333,0.5,0.92,1.1125,1.5,0.46,0.6691666666666668,1.0,0.46,0.6691666666666668,1.0,0.0,0.07541666666666667,0.16,0.03,0.07416666666666667,0.11
1,0.0,0.45276315789473687,2.54,0.0,0.46881578947368424,2.09,0.01,0.3068421052631579,1.08,0.01,0.3068421052631579,1.08,0.01,0.3628947368421052,2.37,0.02,0.5575,3.2
1,0.02,0.1975,0.69,0.12,0.5525000000000001,2.33,0.06,0.27708333333333335,0.49,0.06,0.27708333333333335,0.49,0.04,0.17666666666666667,0.25,0.24,0.3729166666666666,0.55
5,0.03,0.4106666666666667,1.93,0.02,0.7308888888888889,2.83,0.04,0.7964444444444445,2.51,0.04,0.7964444444444445,2.51,0.02,0.706,2.71,0.03,0.847111111111111,3.3
5,0.04,0.7775000000000001,2.67,0.08,0.5760714285714286,1.78,0.03,0.45285714285714285,1.29,0.03,0.45285714285714285,1.29,0.09,0.5453571428571429,1.19,0.03,0.6514285714285715,2.11
2,0.03,0.6014473684210526,1.79,0.0,0.5472368421052632,2.78,0.0,0.5428947368421052,2.35,0.0,0.5428947368421052,2.35,0.0,0.5340789473684209,2.2,0.0,0.65,2.29
1,0.0,1.1073809523809526,2.71,0.02,0.27714285714285714,0.63,0.02,0.4797619047619047,1.57,0.02,0.4797619047619047,1.57,0.0,0.04023809523809524,0.11,0.0,0.06285714285714286,0.12
2,0.03,0.5438235294117648,1.5,0.06,0.5449999999999999,1.13,0.01,0.31147058823529405,0.84,0.01,0.31147058823529405,0.84,0.01,0.03970588235294118,0.12,0.0,0.08823529411764708,0.18
1,0.06,1.1391304347826086,3.32,0.0,0.4206521739130434,1.75,0.0,0.37173913043478257,1.48,0.0,0.37173913043478257,1.48,0.0,0.07630434782608696,0.27,0.0,0.09391304347826086,0.2
2,0.01,0.584,1.91,0.0,0.626,1.37,0.0,0.24533333333333335,0.98,0.0,0.24533333333333335,0.98,0.0,0.03966666666666666,0.11,0.0,0.12400000000000001,0.25
1,0.03,1.201860465116279,3.18,0.01,0.39325581395348846,1.45,0.01,0.4588372093023256,2.21,0.01,0.4588372093023256,2.21,0.01,0.12325581395348839,0.28,0.01,0.15046511627906975,0.29
2,0.0,0.7732258064516128,1.94,0.1,0.37677419354838715,0.72,0.01,0.34161290322580645,1.0,0.01,0.34161290322580645,1.0,0.0,0.05677419354838711,0.15,0.0,0.08419354838709678,0.17
2,0.0,1.06,3.25,0.04,0.6494594594594594,1.64,0.02,0.7118918918918918,2.31,0.02,0.7118918918918918,2.31,0.0,0.09945945945945946,0.25,0.0,0.10513513513513514,0.18
2,0.02,0.7745945945945947,3.32,0.0,0.5175675675675676,1.89,0.05,1.194054054054054,2.83,0.05,1.194054054054054,2.83,0.01,0.15243243243243243,0.33,0.01,0.08783783783783784,0.33
1,0.13,0.5085714285714286,1.03,0.02,0.2791836734693877,0.44,0.25,0.4608163265306122,0.63,0.25,0.4608163265306122,0.63,0.02,0.39938775510204083,0.9,0.04,0.9614285714285714,3.43
2,0.02,0.36270833333333324,0.69,0.0,0.20354166666666665,0.3,0.01,0.225625,0.4,0.01,0.225625,0.4,0.0,0.5370833333333334,1.2,0.04,0.9652083333333333,2.66
1,0.0,0.10640000000000002,0.22,0.0,0.169,0.3,0.0,0.1462,0.26,0.0,0.1462,0.26,0.04,0.6275999999999999,1.41,0.0,0.7546,2.41
2,0.0,0.171,0.33,0.01,0.11900000000000001,0.29,0.0,0.10640000000000002,0.19,0.0,0.10640000000000002,0.19,0.14,0.6846,1.76,0.03,0.5393999999999999,1.33
1,0.0,0.1408,0.34,0.02,0.1546,0.35,0.0,0.1442,0.24,0.0,0.1442,0.24,0.03,0.5826,1.69,0.01,0.42800000000000005,0.95
2,0.0,0.06204081632653062,0.14,0.0,0.08244897959183674,0.22,0.0,0.04387755102040816,0.16,0.0,0.04387755102040816,0.16,0.06,1.0071428571428571,2.98,0.01,0.44551020408163267,0.83
2,0.0,0.14959183673469387,0.27,0.0,0.09693877551020408,0.2,0.0,0.10551020408163267,0.23,0.0,0.10551020408163267,0.23,0.09,0.7581632653061225,1.92,0.03,0.5073469387755102,1.42
2,0.0,0.08108695652173913,0.41,0.0,0.14282608695652174,0.75,0.0,0.09869565217391305,0.54,0.0,0.09869565217391305,0.54,0.0,0.4034782608695654,1.96,0.0,0.7808695652173911,2.52
1,0.05,1.018,3.91,0.1,0.8753333333333335,3.4,0.05,1.2133333333333334,4.61,0.05,1.2133333333333334,4.61,0.01,0.21300000000000002,0.41,0.02,0.18633333333333335,0.44
3,0.0,0.8108163265306121,2.17,0.01,0.6391836734693878,1.76,0.12,1.4079591836734693,2.21,0.12,1.4079591836734693,2.21,0.03,0.20734693877551016,0.39,0.01,0.24653061224489797,0.55
1,0.09,0.4606,0.91,0.01,0.2856,0.44,0.05,0.5208,0.74,0.05,0.5208,0.74,0.0,0.303,1.18,0.05,0.597,1.88
2,0.0,1.0464,3.22,0.01,0.45020000000000004,1.35,0.0,0.8432,1.72,0.0,0.8432,1.72,0.0,0.0774,0.19,0.01,0.2184,0.45
1,0.01,1.066938775510204,3.29,0.04,0.9475510204081631,2.99,0.02,0.8746938775510203,2.98,0.02,0.8746938775510203,2.98,0.0,0.08979591836734695,0.18,0.01,0.22571428571428573,0.48
3,0.05,1.1265999999999998,2.83,0.01,0.41320000000000007,1.52,0.01,0.7277999999999999,1.89,0.01,0.7277999999999999,1.89,0.0,0.0638,0.1,0.0,0.0652,0.15
