event,lc_s_x_min,lc_s_x_mean,lc_s_x_max,lc_s_y_min,lc_s_y_mean,lc_s_y_max,lc_s_z_min,lc_s_z_mean,lc_s_z_max,rc_s_x_min,rc_s_x_mean,rc_s_x_max,rc_s_y_min,rc_s_y_mean,rc_s_y_max,rc_s_z_min,rc_s_z_mean,rc_s_z_max
4,0.0,0.18061818181818182,0.83,0.0,0.4853090909090909,1.85,0.0,0.22512727272727276,0.89,0.0,0.22512727272727276,0.89,0.0,0.45560000000000006,1.47,0.0,0.20429090909090908,0.66
2,0.0,0.17635135135135135,0.5,0.01,0.9704054054054054,5.17,0.01,0.8583783783783783,2.35,0.01,0.8583783783783783,2.35,0.01,1.2704054054054055,5.44,0.0,1.0083783783783784,2.6
2,0.01,0.33680000000000004,0.99,0.27,0.48906666666666676,0.76,0.23,0.3953333333333333,0.66,0.23,0.3953333333333333,0.66,0.01,1.1974666666666667,4.01,0.05,1.0650666666666668,3.23
4,0.02,1.0988,1.64,0.01,1.1886,2.32,0.01,0.6134000000000001,2.09,0.01,0.6134000000000001,2.09,0.01,0.3282,0.77,0.01,0.2102,0.37
2,0.05,0.316081081081081,0.76,0.01,1.2795945945945946,4.52,0.01,1.106081081081081,2.66,0.01,1.106081081081081,2.66,0.03,1.3136486486486487,4.37,0.0,1.0595945945945948,2.07
1,0.02,0.38053333333333333,0.73,0.22,0.4985333333333333,1.65,0.25,0.5201333333333334,0.85,0.25,0.5201333333333334,0.85,0.01,1.2315999999999998,2.85,0.02,1.222,3.1
4,0.01,0.6478,1.01,0.02,1.97,4.08,0.02,1.2313999999999998,3.18,0.02,1.2313999999999998,3.18,0.0,0.6352,1.17,0.01,0.3442,0.63
1,0.11,0.8597297297297297,1.93,0.0,1.5181081081081083,5.67,0.03,1.1583783783783785,3.27,0.03,1.1583783783783785,3.27,0.0,1.3377027027027026,6.23,0.01,1.0955405405405407,3.08
2,1.01,1.186,1.46,0.55,0.9635999999999999,1.29,0.33,0.6411999999999999,0.99,0.33,0.6411999999999999,0.99,1.05,2.2924,3.69,0.08,0.596,0.92
1,0.11,0.7054054054054054,1.82,0.0,1.3341891891891893,2.86,0.03,1.0645945945945947,3.17,0.03,1.0645945945945947,3.17,0.0,1.1263513513513514,4.16,0.03,1.289864864864865,3.69
1,0.45,0.8416,1.09,0.04,1.0396,2.04,0.02,0.31679999999999997,1.01,0.02,0.31679999999999997,1.01,0.58,1.964,6.04,0.16,0.9368000000000001,2.0
4,0.0,0.43099999999999994,0.78,0.05,1.5979999999999999,5.28,0.07,0.8505999999999999,2.71,0.07,0.8505999999999999,2.71,0.03,1.4400000000000004,6.44,0.01,1.1076,3.33
4,0.15,1.1968,2.55,0.03,1.4752,2.45,0.01,0.8025999999999999,2.35,0.01,0.8025999999999999,2.35,0.04,1.2558,2.47,0.05,0.8460000000000001,2.63
2,0.0,0.3084848484848485,1.3,0.0,1.0563636363636364,5.31,0.0,1.2096969696969697,3.52,0.0,1.2096969696969697,3.52,0.01,1.293030303030303,6.44,0.01,1.2257575757575758,3.22
1,0.0,0.1954,0.36,0.0,0.07980000000000001,0.33,0.0,0.03640000000000001,0.2,0.0,0.03640000000000001,0.2,0.01,1.197,2.84,0.01,1.0430000000000001,3.07
2,0.0,0.1226,0.22,0.0,0.052000000000000005,0.13,0.01,0.15739999999999998,0.3,0.01,0.15739999999999998,0.3,0.06,1.4348,4.06,0.0,1.5248000000000002,3.48
1,0.0,0.16360000000000002,0.32,0.0,0.06299999999999999,0.15,0.0,0.14679999999999999,0.3,0.0,0.14679999999999999,0.3,0.03,1.2464,3.22,0.09,1.3492,3.36
2,0.01,0.23346938775510206,0.33,0.0,0.05877551020408163,0.11,0.01,0.1763265306122449,0.31,0.01,0.1763265306122449,0.31,0.13,1.5638775510204082,4.91,0.05,1.6075510204081631,3.65
1,0.0,0.2214,0.47,0.0,0.04539999999999999,0.13,0.0,0.1266,0.25,0.0,0.1266,0.25,0.01,1.0378,3.31,0.01,1.3666,3.79
2,0.0,0.17860000000000004,0.29,0.0,0.0378,0.13,0.01,0.1536,0.35,0.01,0.1536,0.35,0.07,1.5912,5.13,0.03,1.4602000000000002,3.16
2,0.01,0.2102,0.4,0.0,0.028399999999999998,0.09,0.02,0.1532,0.24,0.02,0.1532,0.24,0.04,1.1594000000000002,2.42,0.0,1.3460000000000003,2.81
2,0.05,0.45897959183673465,0.78,0.01,0.32387755102040816,0.85,0.01,0.24224489795918366,0.6,0.01,0.24224489795918366,0.6,0.02,1.8004081632653064,6.19,0.04,1.4777551020408162,3.08
1,0.12,1.1238,2.35,0.02,1.5679999999999998,4.23,0.05,1.1634,3.24,0.05,1.1634,3.24,0.01,0.3354,0.53,0.01,0.3268,0.64
2,0.06,0.9573999999999999,2.51,0.08,1.831,5.75,0.05,1.4516,3.13,0.05,1.4516,3.13,0.0,0.07479999999999999,0.14,0.01,0.1166,0.19
