event,lc_s_x_min,lc_s_x_mean,lc_s_x_max,lc_s_y_min,lc_s_y_mean,lc_s_y_max,lc_s_z_min,lc_s_z_mean,lc_s_z_max,rc_s_x_min,rc_s_x_mean,rc_s_x_max,rc_s_y_min,rc_s_y_mean,rc_s_y_max,rc_s_z_min,rc_s_z_mean,rc_s_z_max
4,0.0,0.17889328063241108,1.06,0.0,0.29517786561264825,1.03,0.0,0.13138339920948616,0.59,0.0,0.13138339920948616,0.59,0.0,0.3187351778656127,0.95,0.0,0.11778656126482215,0.42
2,0.0,0.36540540540540545,1.08,0.03,0.7922972972972974,4.26,0.02,1.4056756756756759,4.07,0.02,1.4056756756756759,4.07,0.06,1.0485135135135133,5.1,0.04,1.3233783783783784,5.06
2,0.04,0.5415999999999999,1.08,0.01,0.3505333333333333,0.97,0.0,0.5018666666666667,1.99,0.0,0.5018666666666667,1.99,0.0,1.4068,3.69,0.01,1.1952000000000003,3.48
4,0.16,0.9788,2.08,0.01,1.4524000000000001,3.86,0.03,0.9548000000000001,2.86,0.03,0.9548000000000001,2.86,0.01,0.49739999999999995,1.74,0.01,0.2474,0.7
2,0.01,0.4832432432432433,0.98,0.0,0.8990540540540543,4.55,0.02,1.1443243243243242,4.16,0.02,1.1443243243243242,4.16,0.04,0.8805405405405405,4.61,0.03,0.4904054054054054,3.03
1,0.0,0.3897297297297297,0.79,0.05,0.5367567567567567,1.51,0.0,0.4022972972972973,1.15,0.0,0.4022972972972973,1.15,0.0,1.4136486486486486,3.69,0.02,1.1006756756756757,3.72
4,0.0,0.5842,1.04,0.16,1.9380000000000002,3.97,0.03,1.3229999999999997,3.01,0.03,1.3229999999999997,3.01,0.0,0.3086,1.11,0.0,0.0698,0.24
1,0.0,0.8308,1.54,0.0,1.018,4.48,0.02,0.6576,3.63,0.02,0.6576,3.63,0.01,0.9990666666666665,3.93,0.05,1.094,3.56
2,0.01,0.076,0.21,0.03,0.11800000000000001,0.19,0.01,0.06960000000000001,0.12,0.01,0.06960000000000001,0.12,0.8,2.0840000000000005,4.02,0.07,1.2528,4.11
1,0.01,0.7127027027027029,2.17,0.03,1.7924324324324323,5.65,0.09,0.9867567567567567,2.67,0.09,0.9867567567567567,2.67,0.01,1.1667567567567567,3.06,0.01,0.9095945945945945,4.02
1,0.28,0.4600000000000001,0.75,0.03,0.8528,1.19,0.23,0.39919999999999994,0.46,0.23,0.39919999999999994,0.46,0.08,2.0132,5.07,0.0,0.9423999999999999,4.46
4,0.01,0.297,0.68,0.02,1.3785999999999998,3.95,0.1,0.9503999999999999,2.86,0.1,0.9503999999999999,2.86,0.01,0.6960000000000001,1.34,0.07,1.0706,3.82
4,0.12,1.2926,2.71,0.01,1.4454000000000002,4.44,0.25,1.2552,3.27,0.25,1.2552,3.27,0.02,0.9988000000000001,3.01,0.05,1.203,3.72
2,0.01,0.4862626262626263,1.37,0.01,1.3788888888888888,5.39,0.0,1.7582828282828282,4.82,0.0,1.7582828282828282,4.82,0.01,1.3539393939393938,6.67,0.01,1.7117171717171715,6.16
1,0.02,0.41879999999999995,1.01,0.0,0.5014,1.11,0.02,0.6729999999999999,1.32,0.02,0.6729999999999999,1.32,0.06,0.9501999999999999,3.52,0.02,0.9586000000000001,3.2
2,0.0,0.11469387755102041,0.22,0.02,0.14755102040816326,0.25,0.01,0.6053061224489796,0.93,0.01,0.6053061224489796,0.93,0.13,1.7391836734693877,4.75,0.03,1.0914285714285714,2.99
1,0.0,0.1684313725490196,0.37,0.0,0.04352941176470588,0.09,0.02,0.4192156862745097,0.75,0.02,0.4192156862745097,0.75,0.03,1.0850980392156864,3.89,0.0,1.5088235294117645,4.38
2,0.0,0.15326530612244899,0.36,0.0,0.08571428571428572,0.2,0.01,0.5095918367346939,0.93,0.01,0.5095918367346939,0.93,0.27,1.8248979591836736,4.66,0.23,1.2214285714285715,2.51
1,0.0,0.087,0.21,0.0,0.0638,0.17,0.03,0.3148,0.5,0.03,0.3148,0.5,0.0,1.2754,4.1,0.07,1.4714,4.29
2,0.0,0.0508,0.11,0.0,0.04939999999999999,0.12,0.0,0.3876,0.74,0.0,0.3876,0.74,0.11,1.6328,4.89,0.08,1.2104000000000001,3.31
2,0.0,0.18755102040816327,0.38,0.0,0.07571428571428572,0.22,0.01,0.34959183673469385,0.52,0.01,0.34959183673469385,0.52,0.01,1.7346938775510203,3.51,0.17,1.5040816326530613,3.44
2,0.01,0.28750000000000003,0.57,0.02,0.3477083333333333,0.85,0.0,0.328125,0.8,0.0,0.328125,0.8,0.0,1.4197916666666668,5.51,0.03,1.2664583333333335,5.13
1,0.0,0.9328571428571428,2.73,0.1,1.7497959183673468,4.33,0.02,1.1406122448979594,2.68,0.02,1.1406122448979594,2.68,0.03,0.41530612244897963,0.66,0.01,0.5242857142857142,1.26
2,0.07,1.2133333333333336,2.93,0.11,1.5780392156862744,4.16,0.01,0.942549019607843,2.91,0.01,0.942549019607843,2.91,0.0,0.11039215686274512,0.19,0.02,0.29784313725490197,0.51
1,0.1,1.3557142857142856,4.25,0.06,1.4853061224489794,4.11,0.04,1.0857142857142859,2.55,0.04,1.0857142857142859,2.55,0.0,0.15734693877551023,0.35,0.04,0.25612244897959185,0.51
2,0.02,1.1026530612244896,3.38,0.08,1.8557142857142856,5.34,0.0,1.0479591836734694,3.77,0.0,1.0479591836734694,3.77,0.0,0.13551020408163264,0.35,0.0,0.11081632653061226,0.28
1,0.07,1.3023999999999998,3.54,0.09,1.6586,4.61,0.04,1.3618000000000003,2.9,0.04,1.3618000000000003,2.9,0.0,0.0664,0.15,0.0,0.08139999999999999,0.21
2,0.05,1.3638000000000003,3.07,0.15,1.7741999999999998,5.4,0.04,1.2884,4.25,0.04,1.2884,4.25,0.0,0.0832,0.19,0.0,0.1432,0.27
2,0.18,1.6976,3.69,0.07,1.7082000000000002,4.27,0.01,1.2398,2.62,0.01,1.2398,2.62,0.01,0.13640000000000002,0.36,0.01,0.0932,0.18
2,0.04,0.7420408163265306,1.24,0.02,1.9995918367346937,6.06,0.05,1.817551020408163,5.17,0.05,1.817551020408163,5.17,0.0,0.18918367346938775,0.36,0.01,0.14183673469387753,0.52
1,0.01,0.33940000000000003,0.64,0.0,0.2894,0.5,0.01,0.8634000000000001,1.68,0.01,0.8634000000000001,1.68,0.02,1.5788,3.95,0.03,1.0062,2.31
3,0.0,0.14220000000000002,0.48,0.0,0.2656,0.61,0.0,0.1814,0.34,0.0,0.1814,0.34,0.03,1.8738000000000001,7.02,0.02,1.9738000000000002,5.64
1,0.0,0.1916,0.52,0.01,2.1294,5.19,0.08,1.2538,2.94,0.08,1.2538,2.94,0.02,0.879,2.53,0.72,1.1179999999999999,1.5
2,0.01,0.2383333333333333,0.51,0.01,0.9308333333333333,3.6,0.0,0.47729166666666667,1.68,0.0,0.47729166666666667,1.68,0.04,1.5843750000000003,6.38,0.03,1.6354166666666667,6.06
1,0.0,0.10627450980392157,0.3,0.0,0.10705882352941178,0.32,0.02,0.1433333333333333,0.25,0.02,0.1433333333333333,0.25,0.08,1.7631372549019608,4.51,0.04,1.2411764705882353,2.5
3,0.0,0.0998,0.17,0.0,0.132,0.5,0.03,0.2562,0.64,0.03,0.2562,0.64,0.05,2.1082,7.54,0.01,2.0128,7.28
1,0.0,0.2304081632653061,0.68,0.06,2.425714285714286,5.33,0.03,1.3457142857142854,3.42,0.03,1.3457142857142854,3.42,0.04,1.2189795918367345,2.24,0.41,1.4077551020408163,2.24
2,0.0,0.34354166666666663,0.94,0.03,0.6175,3.69,0.0,0.6139583333333333,1.95,0.0,0.6139583333333333,1.95,0.01,1.3802083333333333,6.84,0.06,1.390625,5.41
1,0.04,0.7240000000000002,1.51,0.09,1.9643999999999997,6.09,0.03,1.4258000000000002,2.52,0.03,1.4258000000000002,2.52,0.01,0.2622,0.35,0.01,0.624,1.2
3,0.01,0.20040816326530617,0.54,0.0,1.7728571428571427,6.01,0.01,1.9146938775510203,5.43,0.01,1.9146938775510203,5.43,0.05,0.2897959183673469,0.62,0.01,0.436530612244898,1.04
1,0.0,0.20519999999999997,0.52,0.01,1.2229999999999999,3.54,0.36,1.2656,2.49,0.36,1.2656,2.49,0.06,1.9238000000000002,5.49,0.02,1.2409999999999999,2.94
2,0.02,0.3308,0.71,0.03,1.9083999999999997,6.78,0.24,1.4143999999999999,5.93,0.24,1.4143999999999999,5.93,0.02,0.4054,2.36,0.01,0.308,0.83
2,0.32,0.8191304347826087,1.31,0.1,1.57,4.7,0.4,0.9034782608695651,1.44,0.4,0.9034782608695651,1.44,0.0,0.1391304347826087,0.27,0.0,0.04086956521739132,0.15
1,0.28,0.9611538461538461,1.41,0.2,2.2830769230769232,4.6,0.0,1.1973076923076924,2.16,0.0,1.1973076923076924,2.16,0.21,2.3842307692307694,4.21,0.13,0.6696153846153846,1.14
1,0.04,0.9155999999999999,3.3,0.05,1.9681999999999997,4.82,0.01,0.7482000000000001,3.2,0.01,0.7482000000000001,3.2,0.09,1.0964,3.86,0.06,1.4668,3.27
2,0.52,0.9788,1.38,0.34,0.7996,1.17,0.01,0.38520000000000004,0.66,0.01,0.38520000000000004,0.66,0.32,2.8632,4.99,0.05,1.8164000000000002,3.19
4,0.05,1.2712000000000003,4.19,0.01,2.0474666666666663,5.42,0.04,1.2692,3.09,0.04,1.2692,3.09,0.0,0.644,1.65,0.04,0.8146666666666665,1.44
1,0.07,0.5929999999999999,1.38,0.04,1.9168000000000003,5.8,0.01,1.7014000000000002,5.55,0.01,1.7014000000000002,5.55,0.05,1.7169999999999999,4.23,0.01,1.0708,3.31
4,0.03,0.5002,1.12,0.01,0.42480000000000007,0.85,0.19,1.1967999999999999,2.46,0.19,1.1967999999999999,2.46,0.01,2.0814,5.71,0.0,1.6808000000000005,3.88
1,0.03,1.2975510204081633,4.28,0.06,1.7308163265306122,6.07,0.04,1.3314285714285714,3.46,0.04,1.3314285714285714,3.46,0.01,1.3022448979591836,3.9,0.03,1.5848979591836734,4.27
2,0.06,0.3958,0.75,0.04,1.1274,3.06,0.03,0.4,1.18,0.03,0.4,1.18,0.02,1.706,6.79,0.01,1.6141999999999999,6.25
1,0.01,0.561,1.14,0.02,1.2573999999999999,4.44,0.15,1.518,2.94,0.15,1.518,2.94,0.01,0.4942000000000001,0.82,0.5,0.8039999999999999,1.11
4,0.01,0.3908695652173914,0.92,0.01,0.42695652173913046,1.94,0.02,1.1273913043478259,2.66,0.02,1.1273913043478259,2.66,0.03,2.384782608695652,6.11,0.02,1.3004347826086957,3.43
3,0.01,0.4932,1.08,0.03,2.5524,5.29,0.05,1.5648000000000002,3.17,0.05,1.5648000000000002,3.17,0.09,2.3904,5.94,0.05,1.9495999999999998,7.4
2,0.0,0.8316326530612244,1.9,0.07,2.180408163265306,5.28,0.07,1.0265306122448978,2.22,0.07,1.0265306122448978,2.22,0.12,2.293673469387755,5.56,0.04,2.886530612244898,8.21
2,0.11,1.042549019607843,1.86,0.0,1.1852941176470588,2.41,0.01,0.5129411764705882,1.3,0.01,0.5129411764705882,1.3,0.02,2.0096078431372546,4.42,0.06,2.016862745098039,4.63
4,0.0,1.056734693877551,2.97,0.01,1.8904081632653063,4.66,0.21,1.6012244897959185,3.07,0.21,1.6012244897959185,3.07,0.02,0.8128571428571428,1.72,0.03,0.7485714285714286,1.51
2,0.01,0.5670000000000001,1.33,0.02,1.7418,6.08,0.01,1.7932000000000001,5.72,0.01,1.7932000000000001,5.72,0.08,1.8403999999999998,7.23,0.06,1.6228,6.48
2,0.03,0.5681250000000001,1.2,0.02,0.7395833333333334,2.24,0.15,1.1364583333333333,2.38,0.15,1.1364583333333333,2.38,0.54,1.9037499999999998,4.84,0.08,1.8395833333333333,4.14
2,0.01,1.0122,2.93,0.06,1.7438000000000002,3.85,0.05,1.3024,3.58,0.05,1.3024,3.58,0.03,1.0602,3.65,0.03,0.285,0.59
3,0.0,0.523061224489796,1.83,0.0,0.5248979591836734,2.84,0.01,0.1859183673469388,0.64,0.01,0.1859183673469388,0.64,0.02,1.9516326530612245,7.04,0.13,1.64734693877551,6.89
2,0.01,0.1338,0.36,0.01,0.1414,0.49,0.0,0.24719999999999998,0.68,0.0,0.24719999999999998,0.68,0.12,1.7278,3.86,0.26,2.1367999999999996,5.36
2,0.0,0.2525,0.47,0.01,0.13714285714285715,0.43,0.02,0.3528571428571428,0.9,0.02,0.3528571428571428,0.9,0.38,1.8614285714285717,4.63,0.07,1.53,3.21
3,0.01,1.0140425531914894,3.05,0.21,2.5734042553191485,4.6,0.03,1.649148936170213,3.3,0.03,1.649148936170213,3.3,0.01,1.0623404255319149,3.75,0.01,0.41510638297872343,2.05
2,0.05,2.140612244897959,6.9,0.0,0.7479591836734694,3.69,0.07,1.2738775510204081,6.04,0.07,1.2738775510204081,6.04,0.01,0.7293877551020407,1.71,0.01,0.616938775510204,1.94
