event,lc_s_x_min,lc_s_x_mean,lc_s_x_max,lc_s_y_min,lc_s_y_mean,lc_s_y_max,lc_s_z_min,lc_s_z_mean,lc_s_z_max,rc_s_x_min,rc_s_x_mean,rc_s_x_max,rc_s_y_min,rc_s_y_mean,rc_s_y_max,rc_s_z_min,rc_s_z_mean,rc_s_z_max
5,0.0,0.17160642570281123,0.64,0.0,0.08570281124497992,0.63,0.0,0.03698795180722892,0.17,0.0,0.03698795180722892,0.17,0.0,0.05100401606425702,0.21,0.0,0.02698795180722892,0.08
2,0.01,0.31230769230769234,1.12,0.01,0.7661538461538461,2.76,0.01,0.42999999999999994,1.3,0.01,0.42999999999999994,1.3,0.0,0.6071153846153846,3.3,0.0,0.2146153846153846,1.02
2,0.0,0.18608108108108107,0.52,0.0,0.17189189189189188,0.53,0.0,0.1437837837837838,0.29,0.0,0.1437837837837838,0.29,0.03,0.6864864864864865,1.59,0.0,0.25337837837837834,1.25
5,0.12,0.923877551020408,1.79,0.05,0.9097959183673469,2.23,0.01,0.523061224489796,1.57,0.01,0.523061224489796,1.57,0.01,0.10857142857142858,0.21,0.07,0.18448979591836734,0.43
2,0.01,0.4820000000000001,0.83,0.0,0.8797333333333331,3.97,0.06,0.8096,2.45,0.06,0.8096,2.45,0.02,0.8765333333333335,3.7,0.01,0.42613333333333336,1.75
1,0.0,0.14891891891891892,0.51,0.01,0.24054054054054055,0.51,0.01,0.13770270270270268,0.37,0.01,0.13770270270270268,0.37,0.02,0.9622972972972972,2.58,0.0,0.42756756756756764,1.4
5,0.06,0.3934,0.95,0.01,0.7582000000000001,1.48,0.03,0.2968,0.72,0.03,0.2968,0.72,0.01,0.20020000000000004,0.46,0.0,0.1344,0.25
1,0.04,0.7209333333333334,1.84,0.02,1.1645333333333332,3.46,0.0,0.3313333333333333,1.34,0.0,0.3313333333333333,1.34,0.03,1.0174666666666667,3.96,0.0,0.5173333333333333,1.93
2,0.03,0.13333333333333333,0.24,0.21,0.35041666666666665,0.46,0.1,0.17375,0.22,0.1,0.17375,0.22,0.01,0.38833333333333336,1.27,0.0,0.13791666666666666,0.48
1,0.0,0.9664,2.94,0.0,0.8105333333333333,2.51,0.01,0.41173333333333334,1.74,0.01,0.41173333333333334,1.74,0.05,1.2052,3.83,0.01,0.4349333333333334,1.68
1,0.0,0.27240000000000003,0.83,0.01,0.0864,0.26,0.0,0.055200000000000006,0.22,0.0,0.055200000000000006,0.22,0.03,0.32760000000000006,1.47,0.0,0.07200000000000001,0.33
5,0.03,0.08919999999999999,0.23,0.04,0.8996,3.14,0.05,0.3482,0.95,0.05,0.3482,0.95,0.02,0.8966,3.41,0.01,0.3485999999999999,1.28
5,0.03,0.9053999999999999,1.93,0.07,0.8971999999999999,1.77,0.02,0.528,1.21,0.02,0.528,1.21,0.34,0.8316000000000001,1.75,0.04,0.3508,1.23
2,0.0,0.27222222222222225,1.57,0.0,0.782929292929293,3.13,0.0,0.4411111111111111,1.09,0.0,0.4411111111111111,1.09,0.01,0.7179797979797979,4.2,0.0,0.3715151515151515,1.49
1,0.0,0.1748,0.27,0.0,0.07680000000000002,0.2,0.0,0.10860000000000002,0.19,0.0,0.10860000000000002,0.19,0.01,0.6522000000000001,1.62,0.01,0.35100000000000003,0.89
2,0.03,0.3236734693877551,0.46,0.0,0.0563265306122449,0.19,0.0,0.24877551020408165,0.4,0.0,0.24877551020408165,0.4,0.06,0.9175510204081633,2.45,0.02,0.5842857142857143,1.98
1,0.0,0.11294117647058821,0.28,0.0,0.08176470588235293,0.13,0.0,0.14,0.25,0.0,0.14,0.25,0.02,0.911764705882353,1.61,0.02,0.5635294117647058,1.0
2,0.01,0.14224489795918366,0.22,0.0,0.0636734693877551,0.16,0.0,0.23591836734693877,0.37,0.0,0.23591836734693877,0.37,0.02,0.8367346938775508,2.3,0.07,0.6661224489795918,1.77
1,0.01,0.20240000000000002,0.32,0.0,0.0484,0.13,0.04,0.1518,0.23,0.04,0.1518,0.23,0.04,0.9289999999999999,2.06,0.02,0.6622000000000001,1.29
2,0.0,0.1594,0.27,0.0,0.062,0.2,0.01,0.1506,0.28,0.01,0.1506,0.28,0.05,0.8078,1.96,0.01,0.6260000000000001,2.0
2,0.0,0.1282,0.23,0.0,0.08120000000000001,0.16,0.0,0.127,0.31,0.0,0.127,0.31,0.0,0.7561999999999999,1.55,0.01,0.5982,1.15
2,0.0,0.08163265306122448,0.3,0.0,0.09469387755102042,0.18,0.0,0.13,0.44,0.0,0.13,0.44,0.0,1.0387755102040817,3.71,0.07,0.720612244897959,2.14
1,0.01,0.6638,1.75,0.01,0.9106000000000001,2.34,0.03,0.58,1.42,0.03,0.58,1.42,0.19,0.2866,0.43,0.0,0.17440000000000005,0.37
2,0.02,0.9741999999999998,2.48,0.04,1.031,2.0,0.01,0.7588000000000001,1.16,0.01,0.7588000000000001,1.16,0.0,0.1228,0.22,0.0,0.08959999999999999,0.15
1,0.06,1.17,2.62,0.02,0.9844897959183674,2.28,0.03,0.6608163265306122,1.8,0.03,0.6608163265306122,1.8,0.0,0.04346938775510205,0.09,0.02,0.05530612244897959,0.09
2,0.06,1.051,2.34,0.0,0.9692000000000001,2.63,0.0,0.6591999999999999,1.1,0.0,0.6591999999999999,1.1,0.0,0.052000000000000005,0.12,0.0,0.0738,0.15
1,0.04,1.1862,2.42,0.01,0.9000000000000001,1.93,0.03,0.5962,1.48,0.03,0.5962,1.48,0.0,0.024800000000000003,0.04,0.0,0.03560000000000001,0.05
2,0.03,0.9827999999999997,2.42,0.0,0.9181999999999999,2.49,0.02,0.5376000000000001,1.13,0.02,0.5376000000000001,1.13,0.0,0.0388,0.12,0.0,0.0832,0.15
2,0.01,1.1046938775510202,2.45,0.0,0.8528571428571429,2.14,0.03,0.5067346938775511,1.56,0.03,0.5067346938775511,1.56,0.0,0.03653061224489796,0.07,0.01,0.04979591836734694,0.07
