event,lc_s_x_min,lc_s_x_mean,lc_s_x_max,lc_s_y_min,lc_s_y_mean,lc_s_y_max,lc_s_z_min,lc_s_z_mean,lc_s_z_max,rc_s_x_min,rc_s_x_mean,rc_s_x_max,rc_s_y_min,rc_s_y_mean,rc_s_y_max,rc_s_z_min,rc_s_z_mean,rc_s_z_max
5,0.0,0.0651394422310757,0.28,0.0,0.09466135458167331,0.61,0.0,0.04713147410358567,0.37,0.0,0.04713147410358567,0.37,0.0,0.12059760956175297,0.61,0.0,0.04948207171314741,0.29
2,0.0,0.20391891891891892,0.39,0.0,0.9813513513513512,4.02,0.0,0.33621621621621617,1.71,0.0,0.33621621621621617,1.71,0.01,0.9674324324324325,3.76,0.0,0.2960810810810811,1.67
2,0.02,0.7325675675675676,3.1,0.01,0.6482432432432432,2.52,0.0,0.33013513513513515,1.29,0.0,0.33013513513513515,1.29,0.0,0.19783783783783784,0.5,0.02,0.09202702702702703,0.2
5,0.2,0.3940816326530612,0.79,0.0,0.09510204081632653,0.3,0.06,0.12897959183673469,0.23,0.06,0.12897959183673469,0.23,0.01,0.44734693877551024,1.44,0.0,0.5006122448979591,1.77
2,0.03,0.7267307692307694,1.18,0.03,0.8659615384615384,3.22,0.0,0.1730769230769231,1.05,0.0,0.1730769230769231,1.05,0.15,0.9990384615384619,3.9,0.0,0.38903846153846156,0.98
1,0.06,0.7383928571428571,2.27,0.01,0.7701785714285715,2.39,0.04,0.5289285714285714,1.95,0.04,0.5289285714285714,1.95,0.02,0.22285714285714286,0.38,0.0,0.19357142857142856,0.6
5,0.01,0.22302325581395344,0.44,0.01,0.19348837209302322,0.43,0.02,0.1372093023255814,0.35,0.02,0.1372093023255814,0.35,0.01,0.9639534883720927,3.08,0.07,0.4969767441860464,1.53
1,0.0,0.19784313725490196,0.39,0.09,0.8605882352941178,3.16,0.01,0.3686274509803922,0.86,0.01,0.3686274509803922,0.86,0.06,1.2531372549019608,3.89,0.01,0.49764705882352944,1.51
2,0.0,0.2332,0.46,0.48,1.6284,2.87,0.07,0.36200000000000004,0.64,0.07,0.36200000000000004,0.64,0.01,0.1232,0.33,0.21,0.44960000000000006,0.55
1,0.0,0.18960000000000005,1.01,0.06,0.8117999999999997,3.07,0.01,0.38359999999999994,1.61,0.01,0.38359999999999994,1.61,0.01,0.617,2.16,0.01,0.6026,1.87
1,0.0,0.13307692307692306,0.35,0.37,1.3715384615384616,4.1,0.07,0.41615384615384615,0.93,0.07,0.41615384615384615,0.93,0.02,0.26384615384615384,0.55,0.14,0.46192307692307694,0.84
5,0.06,0.3938095238095239,1.02,0.01,0.9766666666666666,3.86,0.03,0.35023809523809524,1.39,0.03,0.35023809523809524,1.39,0.01,1.2695238095238097,3.72,0.0,0.364047619047619,1.02
5,0.01,0.7103125,1.92,0.01,0.3746875,1.51,0.01,0.37124999999999997,0.81,0.01,0.37124999999999997,0.81,0.02,0.5809375,1.18,0.08,0.37625,1.18
2,0.0,0.4449333333333333,1.05,0.05,0.9208000000000001,4.24,0.0,0.33360000000000006,1.02,0.0,0.33360000000000006,1.02,0.02,0.7241333333333333,3.78,0.01,0.3042666666666667,1.2
1,0.08,0.68225,1.78,0.05,0.60875,0.88,0.03,0.35575,1.1,0.03,0.35575,1.1,0.0,0.17650000000000002,0.45,0.04,0.07475000000000001,0.17
2,0.01,0.4697058823529412,1.64,0.22,0.3964705882352942,0.68,0.01,0.24529411764705883,1.4,0.01,0.24529411764705883,1.4,0.04,1.0258823529411762,3.02,0.01,0.32294117647058823,1.06
1,0.02,1.1828947368421054,2.5,0.04,0.46684210526315784,1.15,0.02,0.6086842105263157,1.35,0.02,0.6086842105263157,1.35,0.0,0.4136842105263158,1.24,0.05,0.25210526315789467,0.36
2,0.06,1.0414705882352941,3.26,0.01,0.9605882352941177,3.19,0.02,0.7052941176470588,1.54,0.02,0.7052941176470588,1.54,0.0,0.046764705882352944,0.11,0.0,0.08382352941176473,0.16
1,0.0,1.115945945945946,2.37,0.1,1.100810810810811,2.6,0.01,0.5664864864864866,2.18,0.01,0.5664864864864866,2.18,0.01,0.09648648648648649,0.16,0.01,0.1608108108108108,0.27
