event,lc_s_x_min,lc_s_x_mean,lc_s_x_max,lc_s_y_min,lc_s_y_mean,lc_s_y_max,lc_s_z_min,lc_s_z_mean,lc_s_z_max,rc_s_x_min,rc_s_x_mean,rc_s_x_max,rc_s_y_min,rc_s_y_mean,rc_s_y_max,rc_s_z_min,rc_s_z_mean,rc_s_z_max
4,0.0,0.1311552346570397,0.54,0.0,0.0907581227436823,0.5,0.0,0.05938628158844765,0.16,0.0,0.05938628158844765,0.16,0.0,0.12541516245487366,0.5,0.0,0.04909747292418772,0.16
2,0.0,0.19671232876712327,0.51,0.01,0.5938356164383561,2.55,0.01,0.3038356164383561,1.57,0.01,0.3038356164383561,1.57,0.02,0.6543835616438356,2.91,0.0,0.26068493150684935,1.32
2,0.0,0.22720000000000004,0.92,0.01,0.32080000000000003,1.03,0.0,0.11973333333333332,0.59,0.0,0.11973333333333332,0.59,0.0,0.5539999999999999,1.8,0.0,0.47920000000000007,1.75
4,0.0,0.2656,0.68,0.01,0.4694,1.12,0.0,0.4159999999999999,1.4,0.0,0.4159999999999999,1.4,0.0,0.10120000000000001,0.38,0.0,0.032600000000000004,0.1
2,0.04,0.3760810810810812,1.08,0.01,0.8795945945945944,3.3,0.01,0.6758108108108108,2.38,0.01,0.6758108108108108,2.38,0.02,0.779054054054054,3.04,0.0,0.37608108108108107,1.62
1,0.01,0.1922666666666667,0.59,0.0,0.28813333333333335,1.57,0.0,0.1524,0.53,0.0,0.1524,0.53,0.0,0.6509333333333333,1.33,0.01,0.5432,1.69
4,0.0,0.16083333333333336,0.58,0.03,0.9237500000000001,2.07,0.02,0.47645833333333326,1.15,0.02,0.47645833333333326,1.15,0.02,0.2529166666666667,0.43,0.0,0.06083333333333333,0.18
1,0.02,0.5072368421052632,1.19,0.02,0.9407894736842107,3.48,0.03,0.49986842105263163,2.14,0.03,0.49986842105263163,2.14,0.0,0.8253947368421053,3.21,0.01,0.5878947368421052,1.94
2,0.19,0.39120000000000005,0.59,0.01,0.25920000000000004,0.74,0.0,0.1464,0.41,0.0,0.1464,0.41,0.6,1.6784000000000001,2.79,0.01,0.6839999999999999,1.91
1,0.02,0.5960000000000001,1.56,0.0,0.7829333333333334,1.78,0.01,0.8210666666666665,2.11,0.01,0.8210666666666665,2.11,0.01,0.34453333333333336,1.41,0.0,0.4318666666666667,2.03
1,0.02,0.23083333333333333,0.84,0.0,0.09625,0.22,0.04,0.10625,0.32,0.04,0.10625,0.32,0.18,1.5158333333333331,3.21,0.01,0.36833333333333335,1.33
4,0.0,0.2562,0.54,0.01,1.0995999999999997,2.8,0.04,0.5874,1.7,0.04,0.5874,1.7,0.0,0.5948,2.17,0.03,0.3016,1.46
4,0.12,0.9949999999999999,2.13,0.01,0.6550000000000001,1.3,0.01,0.7036000000000001,2.0,0.01,0.7036000000000001,2.0,0.02,0.5062,1.27,0.01,0.4718,1.12
2,0.0,0.27404040404040403,1.15,0.0,0.6897979797979799,3.31,0.0,0.5674747474747475,2.43,0.0,0.5674747474747475,2.43,0.01,0.8246464646464645,3.75,0.0,0.5451515151515152,2.19
1,0.0,0.0756,0.18,0.02,0.06899999999999999,0.11,0.0,0.0796,0.14,0.0,0.0796,0.14,0.04,0.5468000000000001,1.64,0.03,0.5604,1.66
2,0.0,0.1142,0.21,0.0,0.0408,0.12,0.0,0.07419999999999999,0.15,0.0,0.07419999999999999,0.15,0.03,0.8838000000000001,2.52,0.02,0.8405999999999998,1.9
1,0.01,0.09920000000000001,0.16,0.0,0.016,0.03,0.0,0.0154,0.04,0.0,0.0154,0.04,0.02,0.6275999999999999,1.33,0.03,0.6195999999999998,1.81
2,0.01,0.0636734693877551,0.13,0.0,0.02448979591836735,0.06,0.0,0.04612244897959184,0.1,0.0,0.04612244897959184,0.1,0.01,0.8710204081632653,2.49,0.02,0.7136734693877551,1.59
1,0.01,0.07859999999999999,0.17,0.0,0.018199999999999997,0.05,0.0,0.027600000000000003,0.08,0.0,0.027600000000000003,0.08,0.01,0.5359999999999999,1.26,0.03,0.5658,1.57
2,0.0,0.06354166666666668,0.13,0.0,0.013125000000000003,0.02,0.0,0.043333333333333335,0.09,0.0,0.043333333333333335,0.09,0.01,0.8989583333333332,2.76,0.01,0.7404166666666666,1.87
2,0.0,0.04346938775510205,0.13,0.0,0.010408163265306122,0.03,0.0,0.012653061224489795,0.04,0.0,0.012653061224489795,0.04,0.01,0.5273469387755102,1.37,0.03,0.6059183673469387,1.55
2,0.0,0.102,0.27,0.0,0.152,0.88,0.0,0.0956,0.42,0.0,0.0956,0.42,0.01,0.9582,3.31,0.01,0.6444,1.86
1,0.1,0.6977999999999999,1.56,0.09,0.9016000000000001,2.24,0.01,0.7727999999999998,1.96,0.01,0.7727999999999998,1.96,0.01,0.1094,0.24,0.0,0.08680000000000002,0.28
2,0.01,0.6118367346938776,1.72,0.01,0.7638775510204081,2.25,0.01,0.686530612244898,1.28,0.01,0.686530612244898,1.28,0.0,0.049387755102040826,0.12,0.0,0.035510204081632656,0.08
1,0.06,0.6001960784313726,1.4,0.0,0.7247058823529413,1.53,0.02,0.63,1.43,0.02,0.63,1.43,0.0,0.020784313725490198,0.05,0.0,0.01627450980392157,0.05
2,0.0,0.6904081632653062,1.85,0.02,0.7524489795918367,1.94,0.02,0.7530612244897957,1.21,0.02,0.7530612244897957,1.21,0.0,0.0071428571428571435,0.02,0.0,0.016122448979591836,0.03
