event,lc_s_x_min,lc_s_x_mean,lc_s_x_max,lc_s_y_min,lc_s_y_mean,lc_s_y_max,lc_s_z_min,lc_s_z_mean,lc_s_z_max,rc_s_x_min,rc_s_x_mean,rc_s_x_max,rc_s_y_min,rc_s_y_mean,rc_s_y_max,rc_s_z_min,rc_s_z_mean,rc_s_z_max
4,0.0,0.11599277978339353,0.39,0.0,0.15736462093862816,0.96,0.0,0.13223826714801443,0.48,0.0,0.13223826714801443,0.48,0.0,0.21469314079422383,1.07,0.0,0.12888086642599275,0.47
2,0.0,0.0712,0.25,0.03,0.7674666666666667,2.3,0.01,0.3730666666666667,1.13,0.01,0.3730666666666667,1.13,0.01,0.8706666666666668,2.56,0.04,0.4774666666666666,1.38
2,0.0,0.046,0.28,0.0,0.06640000000000001,0.28,0.01,0.14,0.34,0.01,0.14,0.34,0.05,0.9745333333333331,1.89,0.01,0.6048000000000001,1.66
4,0.02,0.7375510204081632,1.63,0.0,0.8212244897959182,1.86,0.03,0.7173469387755104,1.78,0.03,0.7173469387755104,1.78,0.02,0.34551020408163263,1.17,0.08,0.1604081632653061,0.26
2,0.01,0.4186486486486487,0.66,0.02,0.9463513513513514,3.57,0.0,0.7283783783783785,1.47,0.0,0.7283783783783785,1.47,0.02,0.9264864864864866,3.08,0.01,0.5398648648648648,1.85
1,0.0,0.16605263157894737,0.35,0.0,0.16881578947368422,0.47,0.0,0.10736842105263156,0.33,0.0,0.10736842105263156,0.33,0.01,0.6794736842105263,1.67,0.03,0.6190789473684211,1.73
4,0.02,0.17714285714285713,0.36,0.11,1.2448979591836735,2.54,0.04,0.9218367346938777,2.54,0.04,0.9218367346938777,2.54,0.0,0.37673469387755104,0.89,0.01,0.09693877551020408,0.18
1,0.02,0.4552000000000001,1.29,0.01,1.1548000000000003,3.79,0.01,0.8361333333333334,2.33,0.01,0.8361333333333334,2.33,0.01,0.7154666666666666,2.54,0.01,0.5133333333333333,1.25
2,0.17,0.3104166666666667,0.69,0.03,0.5962500000000001,1.71,0.05,0.3108333333333333,0.62,0.05,0.3108333333333333,0.62,0.03,1.02375,2.74,0.16,0.3429166666666667,0.59
1,0.0,0.465657894736842,1.16,0.04,0.7276315789473684,1.77,0.01,0.7440789473684212,1.93,0.01,0.7440789473684212,1.93,0.0,0.9036842105263161,2.89,0.02,1.0842105263157895,2.73
1,0.05,0.20625000000000002,0.33,0.0,0.0725,0.17,0.14,0.2625,0.56,0.14,0.2625,0.56,0.3,0.5804166666666667,1.43,0.22,0.5308333333333333,1.03
4,0.0,0.19260000000000002,0.49,0.01,1.1288,2.98,0.01,0.7382,1.51,0.01,0.7382,1.51,0.04,1.3278,3.03,0.05,0.7124000000000001,1.83
4,0.02,0.7822,2.17,0.02,0.9132000000000001,1.77,0.04,0.8519999999999999,2.32,0.04,0.8519999999999999,2.32,0.04,0.9064,2.32,0.01,0.9208,2.48
