timestamp,passed_time,side,cut_length,time,speed,event_type
2021.3.30 20:43:25:323,65.996,left,0.40185519561587,0.491,0.8184423535964767,1
2021.3.30 20:43:25:763,66.436,left,0.19856354977924973,0.31,0.6405275799330636,1
2021.3.30 20:43:25:763,66.436,right,1.6825803133735575,1.803,0.9332114882826165,1
2021.3.30 20:43:26:192,66.865,left,0.17059978486925223,0.369,0.4623300402960765,1
2021.3.30 20:43:26:581,67.254,left,0.10387692602220872,0.266,0.3905147594819876,1
2021.3.30 20:43:26:581,67.254,right,0.2445343838888043,0.332,0.7365493490626636,1
2021.3.30 20:43:27:756,68.429,right,0.34613769946366696,0.367,0.9431544944514086,1
2021.3.30 20:43:28:332,69.005,left,0.43826142229413745,0.698,0.6278816938311426,2
2021.3.30 20:43:29:416,70.089,right,1.1209371175011513,1.391,0.8058498328548895,5
2021.3.30 20:43:29:867,70.54,right,0.38852359826525,0.264,1.4716802964592803,5
2021.3.30 20:43:29:922,70.595,left,0.8865956977346929,1.025,0.8649714124240907,5
2021.3.30 20:43:30:709,71.382,left,0.26333370752965124,0.721,0.36523399102586857,5
2021.3.30 20:43:33:110,73.783,left,0.5852862870756584,1.084,0.5399319991472864,1
2021.3.30 20:43:33:231,73.904,right,1.8326202787140102,2.199,0.8333880303383403,1
2021.3.30 20:43:33:976,74.649,left,0.5233526650311787,0.806,0.6493209243563011,5
2021.3.30 20:43:34:834,75.507,right,1.340458726667038,1.476,0.9081698690156085,5
2021.3.30 20:43:35:853,76.526,right,0.21708958119715582,0.456,0.4760736429762189,5
2021.3.30 20:43:36:472,77.145,right,0.4874972020051673,0.38,1.2828873736978086,1
2021.3.30 20:43:37:243,77.916,left,0.4135676681824302,0.771,0.5364042388877175,2
2021.3.30 20:43:38:205,78.878,left,0.5222407292628748,0.626,0.8342503662346242,1
2021.3.30 20:43:39:376,80.049,left,0.605662305640736,1.105,0.5481106838377702,2
2021.3.30 20:43:40:431,81.104,right,2.983909879574585,3.9,0.7651050973268166,1
2021.3.30 20:43:40:670,81.343,left,0.7956846766708842,0.7969999999999999,0.9983496570525524,1
2021.3.30 20:43:40:944,81.617,right,0.4648550069483766,0.395,1.1768481188566495,1
2021.3.30 20:43:41:532,82.205,left,0.45670364808737435,0.5880000000000001,0.7767068845023373,2
2021.3.30 20:43:42:290,82.963,right,0.9349236991814891,1.074,0.8705062375991518,2
2021.3.30 20:43:42:477,83.15,left,0.5167141357364654,0.615,0.8401855865633584,2
2021.3.30 20:43:42:851,83.524,left,0.10576491222541481,0.308,0.3433925721604377,1
2021.3.30 20:43:43:285,83.958,right,0.8295482947033798,0.808,1.0266686815635888,1
2021.3.30 20:43:43:774,84.447,left,0.6454329412530436,0.789,0.8180392157833252,5
2021.3.30 20:43:44:760,85.433,left,0.8122597901907199,0.922,0.8809759112697613,5
2021.3.30 20:43:44:760,85.433,right,1.1530702427680906,1.167,0.9880636184816542,5
2021.3.30 20:43:45:814,86.487,right,0.9104661771736113,0.807,1.1282108762993943,1
2021.3.30 20:43:46:318,86.991,left,0.7812852781222146,0.935,0.8355992279381974,1
2021.3.30 20:43:46:684,87.357,right,1.12024747612075,0.748,1.4976570536373661,2
2021.3.30 20:43:47:623,88.296,right,0.7629139663607551,0.517,1.4756556409298938,5
2021.3.30 20:43:48:393,89.066,right,0.4713342138657116,0.708,0.6657262907707792,5
2021.3.30 20:43:48:449,89.122,left,2.121033854918091,1.942,1.0921904505242488,5
2021.3.30 20:43:50:627,91.3,right,1.2128153335103202,1.271,0.954221348159182,1
2021.3.30 20:43:51:134,91.807,left,2.2496145767751656,2.3209999999999997,0.9692436780590977,1
2021.3.30 20:43:52:508,93.181,left,1.15962551385388,0.906,1.2799398607658719,5
2021.3.30 20:43:52:687,93.36,right,2.4106034464829955,1.989,1.2119675447375542,5
2021.3.30 20:43:54:271,94.944,right,1.170617584216489,1.094,1.0700343548596791,1
2021.3.30 20:43:54:796,95.469,left,0.7037011743464284,0.579,1.2153733581112753,2
2021.3.30 20:43:55:841,96.514,left,0.558991260644315,0.391,1.4296451678882738,2
2021.3.30 20:43:56:779,97.452,right,2.4583046490101172,2.44,1.0075019053320153,1
2021.3.30 20:43:57:493,98.166,left,0.8732735310712737,1.363,0.6406995825908097,1
2021.3.30 20:43:58:760,99.433,left,1.5095684847897175,1.079,1.3990440081461701,5
2021.3.30 20:43:59:766,100.439,left,0.9246254501852446,0.945,0.9784396298256557,5
2021.3.30 20:44:01:154,101.827,left,1.6326507872341645,1.329,1.2284806525463992,5
2021.3.30 20:44:01:726,102.399,right,5.859766859397256,4.886,1.199297351493503,5
2021.3.30 20:44:03:205,103.878,left,2.077114470315692,1.861,1.1161281409541601,5
2021.3.30 20:44:03:388,104.061,right,1.6053481577140167,1.412,1.136932123026924,5
2021.3.30 20:44:04:234,104.907,right,0.9032579415283748,0.785,1.150647059271815,5
2021.3.30 20:44:04:806,105.479,left,1.7795022323460188,1.534,1.160040568674067,2
2021.3.30 20:44:04:806,105.479,right,0.7112221327106507,0.51,1.3945532013934328,2
2021.3.30 20:44:06:674,107.347,left,1.4977447605585728,1.173,1.276849753246865,5
2021.3.30 20:44:10:365,111.038,right,8.006327844496125,5.489,1.4586131981228139,2
2021.3.30 20:44:11:537,112.21,right,1.9072597141704974,1.103,1.7291565858300069,2
2021.3.30 20:44:12:45,112.718,left,0.8999963863213042,0.6970000000000001,1.291243021981785,1
2021.3.30 20:44:12:173,112.846,right,0.23304743092883073,0.581,0.4011143389480736,1
2021.3.30 20:44:13:547,114.22,right,0.6737583560194746,0.692,0.9736392428027091,1
2021.3.30 20:44:14:316,114.989,right,0.12260896700354561,0.383,0.3201278511841922,1
2021.3.30 20:44:14:808,115.481,left,4.112224341851949,2.7039999999999997,1.5207930258328215,2
2021.3.30 20:44:16:517,117.19,left,2.2384782670629284,1.645,1.3607770620443334,1
2021.3.30 20:44:17:61,117.734,right,2.1901944465331624,2.0620000000000003,1.0621699546717567,2
2021.3.30 20:44:17:459,118.132,left,0.8362150920892132,0.883,0.9470159593309323,2
2021.3.30 20:44:17:970,118.643,left,0.39544877907963805,0.447,0.884672883847065,3
2021.3.30 20:44:18:780,119.453,left,0.5796565660446715,0.691,0.8388662316131282,2
2021.3.30 20:44:19:655,120.328,left,0.5409528619052499,0.548,0.987140258951186,1
2021.3.30 20:44:19:780,120.453,right,2.5451766186266087,2.654,0.9589964651946529,2
2021.3.30 20:44:20:636,121.309,right,0.9265389542567473,0.739,1.253773957045666,1
2021.3.30 20:44:20:891,121.564,left,0.6118845624442754,0.628,0.9743384752297378,2
2021.3.30 20:44:21:597,122.27,right,0.8198432517805623,0.706,1.1612510648449892,2
2021.3.30 20:44:23:122,123.795,left,1.6416823612389013,1.587,1.0344564343030254,2
2021.3.30 20:44:23:436,124.109,right,2.021713071740174,1.444,1.4000783045292065,2
2021.3.30 20:44:23:678,124.351,left,0.5178310915881921,0.302,1.7146724887026228,1
2021.3.30 20:44:24:282,124.955,left,0.5509004760160452,0.55,1.0016372291200821,1
2021.3.30 20:44:24:460,125.133,right,1.212447868313058,0.969,1.2512361902095541,1
2021.3.30 20:44:24:527,125.2,left,0.16747390755901798,0.183,0.915157964803377,1
2021.3.30 20:44:25:499,126.172,right,1.0059028394177603,0.738,1.3630119775308405,2
2021.3.30 20:44:26:52,126.725,right,0.6532847797118201,0.49,1.3332342443098368,1
2021.3.30 20:44:26:484,127.157,left,1.2187469533010606,1.055,1.155210382275887,2
2021.3.30 20:44:27:598,128.271,right,2.3462566339937285,1.483,1.5821015738325883,1
2021.3.30 20:44:28:243,128.916,right,0.3608550001858308,0.511,0.7061741686611169,1
2021.3.30 20:44:28:606,129.279,left,1.5664404993911831,0.937,1.6717614721357343,1
2021.3.30 20:44:29:886,130.559,right,1.995756408019982,1.58,1.2631369671012544,5
2021.3.30 20:44:31:540,132.213,left,2.167818931499014,2.516,0.8616132478135985,0
2021.3.30 20:44:31:540,132.213,right,1.8265539700995064,1.585,1.1523999811353354,0
2021.3.30 20:44:32:95,132.768,right,0.18772460856781506,0.506,0.37099725013402185,0
2021.3.30 20:44:32:525,133.198,left,0.8079569403425284,0.874,0.9244358585154787,0
2021.3.30 20:44:32:882,133.555,right,0.11607183418065724,0.357,0.32513118818111275,0
