timestamp,passed_time,side,cut_length,time,speed,event_type
2021.3.30 20:45:45:486,3.555,left,0.2981569322578487,0.211,1.4130660296580506,5
2021.3.30 20:45:45:486,3.555,right,0.30119774884992395,0.211,1.4274774827010615,5
2021.3.30 20:45:46:234,4.303,right,0.66201459171158,0.44999999999999996,1.4711435371368444,2
2021.3.30 20:45:47:238,5.307,left,0.5165957954639917,0.46799999999999997,1.1038371697948541,2
2021.3.30 20:45:47:304,5.373,right,0.12358485472372258,0.232,0.5326933393263904,2
2021.3.30 20:45:47:695,5.764,left,0.4810819964720937,0.204,2.3582450807455575,5
2021.3.30 20:45:47:792,5.861,right,0.6558848944757807,0.323,2.0306033884699093,5
2021.3.30 20:45:48:145,6.214,right,0.27763415463105945,0.32399999999999995,0.8568955389847515,5
2021.3.30 20:45:48:526,6.595,right,0.6226169935177457,0.362,1.719936446181618,2
2021.3.30 20:45:49:449,7.518,left,0.4810074048437818,0.373,1.2895640880530344,1
2021.3.30 20:45:50:17,8.086,left,0.6933295189483067,0.534,1.2983698856709864,5
2021.3.30 20:45:50:34,8.103,right,0.6351368652042805,0.41800000000000004,1.5194661846992354,5
2021.3.30 20:45:50:324,8.393,right,0.1768946813680703,0.215,0.8227659598514897,5
2021.3.30 20:45:50:988,9.057,right,0.7824819375630033,0.432,1.811300781395841,2
2021.3.30 20:45:51:107,9.176,left,0.41261819788816523,0.28600000000000003,1.4427209716369411,2
2021.3.30 20:45:51:928,9.997,right,0.7266910122267095,0.509,1.4276837175377397,1
2021.3.30 20:45:52:265,10.334,left,0.32095236199974464,0.268,1.1975834402975545,1
2021.3.30 20:45:52:763,10.832,right,0.7524201616331734,0.598,1.2582276950387514,5
2021.3.30 20:45:52:797,10.866,left,0.2938972567229859,0.21,1.3995107462999328,5
2021.3.30 20:45:53:289,11.358,left,0.38894255245365034,0.286,1.359938994593183,5
2021.3.30 20:45:53:331,11.4,right,0.6216493455896306,0.42800000000000005,1.452451742031847,5
2021.3.30 20:45:55:40,13.109,right,1.4973440305366064,1.031,1.452322047077213,1
2021.3.30 20:45:55:558,13.627,right,0.7634788108036678,0.455,1.6779754083597094,2
2021.3.30 20:45:56:107,14.176,right,0.663406042585371,0.345,1.9229160654648434,1
2021.3.30 20:45:56:677,14.746,right,0.7451824049619338,0.467,1.595679668012706,2
2021.3.30 20:45:57:176,15.245,right,0.6859019937879574,0.33999999999999997,2.017358805258698,1
2021.3.30 20:45:57:736,15.805,right,0.6407380885273951,0.344,1.8626107224633581,2
2021.3.30 20:45:58:468,16.537,right,0.763683162792178,0.63,1.2121954964955206,2
2021.3.30 20:45:58:874,16.943,left,0.4630098792176741,0.341,1.3578002323098948,2
2021.3.30 20:45:59:382,17.451,left,0.47541756739176005,0.27,1.7608058051546667,1
2021.3.30 20:46:00:26,18.095,left,0.5772640704934403,0.43500000000000005,1.327043840214805,2
2021.3.30 20:46:00:569,18.638,left,0.5881935486154463,0.4,1.4704838715386155,1
2021.3.30 20:46:01:123,19.192,left,0.619308406505394,0.43200000000000005,1.4335842743180414,2
2021.3.30 20:46:01:772,19.841,left,0.581752381784646,0.417,1.3950896445674965,1
2021.3.30 20:46:02:251,20.32,left,0.5952028588644345,0.356,1.671918142877625,2
2021.3.30 20:46:02:845,20.914,left,0.7523679197807551,0.484,1.5544791731007337,2
2021.3.30 20:46:03:938,22.007,right,1.825634229409288,0.997,1.831127612246026,1
2021.3.30 20:46:04:530,22.599,right,0.7238003047152195,0.349,2.0739263745421765,3
2021.3.30 20:46:05:10,23.079,right,0.6912251797981791,0.397,1.7411213596931463,1
2021.3.30 20:46:05:547,23.616,right,0.7168272835148893,0.423,1.6946271477893367,2
2021.3.30 20:46:06:185,24.254,right,0.7391625916600852,0.43100000000000005,1.7149944122043739,1
2021.3.30 20:46:07:310,25.379,right,1.2692806891980393,0.863,1.4707771601367778,1
2021.3.30 20:46:07:836,25.905,left,0.48566124839087366,0.318,1.52723663015998,2
2021.3.30 20:46:08:392,26.461,left,0.5803353546342145,0.43300000000000005,1.3402664079312112,1
2021.3.30 20:46:08:897,26.966,right,0.5024021084883771,0.404,1.2435695754662799,3
2021.3.30 20:46:09:515,27.584,left,0.6939376633190608,0.416,1.6681193829785117,1
2021.3.30 20:46:09:930,27.999,left,0.46656031497630446,0.302,1.5449017052195513,2
2021.3.30 20:46:10:405,28.474,right,0.7354149068804053,0.475,1.548241909221906,1
2021.3.30 20:46:10:728,28.797,left,0.3812185587803666,0.288,1.3236755513207175,1
2021.3.30 20:46:10:771,28.84,right,0.1754982318546316,0.166,1.0572182641845276,1
2021.3.30 20:46:11:151,29.22,right,0.49067582003339083,0.31000000000000005,1.5828252259141637,2
2021.3.30 20:46:11:440,29.509,left,0.4562436217899456,0.289,1.578697653252407,2
2021.3.30 20:46:12:293,30.362,left,0.5547254499260312,0.65,0.8534237691169712,5
2021.3.30 20:46:12:840,30.909,right,1.960608552991762,0.916,2.1404023504276877,1
2021.3.30 20:46:13:361,31.43,left,0.42696569305585597,0.31,1.3773086872769547,5
2021.3.30 20:46:13:361,31.43,right,0.7622834176315938,0.398,1.9152849689236024,5
2021.3.30 20:46:14:42,32.111,right,0.9671643342218834,0.615,1.5726249336941194,1
2021.3.30 20:46:14:485,32.554,left,0.3869967039387826,0.284,1.3626644504886714,2
2021.3.30 20:46:15:89,33.158,right,0.6576863803176886,0.374,1.7585197334697555,1
2021.3.30 20:46:15:135,33.204,left,0.16941743190437927,0.18999999999999995,0.8916706942335754,1
2021.3.30 20:46:15:599,33.668,left,0.6029291889464024,0.441,1.3671863694929758,5
2021.3.30 20:46:15:599,33.668,right,0.542357680012014,0.34,1.5951696470941588,5
