timestamp,passed_time,side,cut_length,time,speed,event_type
2021.3.30 20:49:08:276,34.246,left,0.9771672724270409,0.525,1.8612709950991255,3
2021.3.30 20:49:09:205,35.175,right,1.2215449841293091,0.876,1.3944577444398505,2
2021.3.30 20:49:09:924,35.894,right,0.5831276658479682,0.348,1.6756542122068052,5
2021.3.30 20:49:10:25,35.995,left,2.0165496395613998,1.597,1.2627111080534752,5
2021.3.30 20:49:10:504,36.474,right,0.9117480568439716,0.51,1.7877412879293562,2
2021.3.30 20:49:10:813,36.783,right,0.28532406131624105,0.287,0.9941604923910838,2
2021.3.30 20:49:11:41,37.011,right,0.11942810279756837,0.19999999999999996,0.597140513987842,2
2021.3.30 20:49:11:56,37.026,left,0.8226160659598446,0.43899999999999995,1.8738406969472545,2
2021.3.30 20:49:11:470,37.44,left,0.39321778447567257,0.363,1.0832445853324313,2
2021.3.30 20:49:11:688,37.658,right,0.6682771705819027,0.392,1.7047887004640374,2
2021.3.30 20:49:12:215,38.185,left,0.9320704313311846,0.6599999999999999,1.4122279262593709,3
2021.3.30 20:49:12:215,38.185,right,0.29229907630699764,0.45999999999999996,0.6354327745804297,3
2021.3.30 20:49:12:791,38.761,right,1.201910186475824,0.508,2.3659649340075273,2
2021.3.30 20:49:12:987,38.957,right,0.17191508225450294,0.172,0.9995062921773428,2
2021.3.30 20:49:13:274,39.244,left,0.9499154474327439,0.556,1.708481020562489,2
2021.3.30 20:49:13:935,39.905,left,0.6682614270872118,0.624,1.070931774178224,2
2021.3.30 20:49:13:935,39.905,right,1.0972322996737665,0.661,1.6599580933037312,2
2021.3.30 20:49:14:297,40.267,left,0.7475805955898046,0.33399999999999996,2.2382652562569003,2
2021.3.30 20:49:14:350,40.32,right,0.10869019962425414,0.164,0.6627451196600862,2
2021.3.30 20:49:15:61,41.031,left,1.2628203818124089,0.677,1.865318141524976,2
2021.3.30 20:49:15:153,41.123,right,0.605689851233586,0.55,1.1012542749701562,2
2021.3.30 20:49:16:95,42.065,right,1.0930761723263305,0.917,1.1920132740745153,2
2021.3.30 20:49:16:497,42.467,left,1.5500637227006762,1.106,1.4015042700729439,1
2021.3.30 20:49:16:649,42.619,right,1.0335496113164535,0.48,2.153228356909278,1
2021.3.30 20:49:16:787,42.757,left,0.2877494373410141,0.263,1.094104324490548,1
2021.3.30 20:49:17:813,43.783,left,1.4603514923084635,0.94,1.5535654173494293,5
2021.3.30 20:49:17:813,43.783,right,1.1307286226324433,0.998,1.1329946118561556,5
2021.3.30 20:49:18:81,44.051,right,0.2854092799575364,0.248,1.1508438707965178,5
2021.3.30 20:49:18:173,44.143,left,0.4005955178076078,0.29600000000000004,1.3533632358365126,5
2021.3.30 20:49:18:562,44.532,left,0.47620122005131094,0.275,1.731640800186585,5
2021.3.30 20:49:18:578,44.548,right,1.0469743353190901,0.475,2.204156495408611,5
2021.3.30 20:49:18:940,44.91,left,0.14589492767225287,0.199,0.7331403400615721,5
2021.3.30 20:49:19:429,45.399,left,0.5717838049759987,0.45499999999999996,1.2566677032439533,5
2021.3.30 20:49:19:429,45.399,right,1.1274702883559535,0.832,1.3551325581201366,5
2021.3.30 20:49:19:594,45.564,right,0.1250422551821904,0.141,0.8868245048382298,1
2021.3.30 20:49:20:82,46.052,left,0.887149227905565,0.629,1.4104121270358745,1
2021.3.30 20:49:20:246,46.216,right,0.741958729093296,0.492,1.5080461973440975,1
2021.3.30 20:49:20:652,46.622,left,0.5338426046410801,0.371,1.4389288534800004,2
2021.3.30 20:49:20:814,46.784,right,0.8229514699006366,0.533,1.543999005442095,2
2021.3.30 20:49:21:109,47.079,left,0.5745569183135837,0.32599999999999996,1.7624445347042448,2
2021.3.30 20:49:21:383,47.353,right,0.16256003327696283,0.233,0.6976825462530594,2
2021.3.30 20:49:21:535,47.505,left,0.16054850434713389,0.17,0.9444029667478463,2
2021.3.30 20:49:21:641,47.611,right,0.17609116753302154,0.219,0.8040692581416509,2
2021.3.30 20:49:22:94,48.064,right,0.6790369314756328,0.353,1.9236173696193566,2
2021.3.30 20:49:22:746,48.716,right,1.1691641191483217,0.627,1.8646955648298593,1
2021.3.30 20:49:23:282,49.252,left,0.7303483398821854,0.502,1.4548771710800505,2
2021.3.30 20:49:23:875,49.845,left,1.0081712078281913,0.524,1.9239908546339526,1
2021.3.30 20:49:24:374,50.344,right,1.1216568962353026,0.499,2.2478094112931917,2
2021.3.30 20:49:24:948,50.918,right,1.261954136583202,0.554,2.2778955533992815,1
2021.3.30 20:49:25:430,51.4,right,0.22694435341629013,0.298,0.7615582329405709,2
2021.3.30 20:49:26:387,52.357,right,0.5756839679868998,0.389,1.479907372716966,2
2021.3.30 20:49:27:162,53.132,right,0.5878842995397525,0.41000000000000003,1.4338641452189085,1
2021.3.30 20:49:27:962,53.932,right,0.5689825989995534,0.522,1.0900049789263475,1
2021.3.30 20:49:28:336,54.306,right,0.41520210275388664,0.33799999999999997,1.2284085880292506,1
2021.3.30 20:49:28:399,54.369,left,0.5149908242384632,0.254,2.02752293007269,2
2021.3.30 20:49:28:719,54.689,left,0.12682895427187532,0.16,0.7926809641992207,2
2021.3.30 20:49:28:745,54.715,right,0.47196634168660784,0.248,1.9030900874459993,2
2021.3.30 20:49:29:135,55.105,right,0.22108494548849988,0.28300000000000003,0.781218888651943,2
2021.3.30 20:49:29:861,55.831,right,0.5533466960360561,0.307,1.802432234645134,1
2021.3.30 20:49:30:558,56.528,left,4.116941744376079,1.813,2.270789710080573,1
2021.3.30 20:49:30:886,56.856,right,0.882263145007117,0.813,1.085194520303957,2
2021.3.30 20:49:31:305,57.275,left,3.3715324454345557,0.731,4.612219487598572,2
2021.3.30 20:49:31:672,57.642,right,0.7122348128135044,0.331,2.151766806083095,2
2021.3.30 20:49:32:140,58.11,right,0.4053468296172703,0.38,1.066702183203343,2
2021.3.30 20:49:32:350,58.32,left,1.2780976853483903,0.6779999999999999,1.885099830897331,2
2021.3.30 20:49:33:461,59.431,left,7.159003285453202,1.092,6.555863814517584,1
2021.3.30 20:49:33:482,59.452,right,1.0382841850687259,0.7,1.4832631215267513,1
2021.3.30 20:49:34:343,60.313,right,0.643068984436404,0.347,1.85322473900981,1
2021.3.30 20:49:35:418,61.388,right,0.8538071786055581,0.597,1.4301627782337658,2
2021.3.30 20:49:35:961,61.931,right,0.9395160429063227,0.474,1.9821013563424532,1
2021.3.30 20:49:37:506,63.476,right,0.5953957803205513,0.355,1.677171212170567,2
2021.3.30 20:49:38:270,64.24,right,0.677964853111619,0.373,1.8176001423903996,1
2021.3.30 20:49:38:708,64.678,right,0.20844823634908746,0.3,0.6948274544969583,2
2021.3.30 20:49:39:117,65.087,right,0.7145256454611931,0.376,1.9003341634606201,2
2021.3.30 20:49:39:408,65.378,right,0.1661375612768522,0.184,0.9029215286785446,2
2021.3.30 20:49:40:244,66.214,right,0.6432556835169875,0.4,1.6081392087924686,1
2021.3.30 20:49:40:763,66.733,right,0.19634940709659293,0.397,0.49458288941207285,1
2021.3.30 20:49:41:120,67.09,right,0.12106549570167527,0.15200000000000002,0.7964835243531266,1
2021.3.30 20:49:42:125,68.095,right,0.5037512255847829,0.346,1.4559283976438813,1
2021.3.30 20:49:43:165,69.135,right,0.7239509014302469,0.43899999999999995,1.6490908916406537,2
2021.3.30 20:49:43:559,69.529,right,0.38277716495127984,0.323,1.1850686221401852,1
2021.3.30 20:49:44:365,70.335,right,0.7421164332234809,0.374,1.9842685380306975,5
2021.3.30 20:49:44:703,70.673,right,0.11570445607413318,0.154,0.7513276368450207,5
2021.3.30 20:49:46:517,72.487,right,0.8271350366863478,0.648,1.2764429578493022,2
2021.3.30 20:49:46:924,72.894,right,0.31466247348838927,0.298,1.0559143405650646,2
2021.3.30 20:49:47:156,73.126,left,0.7102059400328282,0.45799999999999996,1.550667991338053,2
2021.3.30 20:49:47:156,73.126,right,0.1385446830244135,0.16600000000000004,0.8346065242434546,2
2021.3.30 20:49:47:733,73.703,right,0.6885462791377613,0.442,1.5577970116238944,1
2021.3.30 20:49:48:248,74.218,right,0.3598712371655741,0.41400000000000003,0.8692541960521113,1
2021.3.30 20:49:48:296,74.266,left,0.8361528747614934,0.791,1.0570832803558703,1
2021.3.30 20:49:48:832,74.802,left,1.0321459907187154,0.425,2.428578801691095,5
2021.3.30 20:49:48:869,74.839,right,0.9048269724870808,0.377,2.4000715450585695,5
2021.3.30 20:49:49:454,75.424,left,1.0148166985831173,0.469,2.163788269900037,5
2021.3.30 20:49:49:524,75.494,right,0.9815774615494498,0.595,1.64971001941084,5
2021.3.30 20:49:50:597,76.567,right,0.11023367092612443,0.135,0.8165457105638846,1
2021.3.30 20:49:51:84,77.054,right,0.6342208826311136,0.42400000000000004,1.4958039684696076,1
2021.3.30 20:49:51:720,77.69,left,0.7211675142446112,0.674,1.0699814751403727,2
2021.3.30 20:49:52:715,78.685,left,0.7907417531756712,0.566,1.3970702352927054,2
2021.3.30 20:49:52:715,78.685,right,1.7456776538715124,1.529,1.1417120038400999,2
2021.3.30 20:49:53:164,79.134,left,0.5543173350917396,0.39,1.4213265002352298,1
2021.3.30 20:49:53:288,79.258,right,0.6745572111864812,0.42600000000000005,1.583467631893148,1
2021.3.30 20:49:53:758,79.728,right,0.1764955258201387,0.24,0.7353980242505779,1
2021.3.30 20:49:53:827,79.797,left,0.4343457413643361,0.309,1.4056496484282723,1
2021.3.30 20:49:54:426,80.396,right,1.0554718554466795,0.5369999999999999,1.9654969375170943,2
2021.3.30 20:49:54:830,80.8,right,0.3145179465450973,0.326,0.9647789771322003,2
2021.3.30 20:49:54:961,80.931,left,0.8731079514147669,0.424,2.059216866544262,2
2021.3.30 20:49:55:421,81.391,left,0.7576803379506376,0.43600000000000005,1.7377989402537557,1
2021.3.30 20:49:55:577,81.547,right,0.8365989191611444,0.529,1.5814724369775885,1
2021.3.30 20:49:56:47,82.017,right,0.14655609840588057,0.30500000000000005,0.4805117980520674,1
2021.3.30 20:49:56:135,82.105,left,0.9249849955038115,0.6839999999999999,1.3523172448886134,1
2021.3.30 20:49:56:983,82.953,right,1.1184434287277867,0.762,1.4677735285141558,2
2021.3.30 20:49:57:159,83.129,right,0.10692130429902452,0.145,0.737388305510514,2
2021.3.30 20:49:57:199,83.169,left,0.8762580610306845,0.528,1.659579661042963,2
2021.3.30 20:49:57:834,83.804,right,0.4576902524121886,0.505,0.9063173315092843,1
2021.3.30 20:49:57:874,83.844,left,0.2670169664609921,0.275,0.9709707871308803,1
2021.3.30 20:49:58:77,84.047,left,0.21650282598864415,0.17800000000000005,1.2163080111721578,1
2021.3.30 20:49:58:303,84.273,left,0.24063000871931794,0.182,1.3221429050511975,1
2021.3.30 20:49:58:871,84.841,left,0.8980995681469981,0.419,2.143435723501189,5
2021.3.30 20:49:58:871,84.841,right,1.1119595893878098,0.634,1.7538794785296685,5
2021.3.30 20:49:59:349,85.319,right,0.45637414273799387,0.46199999999999997,0.9878228197792076,5
2021.3.30 20:49:59:381,85.351,left,0.6602354968774843,0.43300000000000005,1.5247932953290628,5
2021.3.30 20:50:00:11,85.981,right,0.6252929760832873,0.43300000000000005,1.4440946329868065,1
2021.3.30 20:50:00:123,86.093,left,0.2578164804090792,0.26,0.9916018477272276,1
2021.3.30 20:50:00:519,86.489,left,0.5381356133965136,0.361,1.4906803695194284,1
2021.3.30 20:50:01:475,87.445,right,1.5941188810306444,0.92,1.7327379141637438,2
2021.3.30 20:50:01:608,87.578,left,0.9527219144842516,0.696,1.3688533254084077,2
2021.3.30 20:50:02:100,88.07,left,0.9491452774857505,0.45599999999999996,2.081458941854716,5
2021.3.30 20:50:02:267,88.237,right,0.9685224816878786,0.398,2.433473572080097,5
2021.3.30 20:50:02:287,88.257,left,0.3841247691323303,0.125,3.0729981530586423,5
2021.3.30 20:50:02:458,88.428,left,0.13451672253421548,0.143,0.9406763813581503,5
2021.3.30 20:50:02:763,88.733,left,0.1874097031502027,0.186,1.0075790491946381,5
2021.3.30 20:50:02:944,88.914,right,0.8802644811175281,0.657,1.3398241721727977,5
2021.3.30 20:50:03:586,89.556,left,0.33643153965438777,0.14,2.4030824261027695,5
2021.3.30 20:50:04:486,90.456,left,1.1395607243719128,0.434,2.6257159547739928,2
2021.3.30 20:50:04:875,90.845,left,0.5572361904654007,0.362,1.5393264929983446,2
2021.3.30 20:50:05:113,91.083,right,1.1148918852214518,0.506,2.203343646682711,1
2021.3.30 20:50:05:136,91.106,left,0.16901161996204736,0.17800000000000005,0.9495034829328501,1
2021.3.30 20:50:05:305,91.275,right,0.11543203766865062,0.147,0.7852519569295962,1
2021.3.30 20:50:05:534,91.504,left,0.6605274950909691,0.376,1.756722061412152,1
2021.3.30 20:50:06:58,92.028,right,0.9157686060879692,0.44399999999999995,2.0625419056035343,1
2021.3.30 20:50:06:679,92.649,left,1.1783314761297818,0.388,3.036936794148922,5
2021.3.30 20:50:06:718,92.688,right,1.5252440923822022,0.455,3.352184818422422,5
2021.3.30 20:50:07:204,93.174,left,0.8363332378357106,0.42200000000000004,1.9818323171462333,5
2021.3.30 20:50:07:337,93.307,right,1.1639675886316223,0.53,2.1961652615690985,5
2021.3.30 20:50:07:706,93.676,right,0.22286683879774516,0.335,0.6652741456649108,5
2021.3.30 20:50:08:386,94.356,right,0.33721074998632017,0.379,0.889738126612982,1
2021.3.30 20:50:08:902,94.872,right,0.6881752428758986,0.426,1.615434842431687,1
2021.3.30 20:50:09:01,94.971,left,0.1391237890308054,0.16000000000000003,0.8695236814425337,1
2021.3.30 20:50:09:343,95.313,left,0.39250809777386586,0.284,1.382070766809387,1
2021.3.30 20:50:10:333,96.303,right,1.5089592072171236,0.99,1.524201219411236,2
2021.3.30 20:50:10:550,96.52,left,1.0849321823343108,0.623,1.7414641771016224,2
2021.3.30 20:50:10:550,96.52,right,0.15178878257256628,0.193,0.7864703760236594,2
2021.3.30 20:50:10:878,96.848,left,0.4840881337368051,0.31,1.5615746249574358,1
2021.3.30 20:50:11:95,97.065,right,0.845568658079297,0.39,2.16812476430589,1
2021.3.30 20:50:11:228,97.198,left,0.26147855039421963,0.2,1.3073927519710982,1
2021.3.30 20:50:11:696,97.666,left,0.6955135962168024,0.396,1.7563474651939455,1
2021.3.30 20:50:12:234,98.204,left,0.1166116432833269,0.219,0.5324732570014927,1
2021.3.30 20:50:12:251,98.221,right,1.4898850485436006,0.607,2.4545058460355857,1
2021.3.30 20:50:12:743,98.713,right,0.4012869206012445,0.475,0.8448145696868306,1
2021.3.30 20:50:13:359,99.329,right,0.877244193702293,0.41000000000000003,2.139619984639739,5
2021.3.30 20:50:13:383,99.353,left,2.1791256084496817,0.84,2.594197152916288,5
2021.3.30 20:50:14:94,100.064,right,1.3389583174078827,0.692,1.934910863306189,5
2021.3.30 20:50:14:168,100.138,left,1.3119825805310366,0.766,1.712770992860361,5
2021.3.30 20:50:14:878,100.848,left,1.6327031137592651,0.315,5.183184488124652,5
2021.3.30 20:50:15:01,100.971,right,0.9636925816973538,0.45799999999999996,2.104132274448371,5
2021.3.30 20:50:16:355,102.325,right,2.6983458669355147,1.266,2.1313948396015125,5
2021.3.30 20:50:17:179,103.149,right,0.7309218486552402,0.42700000000000005,1.7117607696844033,5
2021.3.30 20:50:17:687,103.657,right,0.898107028699547,0.389,2.30875842853354,5
2021.3.30 20:50:18:495,104.465,right,1.0414054207131391,0.747,1.3941170290671208,5
2021.3.30 20:50:19:966,105.936,right,1.9677533025997036,0.957,2.0561685502609235,2
2021.3.30 20:50:20:421,106.391,right,0.4100964490160868,0.379,1.0820486781427092,2
2021.3.30 20:50:21:95,107.065,right,0.794778877322195,0.365,2.177476376225192,5
2021.3.30 20:50:22:384,108.354,right,1.446782562803378,1.214,1.1917484042861433,1
2021.3.30 20:50:22:768,108.738,right,0.8245897142294785,0.362,2.2778721387554652,1
2021.3.30 20:50:23:261,109.231,right,1.1128520670866564,0.43200000000000005,2.576046451589482,2
2021.3.30 20:50:23:829,109.799,right,1.174991816453976,0.529,2.221156552843055,1
2021.3.30 20:50:24:541,110.511,right,1.2250391698176057,0.696,1.7601137497379393,1
2021.3.30 20:50:24:891,110.861,left,0.513925724491628,0.52,0.9883187009454384,1
2021.3.30 20:50:25:242,111.212,right,0.24356473221694497,0.2,1.2178236610847248,2
2021.3.30 20:50:25:547,111.517,right,0.5003990451660801,0.284,1.7619684688946484,2
2021.3.30 20:50:26:93,112.063,right,0.9848133051859929,0.487,2.0222039120862276,2
2021.3.30 20:50:26:521,112.491,right,0.3852595582309278,0.361,1.0672009923294399,2
2021.3.30 20:50:26:559,112.529,left,0.7831754721053039,0.483,1.6214813087066333,2
2021.3.30 20:50:27:181,113.151,left,0.9772147693932806,0.46399999999999997,2.1060663133475876,1
2021.3.30 20:50:27:692,113.662,left,1.049351750291322,0.449,2.3370863035441474,2
2021.3.30 20:50:28:294,114.264,left,0.9240929778356634,0.509,1.8155068326830321,1
2021.3.30 20:50:28:893,114.863,left,0.9117884837642215,0.568,1.6052614150778548,2
2021.3.30 20:50:29:394,115.364,left,0.8712338328089295,0.46199999999999997,1.885787516902445,1
2021.3.30 20:50:29:947,115.917,left,0.945395841899088,0.469,2.0157693857123413,2
2021.3.30 20:50:30:417,116.387,left,0.4422119104195751,0.401,1.1027728439390898,2
2021.3.30 20:50:30:541,116.511,right,0.759592600472458,0.321,2.366332088699246,2
2021.3.30 20:50:31:139,117.109,right,0.5028449463409821,0.496,1.0138002950423026,1
2021.3.30 20:50:31:239,117.209,left,0.7886840214286526,0.44399999999999995,1.7763153635780464,1
2021.3.30 20:50:31:711,117.681,right,0.691967386429404,0.539,1.2837984905925863,2
2021.3.30 20:50:32:86,118.056,left,0.9959721033881507,0.643,1.548945728441914,2
2021.3.30 20:50:32:124,118.094,right,0.34970741881487616,0.32899999999999996,1.0629404827199884,2
2021.3.30 20:50:32:382,118.352,left,0.20396195624281835,0.171,1.1927599780281775,3
2021.3.30 20:50:33:321,119.291,right,1.7969891312139765,1.019,1.7634829550676905,2
2021.3.30 20:50:33:343,119.313,left,0.770346054470663,0.483,1.594919367434085,2
2021.3.30 20:50:34:357,120.327,right,0.18483761816641003,0.267,0.6922757234697005,1
2021.3.30 20:50:34:490,120.46,left,0.5394454002666236,0.332,1.6248355429717576,2
2021.3.30 20:50:34:657,120.627,right,0.215705909729348,0.269,0.8018807053135613,2
2021.3.30 20:50:34:858,120.828,left,0.13763452240043145,0.178,0.7732276539350081,2
2021.3.30 20:50:35:19,120.989,right,0.6673197162191421,0.33899999999999997,1.9684947381095639,2
2021.3.30 20:50:35:197,121.167,left,0.11607183418065724,0.136,0.8534693689754208,1
2021.3.30 20:50:35:506,121.476,left,0.3768318388092085,0.218,1.7285864165560023,1
2021.3.30 20:50:35:711,121.681,right,0.4767632443512305,0.314,1.5183542813733455,2
2021.3.30 20:50:36:58,122.028,right,0.48667728419501505,0.30600000000000005,1.5904486411601797,2
2021.3.30 20:50:37:116,123.086,left,0.9290239747542035,0.847,1.0968405841253879,1
2021.3.30 20:50:37:337,123.307,right,0.7849834868219466,0.45399999999999996,1.7290385172289575,1
2021.3.30 20:50:37:852,123.822,left,0.5590528551940993,0.293,1.9080302225054584,2
2021.3.30 20:50:38:02,123.972,right,1.144032832225977,0.645,1.7736943135286465,2
2021.3.30 20:50:38:381,124.351,left,0.6382869695612249,0.379,1.6841344843304087,1
2021.3.30 20:50:38:769,124.739,left,0.3847320400538382,0.37,1.039816324469833,1
2021.3.30 20:50:38:968,124.938,right,1.3908826511235048,0.768,1.8110451186503969,1
2021.3.30 20:50:39:135,125.105,left,0.3973266839109553,0.18500000000000005,2.147711804924082,1
2021.3.30 20:50:39:283,125.253,right,0.2517297800764994,0.28600000000000003,0.8801740562115362,1
2021.3.30 20:50:39:993,125.963,right,1.0699895081272452,0.655,1.6335717681331987,1
2021.3.30 20:50:40:390,126.36,right,0.12267220234572106,0.197,0.622701534749853,2
2021.3.30 20:50:40:658,126.628,right,0.13445614994847357,0.236,0.5697294489342101,1
2021.3.30 20:50:40:994,126.964,right,0.15000672460012812,0.272,0.5514953110298828,1
2021.3.30 20:50:41:673,127.643,right,1.0254885800915836,0.614,1.6701768405400386,2
2021.3.30 20:50:42:262,128.232,right,1.2358223004466207,0.567,2.1795807768018003,1
2021.3.30 20:50:42:526,128.496,right,0.12365058181991753,0.183,0.6756862394531012,1
2021.3.30 20:50:44:811,130.781,right,2.337859236354349,1.575,1.484355070701174,5
2021.3.30 20:50:45:273,131.243,right,0.7858068195933695,0.42900000000000005,1.8317175281896723,5
2021.3.30 20:50:46:162,132.132,right,1.0944103707273847,0.71,1.5414230573625136,0
2021.3.30 20:50:47:531,133.501,right,0.180858920826848,0.212,0.8531081171077737,0
2021.3.30 20:50:53:135,139.105,right,0.3929088487880027,0.366,1.0735214447759636,0
2021.3.30 20:50:53:806,139.776,right,0.32286780676371507,0.379,0.8518939492446308,0
