timestamp,passed_time,side,cut_length,time,speed,event_type
2021.3.30 20:48:37:522,3.492,left,0.207167099773553,0.202,1.0255797018492723,5
2021.3.30 20:48:37:589,3.559,right,0.3240353689931114,0.269,1.204592449788518,5
2021.3.30 20:48:38:29,3.999,right,0.35516297228933685,0.34099999999999997,1.0415336430772342,5
2021.3.30 20:48:38:393,4.3629999999999995,right,0.6467934687802357,0.317,2.040357945678977,2
2021.3.30 20:48:38:616,4.586,right,0.17670216890069368,0.201,0.8791152681626551,2
2021.3.30 20:48:39:225,5.195,left,0.28515883010875465,0.251,1.1360909566085842,2
2021.3.30 20:48:39:733,5.703,left,0.40847484250316474,0.297,1.3753361700443258,5
2021.3.30 20:48:39:848,5.818,right,0.7246891475432071,0.517,1.401719821166745,5
2021.3.30 20:48:40:593,6.563,right,0.8688294129151353,0.6719999999999999,1.2929009120760944,2
2021.3.30 20:48:41:429,7.399,left,0.5386726857174899,0.46099999999999997,1.168487387673514,1
2021.3.30 20:48:42:74,8.044,left,0.733228121056936,0.532,1.3782483478513834,5
2021.3.30 20:48:42:74,8.044,right,0.5762618796307812,0.389,1.4813930067629337,5
2021.3.30 20:48:42:896,8.866,right,1.0679897962965712,0.788,1.3553170003763593,2
2021.3.30 20:48:43:229,9.199,left,0.461871217908934,0.43500000000000005,1.0617729147331814,2
2021.3.30 20:48:44:388,10.358,left,0.43529508896575625,0.312,1.3951765671979366,1
2021.3.30 20:48:44:388,10.358,right,1.0516147722524007,0.769,1.3675094567651505,1
2021.3.30 20:48:45:527,11.497,left,1.1697853587006366,0.98,1.193658529286364,5
2021.3.30 20:48:45:574,11.544,right,1.408181386887088,1.056,1.3335051012188333,5
2021.3.30 20:48:45:935,11.905,right,0.22360937221581362,0.242,0.9240056703132794,5
2021.3.30 20:48:46:578,12.548,right,0.6166955346816042,0.41,1.5041354504429372,2
2021.3.30 20:48:47:162,13.132,right,0.7238185189389182,0.516,1.4027490677110819,1
2021.3.30 20:48:47:698,13.668,right,0.7293380329008855,0.471,1.5484883925708823,2
2021.3.30 20:48:48:268,14.238,right,0.7613321222331113,0.476,1.5994372315821668,1
2021.3.30 20:48:48:771,14.741,right,0.7596259048419998,0.434,1.7502901033225802,2
2021.3.30 20:48:49:357,15.327,right,0.737178036381959,0.47,1.5684639071956576,1
2021.3.30 20:48:49:999,15.969,right,0.9415837011434345,0.581,1.6206259916410233,2
2021.3.30 20:48:50:554,16.524,right,0.9320932536734388,0.527,1.7686779007086124,2
2021.3.30 20:48:50:998,16.968,left,0.5568077765674603,0.392,1.4204280014476027,2
2021.3.30 20:48:51:91,17.061,right,0.3196796201017725,0.44099999999999995,0.7248970977364456,2
2021.3.30 20:48:51:629,17.599,left,0.6957730658820065,0.538,1.2932584867695287,1
2021.3.30 20:48:52:168,18.138,left,0.7692393107587739,0.473,1.6262987542468794,2
2021.3.30 20:48:52:715,18.685,left,0.7261100261702591,0.458,1.5853930702407404,1
2021.3.30 20:48:53:844,19.814,left,1.64463586087659,1.066,1.5428103760568386,1
2021.3.30 20:48:54:359,20.329,left,0.8198715319796336,0.43200000000000005,1.897850768471374,2
2021.3.30 20:48:54:917,20.887,left,0.690861881485622,0.453,1.5250814160830508,2
2021.3.30 20:48:55:526,21.496,right,0.8574164836477383,0.491,1.7462657508100576,2
2021.3.30 20:48:56:152,22.122,right,1.0723103464707875,0.593,1.8082805168141443,3
2021.3.30 20:48:56:679,22.649,left,0.5305772536810868,0.415,1.27849940646045,3
2021.3.30 20:48:56:781,22.751,right,0.5497220294166605,0.403,1.3640745146815396,1
2021.3.30 20:48:56:863,22.833,left,0.1339834563766816,0.166,0.8071292552812145,1
2021.3.30 20:48:57:108,23.078,right,0.4676605598264708,0.263,1.7781770335607254,1
2021.3.30 20:48:57:742,23.712,right,0.9364788563332376,0.611,1.532698619203335,2
2021.3.30 20:48:58:358,24.328,right,0.9913796729797499,0.5509999999999999,1.7992371560431035,1
2021.3.30 20:48:58:796,24.766,left,0.377445700220196,0.243,1.5532744865028643,3
2021.3.30 20:48:58:905,24.875,right,0.49145261409854896,0.352,1.3961721991436051,3
2021.3.30 20:48:59:480,25.45,right,0.679723895845444,0.457,1.4873608224189145,2
2021.3.30 20:49:00:18,25.988,left,0.5482607938814017,0.469,1.1689995605147159,2
2021.3.30 20:49:00:140,26.11,right,0.4600370611766103,0.526,0.8745951733395633,1
2021.3.30 20:49:00:497,26.467,left,0.7119090685325632,0.413,1.7237507712652862,1
2021.3.30 20:49:01:176,27.146,left,0.8061703363598803,0.46299999999999997,1.741188631446826,1
2021.3.30 20:49:01:680,27.65,left,0.6917583757085707,0.429,1.6124903862670645,1
2021.3.30 20:49:02:150,28.12,left,0.6547966883178937,0.43100000000000005,1.5192498568860642,2
2021.3.30 20:49:02:410,28.38,left,0.10128990204491964,0.168,0.6029160836007121,1
2021.3.30 20:49:02:595,28.565,right,1.0979375750308533,0.646,1.6995937693976058,1
2021.3.30 20:49:02:702,28.672,left,0.4527552509106976,0.27,1.6768712996692503,1
2021.3.30 20:49:03:239,29.209,right,0.8993682486556431,0.623,1.4436087458357032,2
2021.3.30 20:49:03:615,29.585,left,0.5949422382373272,0.332,1.7919946934859252,2
2021.3.30 20:49:04:09,29.979,right,0.31149613332313386,0.394,0.790599323155162,5
2021.3.30 20:49:04:427,30.397,left,0.74536774345498,0.783,0.951938369674304,5
2021.3.30 20:49:04:889,30.859,right,1.77913551494902,0.817,2.1776444491420075,1
2021.3.30 20:49:05:970,31.94,left,1.0992750866719427,0.965,1.139145167535692,1
2021.3.30 20:49:06:105,32.075,right,1.8260494150990958,1.135,1.6088541102194676,1
2021.3.30 20:49:06:640,32.61,left,0.5266753383544797,0.308,1.7099848647872717,2
2021.3.30 20:49:07:96,33.066,right,0.6607209095156109,0.354,1.86644324721924,1
2021.3.30 20:49:07:199,33.169,left,0.43307847505122743,0.404,1.0719764233941271,1
2021.3.30 20:49:07:717,33.687,left,0.25802878105836835,0.2,1.2901439052918418,5
2021.3.30 20:49:07:732,33.702,right,0.610657037953793,0.41,1.4894074096433976,5
