time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.11 19:30:03:662,0.21,1.06,0.18,0.45,1.24,0.19,0.13,0.18,-0.11,0.39,0.19,-0.15,0.35,1.59,-0.07,0.01,0.01,0.03,0.02,0.02,0.00
2021.4.11 19:30:03:815,0.22,1.07,0.19,0.45,1.24,0.19,0.13,0.18,-0.11,0.39,0.19,-0.15,0.35,1.59,-0.08,0.10,0.07,0.06,0.02,0.00,0.00
2021.4.11 19:30:03:834,0.23,1.07,0.19,0.45,1.24,0.19,0.13,0.18,-0.11,0.39,0.19,-0.15,0.35,1.59,-0.08,0.10,0.07,0.05,0.01,0.00,0.00
2021.4.11 19:30:03:864,0.23,1.08,0.19,0.45,1.24,0.19,0.13,0.18,-0.11,0.39,0.19,-0.15,0.35,1.59,-0.08,0.10,0.05,0.04,-0.01,0.01,-0.01
2021.4.11 19:30:03:876,0.23,1.08,0.19,0.45,1.24,0.19,0.13,0.18,-0.11,0.39,0.19,-0.15,0.35,1.59,-0.08,0.10,0.05,0.04,-0.02,0.01,-0.02
2021.4.11 19:30:03:885,0.23,1.08,0.19,0.45,1.24,0.19,0.13,0.18,-0.11,0.39,0.19,-0.15,0.35,1.59,-0.08,0.09,0.04,0.04,-0.02,0.01,-0.02
2021.4.11 19:30:03:894,0.23,1.08,0.19,0.45,1.24,0.19,0.13,0.18,-0.11,0.39,0.19,-0.15,0.35,1.59,-0.08,0.09,0.04,0.04,-0.02,0.01,0.00
2021.4.11 19:30:03:903,0.23,1.08,0.19,0.45,1.24,0.19,0.13,0.18,-0.11,0.39,0.19,-0.15,0.35,1.59,-0.08,0.09,0.03,0.04,-0.01,0.01,-0.01
2021.4.11 19:30:03:911,0.23,1.08,0.20,0.45,1.24,0.19,0.13,0.18,-0.11,0.39,0.19,-0.15,0.35,1.59,-0.08,0.08,0.03,0.04,-0.01,0.01,-0.01
2021.4.11 19:30:03:923,0.23,1.08,0.20,0.45,1.24,0.19,0.13,0.18,-0.11,0.39,0.19,-0.15,0.35,1.59,-0.08,0.08,0.02,0.03,-0.01,0.01,-0.01
2021.4.11 19:30:03:946,0.24,1.08,0.20,0.45,1.24,0.19,0.13,0.18,-0.11,0.39,0.19,-0.15,0.35,1.59,-0.08,0.06,0.01,0.03,-0.01,0.00,-0.02
2021.4.11 19:30:03:968,0.24,1.08,0.20,0.45,1.24,0.19,0.13,0.18,-0.11,0.39,0.19,-0.15,0.35,1.59,-0.08,0.05,-0.01,0.03,-0.01,0.00,-0.02
2021.4.11 19:30:03:990,0.24,1.08,0.20,0.45,1.24,0.19,0.13,0.18,-0.11,0.39,0.19,-0.15,0.35,1.59,-0.08,0.04,-0.01,0.03,-0.01,0.01,-0.02
2021.4.11 19:30:04:19,0.24,1.08,0.20,0.45,1.24,0.19,0.13,0.18,-0.11,0.39,0.19,-0.15,0.35,1.59,-0.08,0.02,-0.02,0.03,0.00,0.00,-0.01
