time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.5 20:06:54:02,0.04,1.09,0.13,0.30,1.15,0.27,0.04,0.24,-0.18,0.29,0.24,-0.09,0.17,1.62,-0.04
2021.4.5 20:06:54:164,0.02,1.10,0.12,0.30,1.15,0.27,0.04,0.24,-0.18,0.29,0.24,-0.09,0.16,1.62,-0.04
2021.4.5 20:06:54:183,0.02,1.10,0.12,0.30,1.15,0.27,0.04,0.24,-0.18,0.29,0.25,-0.09,0.16,1.62,-0.04
2021.4.5 20:06:54:205,0.02,1.10,0.12,0.30,1.14,0.27,0.04,0.24,-0.18,0.29,0.25,-0.09,0.16,1.62,-0.04
2021.4.5 20:06:54:218,0.02,1.10,0.12,0.30,1.14,0.27,0.04,0.24,-0.18,0.29,0.25,-0.09,0.16,1.62,-0.04
2021.4.5 20:06:54:230,0.02,1.10,0.12,0.30,1.14,0.27,0.04,0.24,-0.18,0.29,0.25,-0.09,0.16,1.62,-0.04
2021.4.5 20:06:54:241,0.02,1.10,0.12,0.30,1.14,0.27,0.03,0.24,-0.18,0.29,0.25,-0.09,0.16,1.62,-0.04
2021.4.5 20:06:54:251,0.02,1.10,0.12,0.30,1.14,0.27,0.03,0.24,-0.18,0.29,0.25,-0.09,0.16,1.62,-0.04
2021.4.5 20:06:54:265,0.01,1.10,0.12,0.30,1.14,0.27,0.03,0.24,-0.18,0.29,0.25,-0.09,0.16,1.62,-0.04
2021.4.5 20:06:54:275,0.01,1.10,0.12,0.30,1.14,0.27,0.03,0.24,-0.19,0.29,0.24,-0.09,0.16,1.62,-0.04
2021.4.5 20:06:54:284,0.01,1.10,0.12,0.30,1.14,0.27,0.03,0.24,-0.19,0.29,0.24,-0.09,0.16,1.62,-0.04
2021.4.5 20:06:54:293,0.01,1.10,0.12,0.30,1.14,0.27,0.03,0.24,-0.19,0.29,0.25,-0.09,0.16,1.62,-0.04
2021.4.5 20:06:54:302,0.01,1.10,0.12,0.30,1.14,0.27,0.03,0.24,-0.19,0.29,0.24,-0.09,0.16,1.62,-0.04
2021.4.5 20:06:54:323,0.01,1.10,0.12,0.30,1.13,0.27,0.03,0.24,-0.18,0.29,0.25,-0.09,0.15,1.62,-0.04
