time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.17 16:06:49:717,0.06,0.80,0.06,0.31,1.19,0.23,0.07,0.21,-0.12,0.37,0.18,-0.13,0.23,1.65,-0.07,0.01,0.01,-0.01,0.02,0.03,0.01
2021.4.17 16:06:49:851,0.06,0.80,0.06,0.31,1.19,0.23,0.07,0.21,-0.12,0.37,0.18,-0.13,0.23,1.65,-0.07,0.01,0.01,-0.02,0.01,0.00,0.02
2021.4.17 16:06:49:865,0.06,0.80,0.06,0.31,1.19,0.23,0.07,0.21,-0.12,0.37,0.18,-0.13,0.23,1.65,-0.07,0.01,0.01,-0.02,0.00,0.00,0.00
2021.4.17 16:06:49:888,0.06,0.80,0.06,0.31,1.19,0.23,0.07,0.21,-0.12,0.37,0.18,-0.13,0.23,1.65,-0.07,0.01,0.01,-0.02,-0.01,-0.01,0.00
2021.4.17 16:06:49:902,0.06,0.80,0.06,0.31,1.19,0.23,0.07,0.21,-0.12,0.37,0.18,-0.13,0.23,1.65,-0.07,0.00,0.01,-0.01,-0.01,-0.02,0.00
2021.4.17 16:06:49:908,0.06,0.80,0.06,0.31,1.19,0.23,0.07,0.21,-0.12,0.37,0.18,-0.13,0.23,1.65,-0.07,0.00,0.01,-0.01,-0.01,-0.02,0.00
2021.4.17 16:06:49:913,0.06,0.80,0.06,0.31,1.19,0.23,0.07,0.21,-0.12,0.37,0.18,-0.13,0.23,1.65,-0.07,0.00,0.01,-0.01,-0.01,-0.02,0.00
2021.4.17 16:06:49:922,0.06,0.80,0.06,0.31,1.19,0.23,0.07,0.21,-0.12,0.37,0.18,-0.13,0.23,1.65,-0.07,0.00,0.01,-0.01,0.00,-0.03,0.00
2021.4.17 16:06:49:933,0.06,0.80,0.06,0.31,1.19,0.23,0.07,0.21,-0.12,0.37,0.18,-0.13,0.23,1.65,-0.07,0.00,0.01,-0.01,0.00,-0.03,0.00
2021.4.17 16:06:49:944,0.06,0.80,0.06,0.31,1.19,0.23,0.07,0.21,-0.12,0.37,0.18,-0.13,0.23,1.65,-0.07,0.00,0.01,-0.01,0.01,-0.03,0.00
2021.4.17 16:06:49:958,0.06,0.80,0.06,0.31,1.19,0.23,0.07,0.21,-0.12,0.37,0.18,-0.13,0.23,1.65,-0.07,0.00,0.01,-0.01,0.01,-0.03,0.00
2021.4.17 16:06:49:967,0.06,0.80,0.06,0.31,1.19,0.23,0.07,0.21,-0.12,0.37,0.18,-0.13,0.23,1.65,-0.07,0.00,0.01,-0.01,0.01,-0.04,0.00
2021.4.17 16:06:49:978,0.06,0.80,0.06,0.31,1.19,0.23,0.07,0.21,-0.12,0.37,0.18,-0.13,0.23,1.65,-0.07,0.00,0.01,-0.01,0.01,-0.05,0.00
2021.4.17 16:06:49:990,0.06,0.80,0.06,0.31,1.19,0.23,0.07,0.21,-0.12,0.37,0.18,-0.13,0.23,1.65,-0.07,0.00,0.01,-0.01,0.01,-0.05,0.00
2021.4.17 16:06:50:00,0.06,0.80,0.06,0.31,1.19,0.23,0.07,0.21,-0.12,0.37,0.18,-0.13,0.23,1.65,-0.07,0.00,0.01,-0.01,0.01,-0.07,0.00
2021.4.17 16:06:50:12,0.06,0.80,0.06,0.31,1.19,0.23,0.07,0.21,-0.12,0.37,0.18,-0.13,0.23,1.65,-0.07,0.00,0.01,-0.01,0.01,-0.08,0.00
2021.4.17 16:06:50:23,0.06,0.80,0.06,0.31,1.18,0.23,0.07,0.21,-0.12,0.37,0.18,-0.13,0.23,1.65,-0.07,0.00,0.01,-0.01,0.02,-0.09,0.00
2021.4.17 16:06:50:34,0.06,0.80,0.06,0.31,1.18,0.23,0.07,0.21,-0.12,0.37,0.18,-0.13,0.23,1.65,-0.07,0.00,0.01,-0.01,0.03,-0.11,0.00
2021.4.17 16:06:50:46,0.06,0.80,0.06,0.31,1.18,0.23,0.07,0.21,-0.12,0.37,0.18,-0.13,0.23,1.65,-0.07,0.01,0.02,-0.01,0.04,-0.13,0.01
