time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.5 20:25:30:334,-0.13,1.29,0.34,0.07,1.19,0.34,-0.05,0.23,0.06,0.20,0.24,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:490,-0.13,1.29,0.34,0.07,1.19,0.34,-0.05,0.23,0.06,0.20,0.24,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:511,-0.13,1.29,0.34,0.07,1.19,0.34,-0.05,0.24,0.06,0.20,0.24,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:528,-0.13,1.29,0.34,0.08,1.19,0.34,-0.05,0.24,0.06,0.20,0.24,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:545,-0.13,1.29,0.34,0.08,1.18,0.34,-0.05,0.24,0.06,0.20,0.24,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:559,-0.13,1.29,0.34,0.08,1.18,0.34,-0.05,0.24,0.06,0.20,0.24,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:569,-0.13,1.29,0.34,0.08,1.18,0.34,-0.05,0.24,0.06,0.20,0.24,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:579,-0.13,1.29,0.34,0.08,1.18,0.34,-0.05,0.24,0.06,0.20,0.24,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:588,-0.13,1.29,0.34,0.08,1.18,0.34,-0.05,0.24,0.06,0.20,0.24,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:596,-0.13,1.29,0.34,0.08,1.18,0.34,-0.05,0.24,0.06,0.20,0.24,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:612,-0.13,1.29,0.34,0.08,1.18,0.34,-0.05,0.24,0.06,0.20,0.25,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:629,-0.13,1.29,0.34,0.08,1.18,0.34,-0.05,0.24,0.06,0.20,0.25,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:652,-0.13,1.29,0.34,0.09,1.18,0.34,-0.05,0.24,0.06,0.20,0.25,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:675,-0.13,1.29,0.34,0.09,1.19,0.34,-0.05,0.24,0.06,0.20,0.25,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:700,-0.13,1.29,0.34,0.09,1.19,0.34,-0.05,0.24,0.06,0.20,0.25,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:721,-0.13,1.29,0.34,0.09,1.19,0.34,-0.05,0.24,0.06,0.20,0.25,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:747,-0.13,1.29,0.34,0.09,1.19,0.34,-0.05,0.24,0.06,0.20,0.25,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:763,-0.13,1.29,0.34,0.09,1.19,0.34,-0.05,0.24,0.06,0.20,0.25,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:788,-0.13,1.29,0.34,0.09,1.19,0.34,-0.05,0.24,0.06,0.20,0.25,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:808,-0.13,1.29,0.34,0.09,1.19,0.34,-0.05,0.24,0.06,0.20,0.25,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:832,-0.13,1.29,0.34,0.09,1.20,0.34,-0.05,0.24,0.06,0.20,0.25,0.09,-0.02,1.64,0.16
2021.4.5 20:25:30:853,-0.13,1.29,0.34,0.10,1.20,0.34,-0.05,0.24,0.06,0.20,0.25,0.09,-0.01,1.64,0.16
2021.4.5 20:25:30:877,-0.13,1.29,0.34,0.10,1.20,0.34,-0.05,0.24,0.06,0.20,0.25,0.09,-0.01,1.64,0.15
2021.4.5 20:25:30:898,-0.13,1.29,0.34,0.10,1.21,0.34,-0.05,0.23,0.06,0.20,0.25,0.09,-0.01,1.64,0.15
2021.4.5 20:25:30:921,-0.13,1.29,0.34,0.10,1.21,0.34,-0.05,0.24,0.06,0.20,0.25,0.09,-0.01,1.64,0.15
2021.4.5 20:25:30:942,-0.13,1.29,0.34,0.11,1.22,0.34,-0.05,0.24,0.06,0.20,0.25,0.09,-0.01,1.64,0.15
2021.4.5 20:25:30:966,-0.13,1.30,0.33,0.11,1.23,0.33,-0.05,0.24,0.06,0.20,0.25,0.09,-0.01,1.64,0.15
2021.4.5 20:25:30:987,-0.13,1.30,0.33,0.11,1.24,0.33,-0.05,0.24,0.06,0.20,0.25,0.09,-0.01,1.64,0.15
2021.4.5 20:25:31:09,-0.13,1.29,0.33,0.12,1.24,0.33,-0.05,0.24,0.06,0.20,0.25,0.09,-0.01,1.64,0.15
2021.4.5 20:25:31:33,-0.12,1.29,0.34,0.12,1.25,0.34,-0.05,0.24,0.06,0.20,0.25,0.09,-0.01,1.64,0.15
2021.4.5 20:25:31:56,-0.12,1.28,0.35,0.13,1.25,0.34,-0.05,0.24,0.06,0.20,0.25,0.09,-0.01,1.64,0.15
2021.4.5 20:25:31:76,-0.12,1.27,0.36,0.14,1.26,0.35,-0.05,0.24,0.06,0.20,0.25,0.09,-0.01,1.64,0.15
2021.4.5 20:25:31:99,-0.12,1.27,0.37,0.15,1.27,0.36,-0.05,0.24,0.06,0.20,0.25,0.09,-0.01,1.64,0.15
2021.4.5 20:25:31:112,-0.12,1.26,0.38,0.16,1.28,0.36,-0.05,0.24,0.06,0.20,0.25,0.09,-0.01,1.64,0.15
2021.4.5 20:25:31:127,-0.12,1.26,0.39,0.17,1.29,0.37,-0.05,0.24,0.06,0.20,0.25,0.09,-0.01,1.64,0.15
2021.4.5 20:25:31:136,-0.13,1.26,0.39,0.18,1.30,0.38,-0.05,0.24,0.06,0.20,0.25,0.09,-0.01,1.63,0.15
2021.4.5 20:25:31:145,-0.13,1.26,0.39,0.18,1.31,0.38,-0.05,0.24,0.06,0.20,0.25,0.09,-0.01,1.63,0.15
2021.4.5 20:25:31:157,-0.13,1.26,0.40,0.19,1.32,0.39,-0.05,0.24,0.06,0.20,0.25,0.09,-0.01,1.63,0.15
2021.4.5 20:25:31:169,-0.13,1.27,0.40,0.20,1.33,0.39,-0.05,0.24,0.06,0.20,0.25,0.09,-0.01,1.63,0.15
2021.4.5 20:25:31:178,-0.13,1.27,0.40,0.20,1.34,0.39,-0.05,0.24,0.06,0.20,0.25,0.09,-0.01,1.63,0.15
2021.4.5 20:25:31:188,-0.14,1.28,0.40,0.21,1.35,0.40,-0.05,0.24,0.06,0.20,0.25,0.09,-0.01,1.63,0.15
2021.4.5 20:25:31:199,-0.14,1.28,0.40,0.22,1.37,0.40,-0.05,0.24,0.06,0.20,0.24,0.09,-0.01,1.63,0.15
2021.4.5 20:25:31:211,-0.14,1.29,0.40,0.23,1.38,0.40,-0.05,0.24,0.06,0.20,0.24,0.09,-0.01,1.63,0.15
2021.4.5 20:25:31:224,-0.14,1.29,0.40,0.24,1.40,0.40,-0.05,0.24,0.06,0.20,0.24,0.09,-0.01,1.63,0.15
2021.4.5 20:25:31:233,-0.14,1.30,0.40,0.25,1.42,0.40,-0.05,0.24,0.06,0.20,0.24,0.09,-0.01,1.63,0.15
2021.4.5 20:25:31:252,-0.14,1.30,0.41,0.26,1.44,0.40,-0.05,0.24,0.06,0.20,0.24,0.09,-0.02,1.63,0.15
2021.4.5 20:25:31:261,-0.14,1.31,0.41,0.27,1.46,0.40,-0.05,0.24,0.06,0.20,0.24,0.10,-0.02,1.63,0.15
2021.4.5 20:25:31:270,-0.14,1.31,0.41,0.28,1.48,0.39,-0.05,0.24,0.06,0.20,0.24,0.10,-0.02,1.63,0.15
2021.4.5 20:25:31:279,-0.15,1.31,0.41,0.29,1.49,0.39,-0.05,0.24,0.06,0.20,0.25,0.10,-0.02,1.63,0.15
2021.4.5 20:25:31:289,-0.15,1.32,0.41,0.30,1.51,0.39,-0.05,0.24,0.06,0.20,0.24,0.10,-0.02,1.63,0.15
2021.4.5 20:25:31:301,-0.15,1.32,0.42,0.31,1.53,0.39,-0.05,0.24,0.06,0.20,0.24,0.10,-0.02,1.63,0.15
2021.4.5 20:25:31:316,-0.15,1.32,0.42,0.32,1.55,0.39,-0.05,0.24,0.06,0.20,0.25,0.10,-0.02,1.63,0.15
2021.4.5 20:25:31:325,-0.14,1.32,0.42,0.33,1.57,0.38,-0.05,0.24,0.06,0.20,0.25,0.10,-0.02,1.63,0.15
2021.4.5 20:25:31:336,-0.14,1.32,0.42,0.34,1.59,0.38,-0.05,0.24,0.06,0.21,0.25,0.10,-0.02,1.63,0.15
2021.4.5 20:25:31:354,-0.14,1.33,0.43,0.35,1.62,0.38,-0.05,0.24,0.06,0.21,0.25,0.10,-0.02,1.63,0.14
2021.4.5 20:25:31:367,-0.14,1.33,0.43,0.36,1.64,0.38,-0.05,0.24,0.06,0.21,0.25,0.10,-0.02,1.63,0.14
2021.4.5 20:25:31:382,-0.14,1.33,0.43,0.37,1.67,0.37,-0.05,0.24,0.06,0.21,0.25,0.10,-0.02,1.63,0.14
2021.4.5 20:25:31:396,-0.13,1.33,0.43,0.39,1.70,0.37,-0.05,0.24,0.06,0.21,0.25,0.10,-0.02,1.63,0.14
2021.4.5 20:25:31:414,-0.13,1.33,0.43,0.40,1.73,0.37,-0.05,0.24,0.06,0.21,0.25,0.10,-0.03,1.63,0.14
2021.4.5 20:25:31:426,-0.13,1.33,0.43,0.41,1.75,0.37,-0.05,0.24,0.06,0.21,0.25,0.10,-0.03,1.63,0.14
2021.4.5 20:25:31:437,-0.13,1.34,0.43,0.42,1.77,0.36,-0.05,0.24,0.06,0.21,0.25,0.10,-0.03,1.62,0.14
2021.4.5 20:25:31:447,-0.12,1.34,0.43,0.43,1.78,0.36,-0.05,0.24,0.06,0.21,0.25,0.10,-0.03,1.62,0.14
2021.4.5 20:25:31:457,-0.12,1.34,0.43,0.44,1.80,0.35,-0.05,0.24,0.06,0.21,0.25,0.09,-0.03,1.62,0.13
2021.4.5 20:25:31:466,-0.12,1.34,0.43,0.45,1.82,0.35,-0.05,0.24,0.06,0.22,0.25,0.09,-0.03,1.62,0.13
2021.4.5 20:25:31:475,-0.12,1.34,0.43,0.45,1.83,0.34,-0.05,0.24,0.06,0.22,0.25,0.09,-0.03,1.62,0.13
2021.4.5 20:25:31:483,-0.11,1.34,0.43,0.46,1.84,0.33,-0.05,0.24,0.06,0.22,0.25,0.09,-0.03,1.62,0.13
2021.4.5 20:25:31:497,-0.11,1.34,0.42,0.47,1.86,0.32,-0.05,0.24,0.06,0.22,0.25,0.08,-0.03,1.62,0.13
2021.4.5 20:25:31:512,-0.11,1.34,0.42,0.49,1.88,0.30,-0.05,0.24,0.06,0.22,0.25,0.07,-0.03,1.62,0.13
2021.4.5 20:25:31:524,-0.10,1.33,0.42,0.49,1.89,0.28,-0.05,0.24,0.06,0.22,0.25,0.07,-0.03,1.62,0.13
2021.4.5 20:25:31:536,-0.10,1.33,0.42,0.51,1.90,0.26,-0.05,0.24,0.06,0.22,0.25,0.06,-0.03,1.62,0.13
2021.4.5 20:25:31:546,-0.10,1.33,0.42,0.51,1.90,0.25,-0.05,0.24,0.06,0.22,0.25,0.05,-0.03,1.62,0.13
2021.4.5 20:25:31:554,-0.10,1.33,0.42,0.52,1.90,0.23,-0.05,0.24,0.06,0.22,0.25,0.05,-0.03,1.62,0.13
2021.4.5 20:25:31:563,-0.09,1.33,0.42,0.53,1.90,0.22,-0.05,0.24,0.06,0.22,0.25,0.05,-0.03,1.62,0.13
2021.4.5 20:25:31:572,-0.09,1.33,0.42,0.53,1.91,0.21,-0.05,0.24,0.06,0.22,0.25,0.06,-0.02,1.62,0.13
2021.4.5 20:25:31:580,-0.09,1.33,0.42,0.54,1.91,0.20,-0.05,0.24,0.06,0.22,0.25,0.06,-0.02,1.62,0.12
2021.4.5 20:25:31:593,-0.09,1.33,0.42,0.54,1.91,0.19,-0.05,0.24,0.06,0.22,0.24,0.06,-0.02,1.62,0.12
2021.4.5 20:25:31:611,-0.08,1.32,0.42,0.55,1.92,0.18,-0.05,0.24,0.06,0.21,0.24,0.06,-0.02,1.62,0.12
2021.4.5 20:25:31:624,-0.08,1.32,0.42,0.56,1.92,0.17,-0.05,0.24,0.06,0.21,0.25,0.06,-0.02,1.62,0.12
2021.4.5 20:25:31:634,-0.08,1.32,0.42,0.56,1.92,0.16,-0.05,0.24,0.06,0.21,0.25,0.06,-0.01,1.62,0.13
2021.4.5 20:25:31:642,-0.08,1.32,0.42,0.57,1.93,0.15,-0.05,0.24,0.06,0.21,0.25,0.05,-0.01,1.62,0.13
2021.4.5 20:25:31:652,-0.07,1.31,0.42,0.57,1.93,0.15,-0.05,0.24,0.06,0.21,0.25,0.05,-0.01,1.62,0.13
2021.4.5 20:25:31:661,-0.07,1.31,0.42,0.57,1.93,0.15,-0.05,0.24,0.06,0.21,0.25,0.05,-0.01,1.62,0.13
2021.4.5 20:25:31:670,-0.07,1.31,0.42,0.58,1.93,0.14,-0.05,0.24,0.06,0.21,0.25,0.05,-0.01,1.62,0.13
2021.4.5 20:25:31:680,-0.07,1.31,0.42,0.58,1.94,0.14,-0.05,0.24,0.06,0.21,0.24,0.05,-0.01,1.62,0.13
2021.4.5 20:25:31:696,-0.07,1.31,0.42,0.59,1.94,0.13,-0.05,0.24,0.06,0.21,0.24,0.05,0.00,1.62,0.13
2021.4.5 20:25:31:707,-0.07,1.31,0.42,0.59,1.95,0.13,-0.04,0.24,0.06,0.21,0.24,0.05,0.00,1.62,0.13
2021.4.5 20:25:31:719,-0.06,1.31,0.41,0.59,1.95,0.13,-0.04,0.24,0.06,0.21,0.24,0.05,0.00,1.62,0.13
2021.4.5 20:25:31:728,-0.06,1.31,0.41,0.59,1.96,0.12,-0.04,0.24,0.06,0.21,0.24,0.05,0.00,1.62,0.13
2021.4.5 20:25:31:737,-0.06,1.30,0.41,0.59,1.96,0.12,-0.04,0.24,0.06,0.21,0.24,0.05,0.00,1.62,0.13
2021.4.5 20:25:31:747,-0.06,1.30,0.41,0.59,1.96,0.12,-0.04,0.24,0.06,0.21,0.24,0.05,0.01,1.62,0.13
2021.4.5 20:25:31:758,-0.06,1.30,0.41,0.58,1.97,0.12,-0.04,0.24,0.06,0.21,0.24,0.05,0.01,1.62,0.13
2021.4.5 20:25:31:769,-0.06,1.30,0.41,0.58,1.97,0.12,-0.04,0.24,0.06,0.22,0.24,0.05,0.01,1.62,0.13
