time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.4 15:36:57:139,0.00,1.12,0.38,0.22,1.05,0.31,-0.13,0.09,0.08,0.00,0.00,0.00,0.11,1.44,0.14
2021.4.4 15:36:57:306,0.00,1.11,0.38,0.22,1.05,0.31,-0.13,0.09,0.08,0.00,0.00,0.00,0.12,1.46,0.13
2021.4.4 15:36:57:327,0.00,1.11,0.38,0.22,1.05,0.31,-0.13,0.09,0.08,0.00,0.00,0.00,0.12,1.46,0.13
2021.4.4 15:36:57:345,0.00,1.11,0.38,0.22,1.05,0.31,-0.13,0.09,0.08,0.00,0.00,0.00,0.12,1.46,0.13
2021.4.4 15:36:57:360,0.00,1.11,0.38,0.22,1.05,0.31,-0.13,0.09,0.08,0.00,0.00,0.00,0.12,1.46,0.13
2021.4.4 15:36:57:374,0.00,1.11,0.38,0.22,1.05,0.31,-0.13,0.09,0.08,0.00,0.00,0.00,0.12,1.46,0.13
2021.4.4 15:36:57:383,0.00,1.11,0.38,0.22,1.05,0.31,-0.13,0.09,0.08,0.00,0.00,0.00,0.12,1.46,0.13
2021.4.4 15:36:57:392,0.00,1.11,0.38,0.22,1.05,0.31,-0.13,0.09,0.08,0.00,0.00,0.00,0.12,1.46,0.13
2021.4.4 15:36:57:401,0.00,1.11,0.38,0.22,1.05,0.31,-0.13,0.09,0.08,0.00,0.00,0.00,0.12,1.46,0.13
2021.4.4 15:36:57:408,0.00,1.11,0.38,0.22,1.05,0.31,-0.13,0.09,0.08,0.00,0.00,0.00,0.12,1.46,0.13
2021.4.4 15:36:57:423,0.00,1.11,0.38,0.22,1.05,0.31,-0.13,0.09,0.08,0.00,0.00,0.00,0.12,1.46,0.13
2021.4.4 15:36:57:444,0.00,1.11,0.38,0.22,1.05,0.31,-0.13,0.09,0.08,0.00,0.00,0.00,0.12,1.46,0.13
