time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.6 18:06:21:656,-0.29,0.72,0.13,0.14,1.58,0.70,-0.18,0.18,0.06,0.09,0.17,0.12,-0.03,1.67,0.10,0.16,-0.11,-0.47,0.00,0.18,0.04
2021.4.6 18:06:21:827,-0.28,0.70,0.07,0.14,1.58,0.70,-0.17,0.18,0.06,0.09,0.17,0.13,-0.03,1.67,0.09,0.02,-0.03,-0.14,-0.01,-0.05,0.02
2021.4.6 18:06:21:840,-0.28,0.70,0.07,0.14,1.58,0.70,-0.17,0.18,0.06,0.09,0.17,0.13,-0.03,1.67,0.09,0.01,-0.03,-0.10,-0.02,-0.07,0.02
2021.4.6 18:06:21:868,-0.28,0.70,0.07,0.14,1.58,0.70,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.67,0.09,0.01,-0.01,-0.02,-0.04,-0.08,0.02
2021.4.6 18:06:21:889,-0.28,0.70,0.07,0.14,1.58,0.70,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.67,0.09,0.01,0.00,0.04,-0.06,-0.08,0.02
2021.4.6 18:06:21:899,-0.28,0.70,0.07,0.13,1.58,0.70,-0.17,0.18,0.06,0.09,0.17,0.13,-0.04,1.67,0.09,0.00,0.00,0.06,-0.06,-0.08,0.01
2021.4.6 18:06:21:907,-0.28,0.70,0.07,0.13,1.58,0.70,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.67,0.09,0.00,0.01,0.08,-0.06,-0.08,0.01
2021.4.6 18:06:21:916,-0.28,0.70,0.07,0.13,1.58,0.70,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.66,0.09,0.00,0.01,0.11,-0.06,-0.08,0.01
2021.4.6 18:06:21:924,-0.28,0.70,0.07,0.13,1.58,0.70,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.66,0.09,0.00,0.02,0.13,-0.05,-0.08,0.01
2021.4.6 18:06:21:934,-0.28,0.70,0.08,0.13,1.58,0.70,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.66,0.09,0.00,0.02,0.15,-0.04,-0.08,0.01
2021.4.6 18:06:21:945,-0.28,0.71,0.08,0.13,1.58,0.70,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.66,0.09,0.00,0.03,0.18,-0.03,-0.08,0.01
2021.4.6 18:06:21:968,-0.28,0.71,0.08,0.13,1.57,0.70,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.66,0.09,-0.01,0.04,0.23,-0.02,-0.08,0.00
2021.4.6 18:06:21:988,-0.28,0.71,0.09,0.13,1.57,0.70,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.66,0.09,-0.01,0.04,0.26,-0.02,-0.09,-0.01
2021.4.6 18:06:22:15,-0.28,0.71,0.10,0.13,1.57,0.70,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.66,0.09,-0.02,0.05,0.30,-0.02,-0.11,-0.02
2021.4.6 18:06:22:32,-0.28,0.71,0.10,0.13,1.57,0.70,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.66,0.09,-0.02,0.06,0.32,-0.02,-0.13,-0.03
2021.4.6 18:06:22:60,-0.28,0.71,0.11,0.13,1.56,0.70,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.67,0.08,-0.01,0.06,0.34,-0.01,-0.20,-0.04
2021.4.6 18:06:22:76,-0.28,0.71,0.12,0.13,1.56,0.70,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.67,0.08,-0.01,0.07,0.35,-0.01,-0.25,-0.03
2021.4.6 18:06:22:99,-0.28,0.71,0.12,0.13,1.55,0.70,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.67,0.08,0.00,0.07,0.35,-0.01,-0.34,-0.02
2021.4.6 18:06:22:121,-0.28,0.72,0.13,0.13,1.54,0.70,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.67,0.08,0.01,0.07,0.35,0.00,-0.43,-0.01
2021.4.6 18:06:22:147,-0.28,0.72,0.14,0.13,1.53,0.70,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.67,0.08,0.03,0.07,0.34,0.00,-0.53,0.03
2021.4.6 18:06:22:170,-0.28,0.72,0.15,0.13,1.51,0.70,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.67,0.08,0.04,0.09,0.33,-0.02,-0.59,0.05
2021.4.6 18:06:22:188,-0.28,0.72,0.15,0.13,1.50,0.70,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.67,0.08,0.04,0.10,0.32,-0.03,-0.63,0.06
2021.4.6 18:06:22:211,-0.28,0.72,0.16,0.13,1.49,0.71,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.67,0.09,0.05,0.10,0.30,-0.01,-0.66,0.08
2021.4.6 18:06:22:236,-0.27,0.73,0.17,0.13,1.47,0.71,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.67,0.09,0.07,0.09,0.27,0.01,-0.65,0.09
2021.4.6 18:06:22:256,-0.27,0.73,0.17,0.13,1.46,0.71,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.67,0.09,0.07,0.09,0.24,0.00,-0.61,0.08
2021.4.6 18:06:22:277,-0.27,0.73,0.18,0.13,1.45,0.71,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.67,0.08,0.08,0.08,0.21,0.00,-0.54,0.08
2021.4.6 18:06:22:300,-0.27,0.73,0.18,0.13,1.44,0.71,-0.18,0.18,0.06,0.09,0.17,0.13,-0.04,1.67,0.09,0.08,0.07,0.19,-0.01,-0.49,0.08
