time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.6 17:52:15:994,0.26,1.18,0.29,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.30,1.59,0.06,0.01,0.00,-0.01,0.02,0.00,-0.01
2021.4.6 17:52:16:161,0.25,1.18,0.29,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.30,1.59,0.06,-0.02,0.00,0.00,0.02,-0.03,0.03
2021.4.6 17:52:16:175,0.25,1.18,0.29,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.30,1.59,0.06,-0.02,0.00,0.00,0.03,-0.03,0.03
2021.4.6 17:52:16:197,0.25,1.18,0.29,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.30,1.59,0.06,-0.02,0.00,-0.01,0.02,-0.04,0.02
2021.4.6 17:52:16:213,0.25,1.18,0.29,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.01,0.00,-0.01,0.02,-0.04,0.01
2021.4.6 17:52:16:222,0.25,1.18,0.29,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.01,0.00,-0.01,0.02,-0.04,0.01
2021.4.6 17:52:16:230,0.25,1.18,0.29,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.01,0.00,-0.01,0.01,-0.03,0.01
2021.4.6 17:52:16:239,0.25,1.18,0.29,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.00,0.00,-0.01,0.01,-0.03,0.01
2021.4.6 17:52:16:247,0.25,1.18,0.29,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.00,0.00,-0.01,0.00,-0.03,0.00
2021.4.6 17:52:16:256,0.25,1.18,0.29,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.00,0.00,-0.01,0.00,-0.02,0.00
2021.4.6 17:52:16:279,0.25,1.18,0.29,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.00,0.00,-0.01,0.00,0.00,-0.01
2021.4.6 17:52:16:301,0.25,1.18,0.29,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.00,0.00,-0.01,0.00,0.00,-0.01
2021.4.6 17:52:16:324,0.25,1.18,0.29,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.00,-0.01,-0.01,0.00,0.01,-0.01
2021.4.6 17:52:16:350,0.25,1.18,0.29,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.00,-0.01,0.00,-0.01,0.00,-0.01
2021.4.6 17:52:16:368,0.25,1.18,0.29,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.00,-0.01,0.00,-0.01,0.00,-0.01
2021.4.6 17:52:16:390,0.25,1.18,0.29,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.00,-0.01,0.00,-0.01,0.00,-0.01
2021.4.6 17:52:16:412,0.25,1.18,0.29,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.00,0.00,-0.01,0.00,0.00,0.00
2021.4.6 17:52:16:436,0.25,1.18,0.29,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.01,0.00,-0.01,0.01,0.00,0.00
2021.4.6 17:52:16:457,0.25,1.18,0.28,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.01,0.00,-0.01,0.01,0.00,0.00
2021.4.6 17:52:16:480,0.25,1.18,0.28,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.01,0.00,-0.01,0.01,0.00,0.00
2021.4.6 17:52:16:507,0.25,1.18,0.28,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.01,0.00,-0.01,0.01,0.00,-0.01
2021.4.6 17:52:16:525,0.25,1.18,0.28,0.42,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.01,0.00,-0.01,0.02,0.00,-0.01
2021.4.6 17:52:16:547,0.25,1.18,0.28,0.43,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.01,0.00,-0.01,0.02,0.00,-0.01
2021.4.6 17:52:16:569,0.25,1.18,0.28,0.43,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.01,0.00,0.00,0.02,0.00,-0.01
2021.4.6 17:52:16:591,0.25,1.18,0.28,0.43,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.01,0.00,0.00,0.02,0.00,-0.01
2021.4.6 17:52:16:614,0.25,1.18,0.28,0.43,1.17,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.01,-0.01,0.00,0.02,0.00,-0.01
2021.4.6 17:52:16:636,0.25,1.18,0.28,0.43,1.16,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.00,-0.01,0.00,0.02,-0.01,0.00
2021.4.6 17:52:16:663,0.25,1.18,0.28,0.43,1.16,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.01,-0.02,0.01,0.03,-0.02,0.00
2021.4.6 17:52:16:681,0.25,1.18,0.28,0.43,1.16,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.03,-0.03,0.03,0.03,-0.03,0.00
2021.4.6 17:52:16:703,0.25,1.18,0.29,0.43,1.16,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.06,-0.07,0.05,0.04,-0.04,0.00
2021.4.6 17:52:16:725,0.25,1.17,0.29,0.43,1.16,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.08,-0.10,0.07,0.04,-0.04,0.00
2021.4.6 17:52:16:747,0.25,1.17,0.29,0.43,1.16,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.10,-0.14,0.09,0.05,-0.04,0.01
2021.4.6 17:52:16:771,0.25,1.17,0.29,0.43,1.16,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.12,-0.17,0.10,0.06,-0.05,0.01
2021.4.6 17:52:16:781,0.24,1.16,0.29,0.43,1.16,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.13,-0.18,0.10,0.06,-0.06,0.01
2021.4.6 17:52:16:793,0.24,1.16,0.29,0.43,1.16,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.13,-0.19,0.09,0.07,-0.06,0.01
2021.4.6 17:52:16:808,0.24,1.16,0.30,0.43,1.16,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.14,-0.20,0.08,0.07,-0.07,0.02
2021.4.6 17:52:16:816,0.24,1.16,0.30,0.44,1.16,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.14,-0.20,0.08,0.08,-0.07,0.02
2021.4.6 17:52:16:826,0.24,1.16,0.30,0.44,1.16,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.15,-0.20,0.07,0.08,-0.07,0.02
2021.4.6 17:52:16:837,0.24,1.15,0.30,0.44,1.16,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.15,-0.18,0.06,0.08,-0.07,0.01
2021.4.6 17:52:16:848,0.23,1.15,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.15,-0.17,0.05,0.07,-0.05,0.01
2021.4.6 17:52:16:859,0.23,1.15,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.15,-0.16,0.04,0.07,-0.04,0.00
2021.4.6 17:52:16:870,0.23,1.15,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.15,-0.14,0.03,0.06,-0.03,0.00
2021.4.6 17:52:16:881,0.23,1.15,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.14,-0.13,0.03,0.05,-0.03,0.00
2021.4.6 17:52:16:893,0.23,1.15,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.13,-0.12,0.03,0.04,-0.02,-0.01
2021.4.6 17:52:16:904,0.23,1.15,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.11,-0.11,0.02,0.04,-0.02,-0.01
2021.4.6 17:52:16:915,0.23,1.14,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.10,-0.10,0.02,0.03,-0.01,-0.01
2021.4.6 17:52:16:929,0.23,1.14,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.07,-0.08,0.01,0.02,-0.02,-0.01
2021.4.6 17:52:16:938,0.22,1.14,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.06,-0.08,0.01,0.02,-0.02,-0.01
2021.4.6 17:52:16:949,0.22,1.14,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.05,-0.07,0.01,0.01,-0.02,0.00
2021.4.6 17:52:16:964,0.22,1.14,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.04,-0.06,0.00,0.00,-0.02,0.00
2021.4.6 17:52:16:973,0.22,1.14,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.04,-0.06,0.00,0.00,-0.02,0.00
2021.4.6 17:52:16:983,0.22,1.14,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.04,-0.05,0.00,0.00,-0.03,0.01
2021.4.6 17:52:16:994,0.22,1.14,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.04,-0.04,-0.01,-0.01,-0.04,0.01
2021.4.6 17:52:17:05,0.22,1.14,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.03,-0.03,-0.02,0.00,-0.05,0.02
2021.4.6 17:52:17:16,0.22,1.14,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.02,-0.02,-0.02,0.00,-0.05,0.02
2021.4.6 17:52:17:27,0.22,1.14,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.01,0.00,-0.03,0.00,-0.05,0.02
2021.4.6 17:52:17:38,0.22,1.14,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,-0.01,0.02,-0.04,0.01,-0.05,0.02
2021.4.6 17:52:17:49,0.22,1.14,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.59,0.06,0.00,0.04,-0.05,0.00,-0.03,0.02
2021.4.6 17:52:17:60,0.22,1.14,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.58,0.06,0.01,0.05,-0.05,-0.01,-0.01,0.02
2021.4.6 17:52:17:71,0.22,1.14,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.58,0.06,0.02,0.06,-0.05,-0.03,0.01,0.01
2021.4.6 17:52:17:82,0.22,1.14,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.58,0.06,0.03,0.07,-0.05,-0.04,0.02,0.01
2021.4.6 17:52:17:95,0.22,1.14,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.58,0.06,0.04,0.07,-0.05,-0.06,0.04,0.00
2021.4.6 17:52:17:106,0.22,1.14,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.58,0.06,0.04,0.08,-0.06,-0.07,0.05,0.00
2021.4.6 17:52:17:121,0.22,1.14,0.30,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.31,1.58,0.06,0.03,0.09,-0.06,-0.08,0.06,0.00
2021.4.6 17:52:17:129,0.22,1.14,0.29,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.30,1.58,0.06,0.03,0.09,-0.06,-0.08,0.06,-0.01
2021.4.6 17:52:17:138,0.22,1.15,0.29,0.44,1.15,0.27,0.11,0.22,0.10,0.31,0.22,0.03,0.30,1.58,0.06,0.03,0.09,-0.06,-0.09,0.07,-0.01
