time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.10 19:39:51:422,0.10,1.11,-0.26,0.30,1.24,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.42,-0.02,-0.01,0.00,0.06,0.04,-0.05
2021.4.10 19:39:51:596,0.09,1.11,-0.26,0.30,1.24,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.42,-0.13,-0.02,0.04,-0.02,-0.07,0.01
2021.4.10 19:39:51:614,0.09,1.11,-0.26,0.30,1.24,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.42,-0.14,-0.05,0.05,-0.04,-0.12,0.03
2021.4.10 19:39:51:643,0.08,1.11,-0.26,0.30,1.23,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.42,-0.12,-0.17,0.05,-0.06,-0.23,0.03
2021.4.10 19:39:51:658,0.08,1.10,-0.26,0.30,1.23,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.42,-0.11,-0.26,0.06,-0.06,-0.27,0.03
2021.4.10 19:39:51:672,0.08,1.10,-0.25,0.30,1.22,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.42,-0.09,-0.32,0.07,-0.02,-0.31,0.02
2021.4.10 19:39:51:683,0.08,1.10,-0.25,0.30,1.22,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.42,-0.08,-0.38,0.09,0.01,-0.33,0.02
2021.4.10 19:39:51:692,0.08,1.09,-0.25,0.30,1.21,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.42,-0.07,-0.41,0.10,0.06,-0.34,0.02
2021.4.10 19:39:51:702,0.08,1.09,-0.25,0.30,1.21,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.42,-0.06,-0.43,0.10,0.13,-0.35,0.03
2021.4.10 19:39:51:711,0.08,1.08,-0.25,0.30,1.21,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.42,-0.07,-0.42,0.10,0.19,-0.37,0.03
2021.4.10 19:39:51:720,0.08,1.08,-0.25,0.31,1.20,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.42,-0.05,-0.41,0.08,0.24,-0.39,0.03
2021.4.10 19:39:51:744,0.08,1.07,-0.25,0.31,1.19,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.23,1.72,-0.42,-0.01,-0.37,0.05,0.26,-0.46,0.03
2021.4.10 19:39:51:768,0.08,1.06,-0.25,0.32,1.18,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.42,0.00,-0.33,0.02,0.21,-0.56,0.02
2021.4.10 19:39:51:792,0.08,1.06,-0.25,0.32,1.17,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.42,-0.03,-0.33,0.02,0.16,-0.63,0.00
2021.4.10 19:39:51:809,0.08,1.05,-0.25,0.32,1.15,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.42,-0.05,-0.36,0.02,0.16,-0.65,-0.02
2021.4.10 19:39:51:832,0.07,1.04,-0.25,0.33,1.14,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.42,-0.09,-0.43,0.01,0.17,-0.72,-0.03
2021.4.10 19:39:51:855,0.07,1.03,-0.25,0.33,1.12,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.42,-0.11,-0.53,0.00,0.16,-0.77,-0.04
2021.4.10 19:39:51:876,0.07,1.01,-0.25,0.33,1.10,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.42,-0.14,-0.60,-0.01,0.18,-0.78,-0.07
2021.4.10 19:39:51:899,0.06,1.00,-0.25,0.34,1.09,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.42,-0.19,-0.65,-0.03,0.20,-0.76,-0.11
2021.4.10 19:39:51:923,0.06,0.98,-0.25,0.34,1.07,-0.23,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.42,-0.22,-0.74,-0.07,0.21,-0.77,-0.14
2021.4.10 19:39:51:951,0.05,0.96,-0.25,0.35,1.05,-0.24,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.43,-0.20,-0.82,-0.15,0.17,-0.86,-0.18
2021.4.10 19:39:51:965,0.05,0.95,-0.26,0.35,1.03,-0.24,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.43,-0.18,-0.85,-0.20,0.15,-0.91,-0.21
2021.4.10 19:39:51:988,0.05,0.93,-0.26,0.35,1.01,-0.25,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.43,-0.16,-0.87,-0.27,0.11,-0.98,-0.26
2021.4.10 19:39:52:10,0.04,0.91,-0.27,0.36,0.99,-0.25,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.43,-0.13,-0.88,-0.37,0.11,-1.02,-0.32
2021.4.10 19:39:52:33,0.04,0.89,-0.28,0.36,0.96,-0.26,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.43,-0.13,-0.89,-0.45,0.11,-1.07,-0.40
2021.4.10 19:39:52:55,0.04,0.87,-0.29,0.36,0.94,-0.27,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.72,-0.43,-0.14,-0.86,-0.53,0.14,-1.11,-0.46
2021.4.10 19:39:52:77,0.04,0.85,-0.30,0.37,0.91,-0.28,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.73,-0.43,-0.16,-0.78,-0.59,0.20,-1.09,-0.55
2021.4.10 19:39:52:107,0.03,0.83,-0.32,0.37,0.88,-0.30,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.73,-0.43,-0.17,-0.68,-0.66,0.28,-0.96,-0.59
2021.4.10 19:39:52:122,0.03,0.82,-0.33,0.38,0.87,-0.31,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.73,-0.43,-0.17,-0.63,-0.70,0.31,-0.84,-0.58
2021.4.10 19:39:52:148,0.02,0.81,-0.35,0.39,0.85,-0.32,0.05,0.21,-0.55,0.39,0.21,-0.56,0.22,1.73,-0.44,-0.16,-0.55,-0.73,0.31,-0.65,-0.54
2021.4.10 19:39:52:167,0.02,0.80,-0.36,0.39,0.84,-0.34,0.05,0.21,-0.55,0.39,0.21,-0.56,0.21,1.73,-0.44,-0.16,-0.47,-0.72,0.28,-0.58,-0.54
2021.4.10 19:39:52:189,0.02,0.79,-0.38,0.40,0.83,-0.35,0.05,0.21,-0.55,0.39,0.21,-0.56,0.21,1.72,-0.44,-0.15,-0.39,-0.69,0.21,-0.51,-0.54
2021.4.10 19:39:52:214,0.01,0.78,-0.39,0.40,0.82,-0.36,0.05,0.21,-0.55,0.39,0.21,-0.56,0.21,1.72,-0.44,-0.16,-0.27,-0.58,0.15,-0.46,-0.54
2021.4.10 19:39:52:224,0.01,0.78,-0.40,0.40,0.82,-0.36,0.05,0.21,-0.55,0.39,0.21,-0.56,0.21,1.72,-0.44,-0.18,-0.24,-0.53,0.13,-0.40,-0.50
2021.4.10 19:39:52:238,0.01,0.77,-0.41,0.40,0.81,-0.37,0.05,0.21,-0.55,0.39,0.21,-0.56,0.21,1.72,-0.44,-0.20,-0.20,-0.47,0.18,-0.36,-0.46
2021.4.10 19:39:52:255,0.00,0.77,-0.41,0.41,0.81,-0.38,0.05,0.21,-0.55,0.39,0.21,-0.56,0.21,1.72,-0.44,-0.21,-0.14,-0.38,0.21,-0.27,-0.36
2021.4.10 19:39:52:266,0.00,0.77,-0.41,0.41,0.80,-0.38,0.05,0.21,-0.55,0.39,0.21,-0.56,0.21,1.72,-0.44,-0.23,-0.09,-0.24,0.23,-0.20,-0.31
2021.4.10 19:39:52:276,0.00,0.77,-0.42,0.41,0.80,-0.38,0.05,0.21,-0.55,0.39,0.21,-0.56,0.21,1.72,-0.44,-0.25,-0.06,-0.17,0.24,-0.18,-0.30
2021.4.10 19:39:52:288,0.00,0.77,-0.42,0.42,0.80,-0.39,0.05,0.21,-0.55,0.39,0.21,-0.56,0.21,1.72,-0.44,-0.27,-0.02,-0.06,0.23,-0.18,-0.29
2021.4.10 19:39:52:301,-0.01,0.77,-0.42,0.42,0.80,-0.39,0.05,0.21,-0.55,0.39,0.21,-0.56,0.21,1.72,-0.44,-0.28,0.03,0.05,0.22,-0.17,-0.27
2021.4.10 19:39:52:311,-0.01,0.77,-0.41,0.42,0.80,-0.39,0.05,0.21,-0.55,0.39,0.21,-0.56,0.21,1.72,-0.44,-0.27,0.06,0.09,0.24,-0.14,-0.23
2021.4.10 19:39:52:321,-0.01,0.77,-0.41,0.42,0.80,-0.39,0.05,0.21,-0.55,0.39,0.21,-0.56,0.21,1.72,-0.44,-0.26,0.07,0.10,0.25,-0.13,-0.21
2021.4.10 19:39:52:333,-0.02,0.77,-0.41,0.43,0.79,-0.40,0.05,0.21,-0.55,0.39,0.21,-0.56,0.21,1.72,-0.44,-0.22,0.09,0.13,0.25,-0.11,-0.21
2021.4.10 19:39:52:344,-0.02,0.78,-0.41,0.43,0.79,-0.40,0.05,0.21,-0.55,0.39,0.21,-0.56,0.21,1.72,-0.44,-0.19,0.10,0.13,0.23,-0.11,-0.20
2021.4.10 19:39:52:353,-0.02,0.78,-0.41,0.43,0.79,-0.40,0.05,0.21,-0.55,0.39,0.21,-0.56,0.21,1.72,-0.44,-0.17,0.10,0.13,0.22,-0.11,-0.20
