time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.5 20:17:35:304,-0.01,0.74,-0.05,0.24,1.22,0.08,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.15,1.67,-0.13
2021.4.5 20:17:35:451,-0.01,0.74,-0.05,0.23,1.22,0.08,0.00,0.22,-0.16,0.23,0.21,-0.20,0.15,1.68,-0.13
2021.4.5 20:17:35:474,-0.01,0.73,-0.05,0.23,1.22,0.08,0.00,0.22,-0.16,0.23,0.21,-0.20,0.15,1.68,-0.13
2021.4.5 20:17:35:493,-0.01,0.73,-0.05,0.23,1.21,0.08,0.00,0.22,-0.16,0.23,0.21,-0.20,0.15,1.68,-0.13
2021.4.5 20:17:35:508,-0.01,0.73,-0.05,0.23,1.21,0.08,0.00,0.22,-0.16,0.23,0.21,-0.20,0.15,1.68,-0.13
2021.4.5 20:17:35:523,-0.01,0.73,-0.05,0.22,1.21,0.08,0.00,0.22,-0.16,0.23,0.21,-0.20,0.15,1.68,-0.14
2021.4.5 20:17:35:536,-0.01,0.73,-0.05,0.22,1.20,0.08,0.00,0.22,-0.16,0.23,0.21,-0.20,0.15,1.68,-0.14
2021.4.5 20:17:35:546,-0.01,0.73,-0.05,0.22,1.20,0.08,0.00,0.22,-0.16,0.23,0.21,-0.20,0.15,1.68,-0.14
2021.4.5 20:17:35:558,-0.01,0.73,-0.05,0.22,1.19,0.08,0.00,0.22,-0.16,0.23,0.21,-0.20,0.15,1.68,-0.14
2021.4.5 20:17:35:567,-0.01,0.73,-0.05,0.22,1.18,0.08,0.00,0.22,-0.16,0.23,0.21,-0.20,0.15,1.68,-0.14
2021.4.5 20:17:35:576,-0.01,0.73,-0.05,0.22,1.18,0.09,0.00,0.22,-0.17,0.23,0.21,-0.20,0.15,1.68,-0.14
2021.4.5 20:17:35:590,-0.02,0.73,-0.05,0.21,1.16,0.09,0.00,0.22,-0.17,0.23,0.21,-0.20,0.15,1.68,-0.14
2021.4.5 20:17:35:615,-0.02,0.73,-0.05,0.21,1.14,0.09,-0.01,0.22,-0.18,0.23,0.21,-0.20,0.14,1.67,-0.14
2021.4.5 20:17:35:634,-0.02,0.73,-0.05,0.21,1.11,0.10,-0.01,0.22,-0.18,0.23,0.21,-0.20,0.14,1.67,-0.14
2021.4.5 20:17:35:657,-0.02,0.73,-0.04,0.20,1.08,0.10,-0.01,0.22,-0.18,0.23,0.21,-0.20,0.14,1.67,-0.14
2021.4.5 20:17:35:679,-0.02,0.73,-0.04,0.20,1.04,0.10,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.15,1.67,-0.14
2021.4.5 20:17:35:702,-0.02,0.73,-0.04,0.20,1.00,0.10,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.15,1.67,-0.14
2021.4.5 20:17:35:724,-0.02,0.74,-0.03,0.20,0.95,0.10,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.15,1.68,-0.13
2021.4.5 20:17:35:749,-0.02,0.74,-0.03,0.20,0.90,0.09,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.15,1.68,-0.13
2021.4.5 20:17:35:769,-0.02,0.74,-0.03,0.21,0.87,0.08,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.15,1.68,-0.13
2021.4.5 20:17:35:791,-0.02,0.75,-0.02,0.22,0.84,0.07,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.15,1.68,-0.13
2021.4.5 20:17:35:815,-0.02,0.75,-0.02,0.23,0.80,0.05,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.15,1.67,-0.13
2021.4.5 20:17:35:837,-0.02,0.75,-0.02,0.23,0.78,0.03,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.14,1.67,-0.13
2021.4.5 20:17:35:858,-0.02,0.76,-0.02,0.24,0.75,0.02,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.14,1.67,-0.13
2021.4.5 20:17:35:880,-0.02,0.76,-0.02,0.25,0.73,0.00,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.14,1.67,-0.13
2021.4.5 20:17:35:903,-0.02,0.76,-0.02,0.27,0.71,-0.02,-0.01,0.22,-0.18,0.23,0.21,-0.20,0.14,1.67,-0.13
2021.4.5 20:17:35:926,-0.02,0.76,-0.03,0.28,0.69,-0.05,-0.01,0.22,-0.18,0.23,0.21,-0.20,0.14,1.67,-0.13
2021.4.5 20:17:35:947,-0.02,0.76,-0.03,0.29,0.68,-0.07,-0.01,0.22,-0.18,0.23,0.21,-0.20,0.14,1.67,-0.13
2021.4.5 20:17:35:970,-0.02,0.76,-0.03,0.31,0.68,-0.09,-0.01,0.22,-0.18,0.23,0.21,-0.20,0.14,1.67,-0.12
2021.4.5 20:17:35:994,-0.02,0.75,-0.04,0.32,0.67,-0.11,-0.01,0.22,-0.18,0.23,0.21,-0.20,0.14,1.66,-0.12
2021.4.5 20:17:36:14,-0.02,0.75,-0.04,0.33,0.67,-0.12,-0.01,0.22,-0.18,0.23,0.21,-0.20,0.14,1.66,-0.12
2021.4.5 20:17:36:37,-0.02,0.75,-0.04,0.34,0.67,-0.13,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.13,1.66,-0.12
2021.4.5 20:17:36:59,-0.02,0.75,-0.04,0.34,0.67,-0.13,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.13,1.66,-0.12
2021.4.5 20:17:36:83,-0.02,0.75,-0.04,0.35,0.67,-0.13,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.13,1.66,-0.12
2021.4.5 20:17:36:94,-0.03,0.75,-0.04,0.35,0.67,-0.13,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.13,1.66,-0.12
2021.4.5 20:17:36:104,-0.03,0.75,-0.04,0.35,0.68,-0.13,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.13,1.66,-0.12
2021.4.5 20:17:36:116,-0.03,0.75,-0.04,0.35,0.68,-0.13,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.13,1.66,-0.12
2021.4.5 20:17:36:129,-0.03,0.76,-0.04,0.35,0.68,-0.13,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.13,1.66,-0.12
2021.4.5 20:17:36:138,-0.03,0.76,-0.04,0.35,0.68,-0.13,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.13,1.66,-0.12
2021.4.5 20:17:36:149,-0.04,0.76,-0.03,0.35,0.69,-0.12,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.12,1.66,-0.12
2021.4.5 20:17:36:159,-0.04,0.76,-0.03,0.35,0.69,-0.12,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.12,1.66,-0.12
2021.4.5 20:17:36:171,-0.04,0.76,-0.03,0.35,0.69,-0.11,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.12,1.66,-0.12
2021.4.5 20:17:36:185,-0.05,0.77,-0.02,0.35,0.70,-0.11,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.12,1.66,-0.12
2021.4.5 20:17:36:194,-0.05,0.77,-0.02,0.35,0.70,-0.10,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.12,1.66,-0.12
2021.4.5 20:17:36:203,-0.05,0.78,-0.01,0.35,0.71,-0.09,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.12,1.66,-0.12
2021.4.5 20:17:36:216,-0.06,0.78,-0.01,0.35,0.71,-0.09,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.12,1.66,-0.12
2021.4.5 20:17:36:230,-0.06,0.79,0.00,0.35,0.72,-0.08,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.12,1.66,-0.12
2021.4.5 20:17:36:240,-0.07,0.79,0.00,0.35,0.72,-0.07,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.12,1.66,-0.12
2021.4.5 20:17:36:249,-0.07,0.79,0.01,0.35,0.73,-0.07,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.12,1.66,-0.12
2021.4.5 20:17:36:263,-0.08,0.80,0.01,0.35,0.74,-0.06,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.12,1.66,-0.12
2021.4.5 20:17:36:274,-0.08,0.81,0.02,0.35,0.74,-0.05,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.12,1.66,-0.12
2021.4.5 20:17:36:282,-0.08,0.81,0.02,0.35,0.75,-0.04,-0.01,0.22,-0.17,0.23,0.21,-0.20,0.12,1.66,-0.12
