time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.3 15:46:22:770,-0.08,1.05,0.47,0.10,1.20,0.43,-0.16,0.24,0.16,0.13,0.19,0.11,-0.03,1.64,0.22
2021.4.3 15:46:22:819,-0.08,1.05,0.47,0.10,1.19,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.03,1.64,0.22
2021.4.3 15:46:22:822,-0.08,1.05,0.47,0.10,1.19,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.03,1.64,0.22
2021.4.3 15:46:22:825,-0.08,1.05,0.47,0.10,1.19,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.03,1.64,0.22
2021.4.3 15:46:22:832,-0.08,1.05,0.47,0.10,1.19,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.03,1.64,0.22
2021.4.3 15:46:22:840,-0.08,1.05,0.47,0.10,1.19,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.03,1.64,0.22
2021.4.3 15:46:22:851,-0.08,1.05,0.47,0.10,1.19,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.03,1.64,0.22
2021.4.3 15:46:22:862,-0.08,1.05,0.47,0.10,1.19,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.64,0.22
2021.4.3 15:46:22:873,-0.08,1.05,0.47,0.10,1.19,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.64,0.22
2021.4.3 15:46:22:885,-0.08,1.05,0.47,0.10,1.20,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.64,0.21
2021.4.3 15:46:22:896,-0.08,1.05,0.47,0.10,1.20,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.64,0.21
2021.4.3 15:46:22:907,-0.08,1.05,0.47,0.10,1.20,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.64,0.21
2021.4.3 15:46:22:918,-0.08,1.05,0.47,0.10,1.20,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:22:929,-0.08,1.05,0.47,0.10,1.19,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:22:940,-0.08,1.05,0.47,0.10,1.19,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:22:952,-0.08,1.05,0.47,0.11,1.19,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:22:963,-0.08,1.05,0.47,0.11,1.19,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:22:974,-0.08,1.05,0.47,0.11,1.19,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:22:985,-0.08,1.05,0.47,0.11,1.19,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:22:996,-0.08,1.05,0.47,0.11,1.19,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:23:07,-0.08,1.05,0.47,0.11,1.19,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:23:18,-0.08,1.05,0.47,0.11,1.19,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:23:30,-0.08,1.05,0.47,0.11,1.19,0.43,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:23:41,-0.08,1.05,0.47,0.11,1.19,0.42,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:23:52,-0.08,1.05,0.47,0.11,1.19,0.42,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:23:63,-0.08,1.05,0.47,0.11,1.19,0.42,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:23:74,-0.08,1.05,0.47,0.11,1.19,0.42,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:23:85,-0.08,1.05,0.47,0.11,1.19,0.42,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:23:97,-0.08,1.05,0.47,0.11,1.18,0.42,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:23:108,-0.08,1.05,0.47,0.11,1.18,0.42,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:23:119,-0.08,1.05,0.47,0.11,1.18,0.42,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:23:130,-0.08,1.05,0.48,0.11,1.18,0.42,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:23:141,-0.08,1.05,0.48,0.11,1.18,0.42,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:23:152,-0.08,1.05,0.48,0.11,1.17,0.42,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
2021.4.3 15:46:23:164,-0.08,1.05,0.48,0.11,1.17,0.42,-0.16,0.23,0.16,0.13,0.19,0.11,-0.04,1.65,0.21
