time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.4 16:56:09:237,-0.13,1.09,0.63,0.05,1.17,0.63,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,1.59,0.37
2021.4.4 16:56:09:393,-0.13,1.09,0.63,0.06,1.16,0.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,1.59,0.36
2021.4.4 16:56:09:413,-0.13,1.09,0.63,0.05,1.16,0.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,1.59,0.36
2021.4.4 16:56:09:443,-0.13,1.09,0.63,0.05,1.16,0.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,1.59,0.36
2021.4.4 16:56:09:456,-0.13,1.09,0.63,0.05,1.16,0.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,1.59,0.36
2021.4.4 16:56:09:465,-0.13,1.09,0.63,0.05,1.16,0.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,1.59,0.36
2021.4.4 16:56:09:474,-0.13,1.09,0.63,0.05,1.16,0.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,1.59,0.36
2021.4.4 16:56:09:485,-0.13,1.09,0.63,0.05,1.16,0.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,1.59,0.36
2021.4.4 16:56:09:500,-0.13,1.09,0.63,0.05,1.16,0.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,1.59,0.36
2021.4.4 16:56:09:510,-0.13,1.09,0.63,0.06,1.16,0.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,1.59,0.36
2021.4.4 16:56:09:519,-0.13,1.09,0.63,0.06,1.16,0.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,1.59,0.36
2021.4.4 16:56:09:529,-0.13,1.09,0.63,0.06,1.16,0.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,1.59,0.36
2021.4.4 16:56:09:538,-0.13,1.09,0.63,0.06,1.15,0.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,1.59,0.36
2021.4.4 16:56:09:557,-0.13,1.09,0.63,0.06,1.15,0.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,1.59,0.36
2021.4.4 16:56:09:580,-0.13,1.09,0.63,0.06,1.15,0.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,1.59,0.36
2021.4.4 16:56:09:611,-0.13,1.09,0.63,0.06,1.15,0.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,1.59,0.36
2021.4.4 16:56:09:625,-0.13,1.09,0.63,0.06,1.15,0.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,1.59,0.36
2021.4.4 16:56:09:647,-0.13,1.09,0.63,0.06,1.15,0.62,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,1.59,0.36
