time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.16 15:38:43:899,-0.30,1.10,-0.33,0.03,1.11,-0.28,-0.22,0.21,-0.64,-0.03,0.18,-0.65,-0.09,1.57,-0.58,-0.07,-0.02,-0.03,0.00,0.02,-0.01
2021.4.16 15:38:44:51,-0.31,1.10,-0.33,0.04,1.12,-0.28,-0.22,0.21,-0.64,-0.03,0.18,-0.65,-0.09,1.57,-0.58,-0.01,0.00,0.00,0.04,0.07,-0.01
2021.4.16 15:38:44:59,-0.31,1.10,-0.33,0.04,1.12,-0.28,-0.22,0.21,-0.64,-0.03,0.18,-0.65,-0.09,1.57,-0.58,0.00,0.00,0.00,0.05,0.06,-0.01
2021.4.16 15:38:44:83,-0.31,1.10,-0.33,0.04,1.12,-0.28,-0.22,0.21,-0.64,-0.03,0.18,-0.65,-0.09,1.57,-0.58,0.01,0.00,0.00,0.04,0.04,-0.02
2021.4.16 15:38:44:96,-0.31,1.10,-0.33,0.04,1.12,-0.28,-0.22,0.21,-0.64,-0.03,0.18,-0.65,-0.09,1.57,-0.58,0.01,0.00,0.00,0.04,0.04,-0.03
2021.4.16 15:38:44:103,-0.31,1.10,-0.33,0.04,1.12,-0.28,-0.22,0.21,-0.64,-0.03,0.18,-0.65,-0.09,1.57,-0.58,0.02,0.00,0.00,0.04,0.04,-0.03
2021.4.16 15:38:44:111,-0.31,1.10,-0.33,0.04,1.12,-0.28,-0.22,0.21,-0.64,-0.03,0.18,-0.65,-0.09,1.57,-0.58,0.02,0.00,0.00,0.04,0.04,-0.03
2021.4.16 15:38:44:117,-0.31,1.10,-0.33,0.04,1.12,-0.28,-0.22,0.21,-0.64,-0.03,0.18,-0.65,-0.09,1.57,-0.58,0.02,0.00,0.00,0.04,0.04,-0.03
2021.4.16 15:38:44:127,-0.31,1.10,-0.33,0.04,1.12,-0.28,-0.22,0.21,-0.64,-0.03,0.18,-0.65,-0.09,1.57,-0.58,0.03,0.00,0.01,0.03,0.03,-0.04
2021.4.16 15:38:44:138,-0.31,1.10,-0.33,0.04,1.12,-0.28,-0.22,0.21,-0.64,-0.03,0.18,-0.65,-0.09,1.57,-0.58,0.03,0.00,0.01,0.03,0.02,-0.04
