time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.4 15:53:54:905,-0.17,1.15,0.53,-0.04,1.10,0.50,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.56,0.32
2021.4.4 15:53:55:58,-0.17,1.15,0.53,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.56,0.32
2021.4.4 15:53:55:73,-0.17,1.15,0.53,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.56,0.32
2021.4.4 15:53:55:93,-0.17,1.15,0.53,-0.04,1.09,0.50,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.56,0.32
2021.4.4 15:53:55:118,-0.17,1.15,0.53,-0.04,1.09,0.50,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.56,0.33
2021.4.4 15:53:55:130,-0.17,1.15,0.53,-0.04,1.09,0.50,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.56,0.33
2021.4.4 15:53:55:142,-0.17,1.15,0.53,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.56,0.33
2021.4.4 15:53:55:151,-0.17,1.15,0.53,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.56,0.33
2021.4.4 15:53:55:160,-0.17,1.15,0.53,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.56,0.33
2021.4.4 15:53:55:169,-0.17,1.15,0.53,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.56,0.33
2021.4.4 15:53:55:178,-0.17,1.15,0.53,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.56,0.33
2021.4.4 15:53:55:190,-0.18,1.15,0.53,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.56,0.33
2021.4.4 15:53:55:219,-0.18,1.15,0.53,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.56,0.33
2021.4.4 15:53:55:233,-0.18,1.15,0.53,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.56,0.33
2021.4.4 15:53:55:258,-0.18,1.15,0.54,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.56,0.33
2021.4.4 15:53:55:278,-0.18,1.15,0.54,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.56,0.33
2021.4.4 15:53:55:300,-0.18,1.15,0.54,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.56,0.33
2021.4.4 15:53:55:324,-0.18,1.15,0.54,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:345,-0.18,1.15,0.54,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:367,-0.18,1.15,0.54,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:393,-0.18,1.15,0.54,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:417,-0.18,1.15,0.54,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.56,0.33
2021.4.4 15:53:55:434,-0.18,1.15,0.54,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:457,-0.18,1.15,0.54,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:480,-0.18,1.15,0.54,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:503,-0.18,1.15,0.54,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:523,-0.18,1.15,0.54,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:546,-0.18,1.14,0.54,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:571,-0.18,1.14,0.55,-0.04,1.09,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:591,-0.18,1.14,0.55,-0.04,1.08,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:613,-0.18,1.14,0.55,-0.04,1.08,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:635,-0.19,1.14,0.55,-0.04,1.08,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:657,-0.19,1.14,0.56,-0.04,1.08,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:681,-0.20,1.14,0.56,-0.04,1.08,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:693,-0.21,1.14,0.56,-0.04,1.08,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:702,-0.21,1.14,0.57,-0.04,1.08,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:716,-0.22,1.14,0.57,-0.04,1.08,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:725,-0.22,1.14,0.57,-0.03,1.08,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:735,-0.23,1.14,0.57,-0.03,1.08,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:747,-0.24,1.14,0.58,-0.03,1.08,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:759,-0.24,1.14,0.58,-0.03,1.08,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:774,-0.25,1.14,0.58,-0.03,1.08,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:785,-0.26,1.14,0.58,-0.03,1.08,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:795,-0.27,1.15,0.58,-0.03,1.08,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:803,-0.27,1.15,0.58,-0.02,1.08,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:814,-0.27,1.15,0.59,-0.02,1.08,0.51,-0.24,0.11,0.23,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:825,-0.28,1.15,0.59,-0.02,1.08,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:836,-0.28,1.15,0.59,-0.02,1.08,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:848,-0.28,1.15,0.59,-0.02,1.09,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:861,-0.29,1.16,0.59,-0.02,1.09,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:879,-0.29,1.16,0.59,-0.01,1.09,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:888,-0.28,1.16,0.59,-0.01,1.09,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:896,-0.28,1.16,0.59,-0.01,1.09,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:907,-0.28,1.16,0.59,-0.01,1.09,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:918,-0.28,1.16,0.59,-0.01,1.09,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:927,-0.27,1.17,0.59,-0.01,1.09,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:940,-0.27,1.17,0.59,-0.01,1.09,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:950,-0.27,1.17,0.59,-0.01,1.09,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:966,-0.26,1.16,0.59,-0.01,1.09,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:979,-0.25,1.16,0.59,-0.02,1.09,0.52,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:989,-0.25,1.16,0.59,-0.02,1.09,0.52,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.33
2021.4.4 15:53:55:997,-0.24,1.16,0.58,-0.02,1.09,0.52,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.32
2021.4.4 15:53:56:06,-0.24,1.16,0.58,-0.02,1.09,0.52,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.32
2021.4.4 15:53:56:15,-0.23,1.16,0.58,-0.02,1.09,0.52,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.32
2021.4.4 15:53:56:31,-0.23,1.16,0.58,-0.02,1.09,0.52,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.32
2021.4.4 15:53:56:42,-0.22,1.15,0.58,-0.03,1.09,0.52,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.32
2021.4.4 15:53:56:59,-0.22,1.15,0.58,-0.03,1.09,0.52,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.32
2021.4.4 15:53:56:71,-0.22,1.15,0.57,-0.03,1.09,0.52,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.32
2021.4.4 15:53:56:80,-0.22,1.15,0.57,-0.03,1.09,0.52,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.32
2021.4.4 15:53:56:90,-0.22,1.15,0.57,-0.04,1.09,0.52,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.32
2021.4.4 15:53:56:98,-0.22,1.15,0.57,-0.04,1.10,0.52,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.32
2021.4.4 15:53:56:108,-0.22,1.15,0.57,-0.04,1.10,0.52,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.32
2021.4.4 15:53:56:116,-0.22,1.15,0.57,-0.04,1.10,0.52,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.32
2021.4.4 15:53:56:127,-0.23,1.15,0.57,-0.04,1.10,0.52,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.32
2021.4.4 15:53:56:139,-0.23,1.15,0.57,-0.04,1.10,0.52,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,1.55,0.32
