time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.19 10:36:50:792,-0.06,1.00,0.21,0.18,1.21,0.16,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,-0.01,0.01,0.00,0.05,0.05,0.02
2021.4.19 10:36:50:928,-0.06,1.00,0.21,0.18,1.23,0.15,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,0.01,0.01,-0.01,0.07,0.25,-0.14
2021.4.19 10:36:50:937,-0.06,1.00,0.21,0.18,1.23,0.15,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,0.00,0.01,-0.01,0.08,0.26,-0.16
2021.4.19 10:36:50:953,-0.06,1.00,0.21,0.18,1.23,0.15,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,0.00,0.00,-0.01,0.09,0.26,-0.17
2021.4.19 10:36:50:964,-0.06,1.00,0.21,0.19,1.24,0.15,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,-0.01,0.00,-0.01,0.10,0.25,-0.18
2021.4.19 10:36:50:973,-0.06,1.00,0.21,0.19,1.24,0.14,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.55,-0.04,-0.01,0.00,-0.01,0.11,0.24,-0.18
2021.4.19 10:36:50:979,-0.06,1.00,0.21,0.19,1.24,0.14,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,-0.01,0.00,-0.01,0.11,0.23,-0.18
2021.4.19 10:36:50:984,-0.06,1.00,0.21,0.19,1.24,0.14,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,-0.01,0.00,0.00,0.11,0.22,-0.18
2021.4.19 10:36:50:995,-0.06,1.00,0.21,0.19,1.24,0.14,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,-0.01,-0.01,0.00,0.11,0.20,-0.18
2021.4.19 10:36:51:10,-0.06,1.00,0.21,0.19,1.25,0.14,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,-0.01,-0.01,0.00,0.11,0.16,-0.17
2021.4.19 10:36:51:17,-0.06,1.00,0.21,0.19,1.25,0.14,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,-0.02,-0.01,0.00,0.12,0.15,-0.17
2021.4.19 10:36:51:29,-0.06,1.00,0.21,0.19,1.25,0.13,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,-0.02,0.00,0.00,0.12,0.11,-0.15
2021.4.19 10:36:51:41,-0.06,1.00,0.21,0.19,1.25,0.13,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,-0.02,0.00,0.00,0.12,0.07,-0.14
2021.4.19 10:36:51:51,-0.06,1.00,0.21,0.20,1.25,0.13,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,-0.02,0.00,0.00,0.13,0.03,-0.12
2021.4.19 10:36:51:62,-0.06,1.00,0.21,0.20,1.25,0.13,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,-0.02,0.00,0.00,0.13,0.00,-0.10
2021.4.19 10:36:51:74,-0.06,1.00,0.21,0.20,1.25,0.13,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,-0.01,0.00,0.00,0.13,-0.04,-0.09
2021.4.19 10:36:51:85,-0.06,1.00,0.21,0.20,1.25,0.13,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,-0.01,0.01,0.00,0.12,-0.06,-0.08
2021.4.19 10:36:51:97,-0.06,1.00,0.21,0.20,1.25,0.13,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,-0.01,0.01,0.00,0.12,-0.09,-0.07
2021.4.19 10:36:51:108,-0.06,1.00,0.21,0.20,1.24,0.13,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,0.00,0.01,0.00,0.12,-0.13,-0.05
2021.4.19 10:36:51:118,-0.06,1.00,0.21,0.20,1.24,0.13,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,0.00,0.02,0.00,0.11,-0.15,-0.04
2021.4.19 10:36:51:130,-0.06,1.00,0.21,0.21,1.24,0.13,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,0.01,0.02,0.00,0.11,-0.17,-0.03
2021.4.19 10:36:51:141,-0.06,1.00,0.21,0.21,1.24,0.13,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,0.01,0.02,0.00,0.11,-0.20,-0.02
2021.4.19 10:36:51:152,-0.06,1.00,0.21,0.21,1.24,0.13,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,0.01,0.02,0.00,0.10,-0.21,-0.01
2021.4.19 10:36:51:163,-0.06,1.00,0.21,0.21,1.23,0.13,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,0.02,0.03,0.00,0.09,-0.22,-0.01
2021.4.19 10:36:51:174,-0.06,1.00,0.21,0.21,1.23,0.13,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,0.02,0.03,0.00,0.08,-0.22,-0.01
2021.4.19 10:36:51:185,-0.06,1.00,0.21,0.21,1.23,0.13,-0.12,0.16,-0.10,0.13,0.16,-0.13,0.00,1.56,-0.04,0.03,0.04,0.00,0.07,-0.22,-0.01
