time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.4 16:44:02:576,-0.19,1.27,0.26,-0.37,1.18,0.29,-0.74,0.73,1.71,0.00,0.00,0.00,-0.35,1.75,-0.01
2021.4.4 16:44:02:730,-0.19,1.26,0.26,-0.38,1.18,0.29,-0.74,0.73,1.71,0.00,0.00,0.00,-0.35,1.75,-0.02
2021.4.4 16:44:02:743,-0.19,1.26,0.26,-0.38,1.18,0.29,-0.74,0.73,1.71,0.00,0.00,0.00,-0.35,1.75,-0.02
2021.4.4 16:44:02:766,-0.19,1.26,0.26,-0.37,1.18,0.29,-0.74,0.73,1.71,0.00,0.00,0.00,-0.35,1.75,-0.02
2021.4.4 16:44:02:780,-0.19,1.26,0.26,-0.37,1.18,0.29,-0.74,0.73,1.71,0.00,0.00,0.00,-0.35,1.75,-0.02
2021.4.4 16:44:02:792,-0.19,1.26,0.26,-0.37,1.18,0.29,-0.74,0.73,1.71,0.00,0.00,0.00,-0.35,1.75,-0.02
2021.4.4 16:44:02:802,-0.19,1.26,0.26,-0.37,1.18,0.29,-0.74,0.73,1.71,0.00,0.00,0.00,-0.35,1.75,-0.02
2021.4.4 16:44:02:811,-0.19,1.26,0.26,-0.37,1.18,0.29,-0.74,0.73,1.71,0.00,0.00,0.00,-0.35,1.75,-0.02
2021.4.4 16:44:02:820,-0.19,1.26,0.26,-0.37,1.18,0.29,-0.74,0.73,1.71,0.00,0.00,0.00,-0.35,1.75,-0.02
2021.4.4 16:44:02:829,-0.19,1.26,0.26,-0.37,1.18,0.29,-0.74,0.73,1.71,0.00,0.00,0.00,-0.35,1.75,-0.02
2021.4.4 16:44:02:838,-0.19,1.26,0.26,-0.37,1.18,0.29,-0.74,0.73,1.71,0.00,0.00,0.00,-0.35,1.74,-0.02
2021.4.4 16:44:02:848,-0.19,1.26,0.26,-0.37,1.18,0.29,-0.74,0.73,1.71,0.00,0.00,0.00,-0.36,1.74,-0.02
2021.4.4 16:44:02:866,-0.19,1.26,0.26,-0.37,1.18,0.29,-0.74,0.73,1.71,0.00,0.00,0.00,-0.36,1.74,-0.02
2021.4.4 16:44:02:887,-0.19,1.26,0.26,-0.37,1.18,0.29,-0.74,0.73,1.71,0.00,0.00,0.00,-0.36,1.74,-0.02
2021.4.4 16:44:02:907,-0.19,1.26,0.26,-0.37,1.18,0.29,-0.74,0.73,1.71,0.00,0.00,0.00,-0.36,1.75,-0.02
2021.4.4 16:44:02:929,-0.19,1.25,0.26,-0.37,1.18,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.36,1.75,-0.02
2021.4.4 16:44:02:954,-0.19,1.25,0.26,-0.37,1.18,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.36,1.74,-0.02
2021.4.4 16:44:02:975,-0.19,1.25,0.26,-0.37,1.18,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.36,1.75,-0.02
2021.4.4 16:44:02:997,-0.19,1.25,0.26,-0.37,1.18,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.36,1.75,-0.03
2021.4.4 16:44:03:19,-0.19,1.25,0.26,-0.37,1.18,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.36,1.75,-0.03
2021.4.4 16:44:03:42,-0.19,1.25,0.26,-0.37,1.18,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.36,1.75,-0.03
2021.4.4 16:44:03:65,-0.19,1.25,0.26,-0.37,1.18,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.36,1.75,-0.02
2021.4.4 16:44:03:85,-0.19,1.25,0.26,-0.37,1.19,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.36,1.74,-0.02
2021.4.4 16:44:03:108,-0.19,1.25,0.26,-0.37,1.19,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.36,1.74,-0.02
2021.4.4 16:44:03:131,-0.19,1.25,0.26,-0.37,1.19,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.36,1.74,-0.02
2021.4.4 16:44:03:155,-0.19,1.25,0.25,-0.37,1.19,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.36,1.73,-0.02
2021.4.4 16:44:03:175,-0.19,1.25,0.25,-0.37,1.19,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.36,1.73,-0.01
2021.4.4 16:44:03:197,-0.19,1.25,0.25,-0.38,1.19,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.35,1.73,-0.01
2021.4.4 16:44:03:220,-0.19,1.25,0.25,-0.38,1.19,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.35,1.72,-0.01
2021.4.4 16:44:03:244,-0.19,1.25,0.25,-0.38,1.18,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.35,1.72,0.00
2021.4.4 16:44:03:264,-0.19,1.24,0.25,-0.38,1.18,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.35,1.71,0.00
2021.4.4 16:44:03:286,-0.19,1.24,0.25,-0.38,1.18,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.35,1.71,0.00
2021.4.4 16:44:03:309,-0.19,1.24,0.25,-0.38,1.18,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.35,1.71,0.00
2021.4.4 16:44:03:339,-0.19,1.24,0.26,-0.38,1.18,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.35,1.70,0.01
2021.4.4 16:44:03:354,-0.19,1.24,0.26,-0.38,1.18,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.35,1.70,0.01
