time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.4 16:20:52:141,-0.27,0.96,0.38,0.04,0.95,0.35,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.16
2021.4.4 16:20:52:292,-0.27,0.96,0.38,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.16
2021.4.4 16:20:52:305,-0.27,0.96,0.38,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.16
2021.4.4 16:20:52:323,-0.27,0.96,0.38,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.16
2021.4.4 16:20:52:344,-0.27,0.96,0.38,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.16
2021.4.4 16:20:52:353,-0.27,0.96,0.38,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.16
2021.4.4 16:20:52:361,-0.27,0.96,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.16
2021.4.4 16:20:52:370,-0.27,0.96,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.16
2021.4.4 16:20:52:383,-0.27,0.96,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.16
2021.4.4 16:20:52:392,-0.27,0.96,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.16
2021.4.4 16:20:52:402,-0.27,0.96,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.16
2021.4.4 16:20:52:417,-0.27,0.96,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.16
2021.4.4 16:20:52:438,-0.27,0.96,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.16
2021.4.4 16:20:52:462,-0.27,0.96,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.16
2021.4.4 16:20:52:482,-0.27,0.96,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.16
2021.4.4 16:20:52:505,-0.27,0.96,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:527,-0.26,0.96,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:549,-0.26,0.96,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:571,-0.26,0.96,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:594,-0.26,0.96,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:616,-0.26,0.96,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:640,-0.26,0.97,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:661,-0.26,0.97,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:683,-0.26,0.97,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:710,-0.26,0.97,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:728,-0.26,0.97,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:751,-0.26,0.97,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:773,-0.26,0.97,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:797,-0.26,0.97,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:817,-0.26,0.97,0.37,0.04,0.95,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:839,-0.26,0.97,0.37,0.03,0.94,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:862,-0.26,0.97,0.37,0.03,0.94,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:884,-0.26,0.97,0.37,0.03,0.94,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:907,-0.26,0.97,0.37,0.03,0.94,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:917,-0.26,0.97,0.37,0.03,0.94,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:931,-0.26,0.97,0.37,0.03,0.94,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:940,-0.26,0.97,0.37,0.03,0.94,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:951,-0.26,0.97,0.37,0.03,0.94,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.38,0.15
2021.4.4 16:20:52:962,-0.26,0.97,0.37,0.03,0.94,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,1.38,0.15
2021.4.4 16:20:52:973,-0.26,0.97,0.37,0.03,0.94,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,1.38,0.15
2021.4.4 16:20:52:987,-0.26,0.97,0.37,0.03,0.94,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,1.38,0.15
2021.4.4 16:20:52:999,-0.26,0.97,0.37,0.03,0.94,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,1.38,0.15
2021.4.4 16:20:53:10,-0.26,0.97,0.37,0.03,0.94,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,1.38,0.15
2021.4.4 16:20:53:20,-0.26,0.97,0.37,0.03,0.94,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,1.38,0.15
2021.4.4 16:20:53:29,-0.26,0.97,0.37,0.04,0.94,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,1.38,0.15
2021.4.4 16:20:53:40,-0.26,0.97,0.37,0.04,0.94,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,1.38,0.15
2021.4.4 16:20:53:52,-0.26,0.97,0.37,0.04,0.94,0.34,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,1.38,0.15
