time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.9 16:36:29:348,0.07,1.17,-0.04,-0.23,1.17,-0.07,-0.15,0.19,-0.34,0.04,0.20,-0.38,-0.04,1.64,-0.37,-0.07,-0.06,-0.05,-0.05,-0.01,-0.02
2021.4.9 16:36:29:505,0.06,1.16,-0.05,-0.23,1.17,-0.07,-0.15,0.19,-0.34,0.04,0.20,-0.38,-0.04,1.64,-0.37,-0.03,-0.05,0.00,-0.01,-0.02,0.00
2021.4.9 16:36:29:518,0.06,1.16,-0.05,-0.23,1.17,-0.07,-0.15,0.19,-0.34,0.04,0.20,-0.38,-0.04,1.64,-0.37,-0.02,-0.05,-0.01,0.00,-0.01,0.00
2021.4.9 16:36:29:550,0.06,1.16,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.20,-0.38,-0.05,1.64,-0.37,-0.02,-0.05,0.00,0.01,-0.02,0.00
2021.4.9 16:36:29:564,0.06,1.16,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.20,-0.38,-0.05,1.64,-0.37,-0.02,-0.04,-0.01,0.01,-0.01,0.00
2021.4.9 16:36:29:578,0.06,1.16,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.37,-0.01,-0.04,0.00,0.01,-0.01,0.00
2021.4.9 16:36:29:588,0.06,1.16,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.37,0.00,-0.04,0.00,0.01,-0.01,0.00
2021.4.9 16:36:29:596,0.06,1.16,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.37,0.00,-0.04,-0.01,0.01,-0.01,0.00
2021.4.9 16:36:29:605,0.06,1.16,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.37,0.01,-0.03,-0.01,0.01,-0.01,0.00
2021.4.9 16:36:29:613,0.06,1.16,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.37,0.01,-0.03,-0.01,0.01,-0.01,0.00
2021.4.9 16:36:29:623,0.06,1.16,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.37,0.02,-0.03,-0.01,0.01,-0.01,0.00
2021.4.9 16:36:29:648,0.06,1.16,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.37,0.01,-0.03,-0.01,0.01,-0.01,0.00
2021.4.9 16:36:29:671,0.06,1.16,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.37,0.01,-0.03,-0.01,0.01,-0.01,0.01
2021.4.9 16:36:29:695,0.06,1.15,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.37,0.01,-0.03,-0.01,0.00,-0.01,0.01
2021.4.9 16:36:29:713,0.06,1.15,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.36,0.02,-0.03,-0.01,0.00,-0.01,0.01
2021.4.9 16:36:29:736,0.07,1.15,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.36,0.02,-0.03,-0.01,0.00,-0.01,0.01
2021.4.9 16:36:29:759,0.07,1.15,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.36,0.02,-0.03,-0.01,0.00,-0.01,0.01
2021.4.9 16:36:29:781,0.07,1.15,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.36,0.02,-0.03,-0.01,0.00,0.00,0.01
2021.4.9 16:36:29:802,0.07,1.15,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.36,0.02,-0.03,-0.01,0.00,0.00,0.01
2021.4.9 16:36:29:825,0.07,1.15,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.36,0.02,-0.03,-0.01,0.00,0.00,0.01
2021.4.9 16:36:29:856,0.07,1.15,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.36,0.02,-0.03,-0.02,0.00,0.00,0.01
2021.4.9 16:36:29:869,0.07,1.15,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.36,0.02,-0.04,-0.02,0.00,0.00,0.01
2021.4.9 16:36:29:892,0.07,1.15,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.36,0.02,-0.04,-0.02,0.00,0.00,0.01
2021.4.9 16:36:29:914,0.07,1.15,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.36,0.02,-0.04,-0.02,0.01,0.00,0.01
2021.4.9 16:36:29:938,0.07,1.15,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.36,0.02,-0.04,-0.02,0.01,0.00,0.01
2021.4.9 16:36:29:959,0.07,1.15,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.36,0.02,-0.03,-0.01,0.01,0.00,0.01
2021.4.9 16:36:29:981,0.07,1.15,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.36,0.01,-0.03,-0.01,0.02,0.00,0.01
2021.4.9 16:36:30:09,0.07,1.14,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.36,0.01,-0.03,-0.01,0.03,0.01,0.02
2021.4.9 16:36:30:26,0.07,1.14,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.36,0.01,-0.03,-0.01,0.03,0.02,0.02
2021.4.9 16:36:30:48,0.07,1.14,-0.05,-0.23,1.16,-0.07,-0.15,0.19,-0.34,0.04,0.19,-0.38,-0.05,1.64,-0.36,0.02,-0.03,-0.01,0.03,0.02,0.01
