time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.5 14:17:10:358,-0.05,1.32,0.46,0.14,1.27,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.03,1.80,0.26
2021.4.5 14:17:10:539,-0.05,1.32,0.46,0.14,1.27,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.03,1.80,0.26
2021.4.5 14:17:10:560,-0.05,1.32,0.46,0.14,1.27,0.53,-0.12,0.21,0.11,0.06,0.22,0.07,0.03,1.80,0.26
2021.4.5 14:17:10:606,-0.05,1.32,0.46,0.14,1.27,0.53,-0.12,0.21,0.11,0.06,0.22,0.07,0.03,1.80,0.26
2021.4.5 14:17:10:617,-0.05,1.32,0.46,0.14,1.27,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.80,0.26
2021.4.5 14:17:10:627,-0.05,1.32,0.46,0.14,1.27,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.80,0.26
2021.4.5 14:17:10:636,-0.05,1.32,0.46,0.14,1.27,0.53,-0.12,0.21,0.11,0.06,0.22,0.07,0.04,1.80,0.26
2021.4.5 14:17:10:648,-0.05,1.32,0.46,0.14,1.27,0.53,-0.12,0.21,0.11,0.06,0.22,0.07,0.04,1.80,0.26
2021.4.5 14:17:10:660,-0.05,1.32,0.46,0.14,1.27,0.53,-0.12,0.21,0.11,0.06,0.22,0.07,0.04,1.80,0.26
2021.4.5 14:17:10:671,-0.05,1.32,0.46,0.14,1.27,0.53,-0.12,0.21,0.11,0.06,0.22,0.07,0.04,1.80,0.26
2021.4.5 14:17:10:685,-0.05,1.32,0.46,0.14,1.27,0.53,-0.12,0.21,0.11,0.06,0.22,0.07,0.04,1.80,0.26
2021.4.5 14:17:10:708,-0.05,1.32,0.46,0.14,1.26,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.80,0.26
2021.4.5 14:17:10:738,-0.05,1.32,0.46,0.14,1.26,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.80,0.26
2021.4.5 14:17:10:754,-0.05,1.32,0.46,0.14,1.26,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.80,0.26
2021.4.5 14:17:10:776,-0.05,1.32,0.46,0.14,1.26,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.80,0.26
2021.4.5 14:17:10:797,-0.05,1.32,0.46,0.14,1.26,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.80,0.26
2021.4.5 14:17:10:820,-0.05,1.32,0.46,0.14,1.26,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.80,0.26
2021.4.5 14:17:10:845,-0.05,1.32,0.46,0.15,1.26,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.80,0.26
2021.4.5 14:17:10:864,-0.05,1.32,0.46,0.15,1.26,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.79,0.26
2021.4.5 14:17:10:892,-0.05,1.32,0.46,0.15,1.26,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.79,0.26
2021.4.5 14:17:10:911,-0.05,1.32,0.46,0.15,1.25,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.79,0.26
2021.4.5 14:17:10:931,-0.05,1.32,0.46,0.15,1.25,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.79,0.26
2021.4.5 14:17:10:955,-0.05,1.31,0.46,0.15,1.25,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.79,0.26
2021.4.5 14:17:10:976,-0.05,1.31,0.46,0.15,1.25,0.53,-0.12,0.21,0.11,0.06,0.22,0.07,0.04,1.79,0.26
2021.4.5 14:17:10:998,-0.04,1.31,0.46,0.15,1.24,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.79,0.26
2021.4.5 14:17:11:21,-0.04,1.31,0.46,0.14,1.24,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.79,0.27
2021.4.5 14:17:11:50,-0.04,1.30,0.47,0.14,1.24,0.53,-0.12,0.21,0.11,0.06,0.22,0.07,0.04,1.79,0.27
2021.4.5 14:17:11:65,-0.04,1.30,0.47,0.14,1.24,0.53,-0.12,0.21,0.11,0.06,0.22,0.07,0.04,1.79,0.27
2021.4.5 14:17:11:88,-0.04,1.30,0.47,0.14,1.23,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.79,0.27
2021.4.5 14:17:11:109,-0.04,1.29,0.47,0.15,1.23,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.79,0.27
2021.4.5 14:17:11:133,-0.04,1.28,0.48,0.15,1.23,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.79,0.27
2021.4.5 14:17:11:154,-0.05,1.28,0.48,0.15,1.23,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.79,0.27
2021.4.5 14:17:11:177,-0.05,1.27,0.48,0.15,1.23,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.79,0.27
2021.4.5 14:17:11:194,-0.05,1.26,0.49,0.15,1.23,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.78,0.27
2021.4.5 14:17:11:206,-0.05,1.26,0.49,0.15,1.23,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.78,0.27
2021.4.5 14:17:11:215,-0.05,1.25,0.49,0.15,1.23,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.78,0.27
2021.4.5 14:17:11:225,-0.05,1.25,0.49,0.15,1.23,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.78,0.27
2021.4.5 14:17:11:239,-0.05,1.24,0.50,0.15,1.23,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.78,0.27
2021.4.5 14:17:11:248,-0.06,1.24,0.50,0.15,1.23,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.78,0.27
2021.4.5 14:17:11:256,-0.06,1.23,0.50,0.15,1.23,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.78,0.27
2021.4.5 14:17:11:266,-0.06,1.23,0.50,0.15,1.23,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.78,0.27
2021.4.5 14:17:11:280,-0.06,1.22,0.50,0.15,1.24,0.53,-0.12,0.21,0.11,0.06,0.22,0.07,0.04,1.78,0.27
2021.4.5 14:17:11:291,-0.06,1.22,0.50,0.15,1.24,0.53,-0.12,0.21,0.11,0.07,0.22,0.07,0.04,1.78,0.27
