time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.3.30 20:48:34:30,-0.36,1.02,0.23,-0.20,1.05,0.16,-0.35,0.13,-0.11,-0.05,0.14,-0.03,-0.38,1.56,0.01
2021.3.30 20:48:34:273,-0.36,1.02,0.24,-0.19,1.04,0.17,-0.35,0.13,-0.11,-0.05,0.13,-0.03,-0.37,1.56,0.02
2021.3.30 20:48:34:299,-0.36,1.02,0.24,-0.19,1.04,0.17,-0.35,0.13,-0.11,-0.05,0.13,-0.03,-0.37,1.56,0.02
2021.3.30 20:48:34:333,-0.35,1.02,0.24,-0.18,1.04,0.18,-0.35,0.13,-0.11,-0.05,0.13,-0.02,-0.37,1.56,0.02
2021.3.30 20:48:34:353,-0.35,1.02,0.24,-0.18,1.04,0.18,-0.35,0.13,-0.11,-0.05,0.13,-0.02,-0.37,1.56,0.02
2021.3.30 20:48:34:370,-0.35,1.02,0.24,-0.18,1.04,0.18,-0.35,0.13,-0.11,-0.05,0.13,-0.02,-0.36,1.56,0.02
2021.3.30 20:48:34:385,-0.35,1.02,0.25,-0.18,1.04,0.18,-0.35,0.13,-0.11,-0.05,0.13,-0.02,-0.36,1.56,0.02
2021.3.30 20:48:34:407,-0.35,1.02,0.25,-0.18,1.04,0.18,-0.35,0.13,-0.11,-0.05,0.13,-0.02,-0.36,1.56,0.02
2021.3.30 20:48:34:424,-0.35,1.02,0.25,-0.17,1.04,0.18,-0.35,0.13,-0.11,-0.05,0.13,-0.02,-0.36,1.56,0.02
2021.3.30 20:48:34:448,-0.35,1.02,0.25,-0.17,1.04,0.19,-0.35,0.13,-0.11,-0.05,0.13,-0.02,-0.36,1.56,0.02
2021.3.30 20:48:34:466,-0.35,1.02,0.25,-0.17,1.04,0.19,-0.35,0.13,-0.11,-0.05,0.13,-0.02,-0.36,1.56,0.02
2021.3.30 20:48:34:486,-0.34,1.02,0.25,-0.17,1.04,0.19,-0.35,0.13,-0.11,-0.05,0.13,-0.02,-0.36,1.56,0.02
2021.3.30 20:48:34:503,-0.34,1.02,0.25,-0.17,1.04,0.19,-0.35,0.13,-0.11,-0.05,0.13,-0.02,-0.36,1.56,0.03
2021.3.30 20:48:34:521,-0.34,1.02,0.26,-0.16,1.04,0.19,-0.35,0.13,-0.11,-0.05,0.13,-0.02,-0.36,1.56,0.03
2021.3.30 20:48:34:548,-0.34,1.02,0.26,-0.16,1.04,0.20,-0.35,0.13,-0.11,-0.05,0.13,-0.02,-0.35,1.56,0.03
