time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.11 20:36:46:567,0.25,1.19,0.32,0.40,1.10,0.35,0.19,0.20,0.05,0.36,0.18,-0.01,0.32,1.64,0.11,-0.03,0.00,0.02,-0.02,-0.03,0.04
2021.4.11 20:36:46:711,0.25,1.19,0.33,0.40,1.09,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.01,-0.02,0.04,0.02,-0.03,0.02
2021.4.11 20:36:46:721,0.25,1.19,0.33,0.40,1.09,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.01,-0.02,0.04,0.02,-0.03,0.02
2021.4.11 20:36:46:740,0.25,1.19,0.33,0.40,1.09,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.02,-0.02,0.04,0.02,-0.02,0.01
2021.4.11 20:36:46:751,0.25,1.19,0.33,0.40,1.09,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.02,-0.03,0.04,0.02,-0.02,0.01
2021.4.11 20:36:46:756,0.25,1.19,0.33,0.40,1.09,0.35,0.19,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.03,-0.03,0.04,0.02,-0.02,0.01
2021.4.11 20:36:46:762,0.25,1.19,0.33,0.40,1.09,0.35,0.19,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.03,-0.03,0.04,0.02,-0.02,0.01
2021.4.11 20:36:46:773,0.25,1.19,0.33,0.40,1.09,0.35,0.19,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.03,-0.03,0.04,0.02,-0.01,0.01
2021.4.11 20:36:46:785,0.25,1.19,0.33,0.40,1.09,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.04,-0.03,0.04,0.02,-0.01,0.00
2021.4.11 20:36:46:795,0.25,1.19,0.33,0.40,1.09,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.05,-0.03,0.04,0.02,-0.01,0.00
2021.4.11 20:36:46:805,0.25,1.19,0.33,0.40,1.09,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.05,-0.03,0.04,0.03,-0.01,0.00
2021.4.11 20:36:46:817,0.25,1.19,0.33,0.40,1.09,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.05,-0.03,0.04,0.03,-0.01,0.00
2021.4.11 20:36:46:828,0.25,1.19,0.33,0.41,1.09,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.06,-0.04,0.04,0.03,-0.01,0.00
2021.4.11 20:36:46:839,0.25,1.19,0.33,0.41,1.09,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.06,-0.04,0.04,0.02,-0.02,0.00
2021.4.11 20:36:46:850,0.25,1.18,0.33,0.41,1.09,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.07,-0.04,0.04,0.02,-0.02,0.00
2021.4.11 20:36:46:861,0.25,1.18,0.33,0.41,1.09,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.07,-0.04,0.04,0.02,-0.03,0.00
2021.4.11 20:36:46:874,0.25,1.18,0.33,0.41,1.09,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.07,-0.04,0.05,0.02,-0.03,0.00
2021.4.11 20:36:46:888,0.25,1.18,0.33,0.41,1.09,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.07,-0.04,0.05,0.03,-0.04,0.00
2021.4.11 20:36:46:895,0.26,1.18,0.33,0.41,1.09,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.07,-0.04,0.04,0.03,-0.05,0.00
2021.4.11 20:36:46:906,0.26,1.18,0.33,0.41,1.09,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.07,-0.04,0.04,0.03,-0.05,0.00
2021.4.11 20:36:46:917,0.26,1.18,0.33,0.41,1.09,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.06,-0.04,0.05,0.04,-0.06,0.00
2021.4.11 20:36:46:928,0.26,1.18,0.34,0.41,1.09,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.06,-0.04,0.05,0.04,-0.07,0.00
2021.4.11 20:36:46:940,0.26,1.18,0.34,0.41,1.08,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.05,-0.04,0.05,0.05,-0.07,0.00
2021.4.11 20:36:46:951,0.26,1.18,0.34,0.41,1.08,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.05,-0.05,0.06,0.05,-0.08,0.01
2021.4.11 20:36:46:963,0.26,1.18,0.34,0.41,1.08,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.65,0.10,0.05,-0.05,0.06,0.05,-0.08,0.01
2021.4.11 20:36:46:973,0.26,1.18,0.34,0.41,1.08,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.66,0.10,0.05,-0.05,0.06,0.06,-0.09,0.01
2021.4.11 20:36:46:987,0.26,1.18,0.34,0.41,1.08,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.66,0.10,0.05,-0.06,0.07,0.06,-0.09,0.01
2021.4.11 20:36:46:995,0.26,1.18,0.34,0.41,1.08,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.66,0.10,0.04,-0.06,0.07,0.06,-0.09,0.01
2021.4.11 20:36:47:07,0.26,1.18,0.34,0.41,1.08,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.66,0.10,0.04,-0.06,0.07,0.06,-0.09,0.01
2021.4.11 20:36:47:18,0.26,1.18,0.34,0.41,1.08,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.66,0.10,0.03,-0.07,0.07,0.06,-0.10,0.01
2021.4.11 20:36:47:29,0.26,1.18,0.34,0.41,1.08,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.66,0.10,0.02,-0.07,0.08,0.07,-0.11,0.01
2021.4.11 20:36:47:40,0.26,1.18,0.34,0.41,1.08,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.31,1.66,0.10,0.01,-0.08,0.08,0.07,-0.11,0.01
2021.4.11 20:36:47:52,0.26,1.17,0.34,0.42,1.07,0.35,0.18,0.20,0.04,0.36,0.18,-0.01,0.31,1.66,0.10,0.00,-0.09,0.08,0.07,-0.12,0.01
2021.4.11 20:36:47:63,0.26,1.17,0.34,0.42,1.07,0.35,0.18,0.20,0.04,0.36,0.18,-0.01,0.31,1.66,0.10,-0.02,-0.09,0.09,0.08,-0.13,0.02
2021.4.11 20:36:47:74,0.26,1.17,0.35,0.42,1.07,0.35,0.18,0.20,0.04,0.36,0.18,-0.01,0.31,1.66,0.10,-0.03,-0.10,0.10,0.09,-0.13,0.02
2021.4.11 20:36:47:85,0.26,1.17,0.35,0.42,1.07,0.35,0.18,0.20,0.04,0.36,0.18,-0.01,0.31,1.66,0.10,-0.04,-0.11,0.10,0.09,-0.13,0.01
2021.4.11 20:36:47:96,0.26,1.17,0.35,0.42,1.07,0.35,0.18,0.20,0.04,0.36,0.18,-0.01,0.31,1.66,0.10,-0.05,-0.11,0.10,0.09,-0.13,0.01
2021.4.11 20:36:47:107,0.26,1.17,0.35,0.42,1.07,0.35,0.18,0.20,0.04,0.36,0.18,-0.01,0.32,1.66,0.10,-0.06,-0.12,0.11,0.09,-0.14,0.01
2021.4.11 20:36:47:118,0.26,1.17,0.35,0.42,1.07,0.35,0.18,0.20,0.04,0.36,0.18,-0.01,0.32,1.66,0.10,-0.08,-0.12,0.10,0.09,-0.14,0.01
2021.4.11 20:36:47:130,0.26,1.17,0.35,0.42,1.06,0.35,0.19,0.20,0.04,0.36,0.18,-0.01,0.32,1.66,0.10,-0.09,-0.12,0.10,0.08,-0.14,0.01
2021.4.11 20:36:47:142,0.26,1.16,0.35,0.42,1.06,0.35,0.19,0.20,0.04,0.36,0.18,-0.01,0.32,1.66,0.10,-0.11,-0.13,0.10,0.08,-0.14,0.01
2021.4.11 20:36:47:152,0.25,1.16,0.35,0.42,1.06,0.35,0.19,0.20,0.04,0.36,0.18,-0.01,0.32,1.66,0.10,-0.12,-0.13,0.10,0.08,-0.13,0.00
2021.4.11 20:36:47:163,0.25,1.16,0.36,0.43,1.06,0.35,0.19,0.20,0.04,0.36,0.18,-0.01,0.32,1.66,0.10,-0.13,-0.13,0.10,0.08,-0.12,0.00
2021.4.11 20:36:47:176,0.25,1.16,0.36,0.43,1.06,0.35,0.18,0.20,0.04,0.36,0.18,-0.01,0.32,1.66,0.10,-0.14,-0.14,0.10,0.08,-0.10,0.00
2021.4.11 20:36:47:185,0.25,1.16,0.36,0.43,1.06,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.32,1.66,0.10,-0.15,-0.14,0.10,0.08,-0.08,-0.01
2021.4.11 20:36:47:196,0.25,1.16,0.36,0.43,1.06,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.32,1.66,0.11,-0.16,-0.13,0.09,0.09,-0.07,-0.01
2021.4.11 20:36:47:208,0.25,1.16,0.36,0.43,1.06,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.32,1.66,0.11,-0.16,-0.13,0.09,0.09,-0.05,-0.01
2021.4.11 20:36:47:219,0.24,1.15,0.36,0.43,1.06,0.35,0.18,0.20,0.05,0.36,0.18,-0.01,0.32,1.66,0.11,-0.16,-0.13,0.09,0.09,-0.02,-0.01
