time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.7 15:02:04:778,-0.12,1.17,0.42,0.24,1.15,0.46,-0.07,0.17,0.08,0.24,0.15,0.05,0.08,1.55,0.16,0.00,0.00,0.01,0.03,0.01,0.00
2021.4.7 15:02:04:926,-0.12,1.17,0.42,0.24,1.15,0.45,-0.07,0.17,0.08,0.24,0.15,0.05,0.08,1.55,0.16,0.00,0.00,0.01,0.05,0.03,0.00
2021.4.7 15:02:04:940,-0.12,1.17,0.42,0.24,1.15,0.45,-0.07,0.17,0.08,0.24,0.15,0.05,0.08,1.55,0.16,0.00,0.00,0.01,0.06,0.02,0.01
2021.4.7 15:02:04:972,-0.12,1.17,0.42,0.24,1.15,0.46,-0.07,0.17,0.08,0.24,0.15,0.05,0.08,1.55,0.16,0.00,0.01,0.01,0.04,-0.02,0.03
2021.4.7 15:02:04:986,-0.12,1.17,0.42,0.24,1.15,0.46,-0.07,0.17,0.08,0.24,0.15,0.05,0.08,1.55,0.16,0.00,0.00,0.01,0.04,-0.03,0.03
2021.4.7 15:02:04:995,-0.12,1.17,0.42,0.24,1.15,0.46,-0.07,0.17,0.08,0.24,0.15,0.05,0.08,1.55,0.16,0.01,0.00,0.01,0.03,-0.03,0.03
2021.4.7 15:02:05:04,-0.12,1.17,0.42,0.24,1.15,0.46,-0.07,0.17,0.08,0.24,0.15,0.05,0.08,1.55,0.16,0.01,0.00,0.01,0.03,-0.04,0.02
2021.4.7 15:02:05:17,-0.12,1.17,0.42,0.24,1.15,0.46,-0.07,0.17,0.08,0.24,0.15,0.05,0.08,1.55,0.16,0.01,0.00,0.01,0.02,-0.04,0.02
2021.4.7 15:02:05:27,-0.12,1.17,0.42,0.24,1.15,0.46,-0.07,0.17,0.08,0.24,0.15,0.05,0.08,1.55,0.16,0.02,0.00,0.01,0.01,-0.04,0.01
2021.4.7 15:02:05:37,-0.12,1.17,0.42,0.24,1.15,0.46,-0.07,0.17,0.08,0.24,0.15,0.05,0.08,1.55,0.16,0.02,0.00,0.01,0.01,-0.03,0.01
2021.4.7 15:02:05:46,-0.12,1.17,0.42,0.24,1.15,0.46,-0.07,0.17,0.08,0.24,0.15,0.05,0.08,1.55,0.16,0.02,0.00,0.01,0.00,-0.02,0.00
2021.4.7 15:02:05:57,-0.12,1.17,0.42,0.24,1.15,0.46,-0.07,0.17,0.08,0.24,0.15,0.05,0.08,1.55,0.16,0.02,0.00,0.01,-0.01,-0.02,0.00
2021.4.7 15:02:05:71,-0.12,1.17,0.42,0.24,1.15,0.46,-0.07,0.17,0.08,0.24,0.15,0.05,0.08,1.55,0.16,0.01,0.00,0.02,-0.01,-0.02,-0.01
