time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.16 15:12:20:345,-0.01,1.23,0.10,0.15,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,0.01,0.00,0.00,0.01,-0.03,0.01
2021.4.16 15:12:20:487,-0.01,1.23,0.10,0.15,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,-0.02,0.00,0.00,-0.03,0.00,0.00
2021.4.16 15:12:20:499,-0.01,1.23,0.10,0.15,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,-0.02,0.00,0.00,-0.03,0.01,0.00
2021.4.16 15:12:20:521,-0.02,1.23,0.10,0.15,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,-0.02,0.00,0.00,-0.03,0.01,0.00
2021.4.16 15:12:20:531,-0.02,1.23,0.10,0.15,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,-0.02,0.00,0.00,-0.03,0.01,0.00
2021.4.16 15:12:20:538,-0.02,1.23,0.10,0.15,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,-0.02,0.00,0.00,-0.03,0.01,0.00
2021.4.16 15:12:20:543,-0.02,1.23,0.10,0.15,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,-0.02,0.00,0.00,-0.03,0.01,0.00
2021.4.16 15:12:20:548,-0.02,1.23,0.10,0.15,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,-0.02,0.00,0.00,-0.03,0.01,0.00
2021.4.16 15:12:20:558,-0.02,1.23,0.10,0.15,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,-0.02,0.00,0.00,-0.02,0.01,0.00
2021.4.16 15:12:20:569,-0.02,1.23,0.10,0.15,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,-0.02,0.00,0.00,-0.02,0.01,0.00
2021.4.16 15:12:20:581,-0.02,1.23,0.10,0.15,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,-0.02,0.00,0.00,-0.02,0.00,0.00
2021.4.16 15:12:20:592,-0.02,1.23,0.10,0.14,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,-0.01,0.00,0.00,-0.03,0.00,0.00
2021.4.16 15:12:20:605,-0.02,1.23,0.10,0.14,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,-0.01,0.00,0.00,-0.03,0.00,0.00
2021.4.16 15:12:20:614,-0.02,1.23,0.10,0.14,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,-0.01,0.01,0.00,-0.02,-0.01,0.00
2021.4.16 15:12:20:626,-0.02,1.23,0.10,0.14,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,-0.01,0.01,0.00,-0.02,0.00,0.00
2021.4.16 15:12:20:637,-0.02,1.23,0.10,0.14,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,0.00,0.01,0.00,-0.02,0.00,0.00
2021.4.16 15:12:20:648,-0.02,1.23,0.10,0.14,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,0.00,0.01,0.00,-0.02,0.00,0.00
2021.4.16 15:12:20:659,-0.02,1.23,0.10,0.14,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,0.00,0.01,0.00,-0.02,0.01,0.00
2021.4.16 15:12:20:670,-0.02,1.23,0.10,0.14,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,0.00,0.01,0.00,-0.02,0.01,0.00
2021.4.16 15:12:20:682,-0.02,1.23,0.10,0.14,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,0.00,0.01,0.00,0.00,0.01,0.00
2021.4.16 15:12:20:693,-0.02,1.23,0.10,0.14,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,0.00,0.00,0.00,0.00,0.01,0.00
2021.4.16 15:12:20:705,-0.02,1.23,0.10,0.14,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,0.00,0.00,0.00,0.00,0.01,0.00
2021.4.16 15:12:20:715,-0.02,1.23,0.10,0.14,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,0.00,0.00,0.00,0.00,0.01,0.00
2021.4.16 15:12:20:726,-0.02,1.23,0.10,0.14,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,0.00,0.00,0.00,-0.01,0.01,0.00
2021.4.16 15:12:20:737,-0.02,1.23,0.10,0.14,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,0.00,0.00,0.00,-0.01,0.01,0.00
2021.4.16 15:12:20:749,-0.02,1.23,0.10,0.14,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,0.00,0.00,0.00,-0.01,0.01,0.00
2021.4.16 15:12:20:759,-0.02,1.23,0.10,0.14,1.23,0.09,-0.06,0.16,-0.24,0.20,0.17,-0.24,0.07,1.58,-0.16,0.00,0.00,0.00,-0.02,0.01,0.00
