time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.12 11:49:39:562,-0.27,0.92,0.32,0.04,1.06,0.34,-0.24,0.17,0.02,0.02,0.17,0.02,-0.10,1.42,0.09,-0.02,0.00,0.00,0.02,-0.01,0.01
2021.4.12 11:49:39:706,-0.27,0.92,0.32,0.04,1.05,0.34,-0.24,0.17,0.02,0.01,0.17,0.02,-0.10,1.42,0.09,0.00,0.00,0.00,-0.02,-0.04,0.00
2021.4.12 11:49:39:724,-0.27,0.92,0.32,0.04,1.05,0.34,-0.24,0.17,0.02,0.01,0.17,0.02,-0.10,1.42,0.09,0.00,-0.01,0.00,-0.01,-0.04,0.00
2021.4.12 11:49:39:744,-0.27,0.92,0.32,0.04,1.05,0.34,-0.24,0.17,0.02,0.01,0.17,0.02,-0.10,1.42,0.09,0.00,-0.01,0.00,-0.01,-0.04,0.00
2021.4.12 11:49:39:766,-0.27,0.92,0.32,0.04,1.05,0.34,-0.24,0.17,0.02,0.01,0.17,0.02,-0.10,1.42,0.09,0.00,-0.01,0.00,-0.01,-0.03,0.00
2021.4.12 11:49:39:774,-0.27,0.92,0.32,0.04,1.05,0.34,-0.24,0.17,0.02,0.01,0.17,0.02,-0.10,1.42,0.09,0.00,-0.01,0.00,-0.01,-0.03,0.00
2021.4.12 11:49:39:782,-0.27,0.92,0.32,0.04,1.05,0.34,-0.24,0.17,0.02,0.01,0.17,0.02,-0.11,1.42,0.09,0.00,0.00,0.00,-0.01,-0.03,0.00
2021.4.12 11:49:39:790,-0.27,0.92,0.32,0.04,1.05,0.34,-0.24,0.17,0.02,0.01,0.17,0.02,-0.11,1.42,0.09,0.00,0.00,0.00,-0.01,-0.03,0.00
2021.4.12 11:49:39:800,-0.27,0.92,0.32,0.04,1.05,0.34,-0.24,0.17,0.02,0.01,0.17,0.02,-0.11,1.42,0.09,0.00,0.00,0.00,0.00,-0.03,0.00
2021.4.12 11:49:39:811,-0.27,0.92,0.32,0.04,1.05,0.34,-0.24,0.17,0.02,0.01,0.17,0.02,-0.11,1.42,0.09,0.00,0.00,0.00,0.00,-0.03,0.00
2021.4.12 11:49:39:823,-0.27,0.92,0.32,0.04,1.05,0.34,-0.24,0.17,0.02,0.01,0.17,0.02,-0.11,1.42,0.09,0.00,0.01,0.00,0.00,-0.03,0.00
2021.4.12 11:49:39:836,-0.27,0.92,0.32,0.04,1.05,0.34,-0.24,0.17,0.02,0.01,0.17,0.02,-0.11,1.42,0.09,0.00,0.00,0.00,0.00,-0.03,0.00
2021.4.12 11:49:39:845,-0.27,0.92,0.32,0.04,1.05,0.34,-0.24,0.17,0.02,0.01,0.17,0.02,-0.11,1.42,0.09,0.00,0.01,0.00,0.00,-0.03,0.00
2021.4.12 11:49:39:856,-0.27,0.92,0.32,0.04,1.05,0.34,-0.24,0.17,0.02,0.01,0.17,0.02,-0.11,1.42,0.09,-0.01,0.00,0.00,0.00,-0.03,-0.01
