time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.4 15:40:49:298,-0.15,0.69,0.09,0.10,1.03,0.15,-0.28,0.11,-0.01,0.00,0.00,0.00,-0.04,1.46,-0.02
2021.4.4 15:40:49:460,-0.15,0.69,0.09,0.10,1.03,0.15,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.02
2021.4.4 15:40:49:472,-0.15,0.69,0.09,0.10,1.03,0.15,-0.27,0.11,-0.01,0.00,0.00,0.00,-0.04,1.46,-0.02
2021.4.4 15:40:49:488,-0.15,0.69,0.09,0.10,1.03,0.15,-0.27,0.11,-0.01,0.00,0.00,0.00,-0.04,1.46,-0.02
2021.4.4 15:40:49:509,-0.15,0.69,0.09,0.10,1.03,0.15,-0.27,0.11,-0.01,0.00,0.00,0.00,-0.04,1.46,-0.02
2021.4.4 15:40:49:518,-0.15,0.69,0.09,0.10,1.03,0.15,-0.27,0.11,-0.01,0.00,0.00,0.00,-0.04,1.46,-0.02
2021.4.4 15:40:49:529,-0.15,0.69,0.09,0.10,1.03,0.15,-0.27,0.11,-0.01,0.00,0.00,0.00,-0.04,1.46,-0.02
2021.4.4 15:40:49:544,-0.15,0.69,0.09,0.10,1.03,0.15,-0.27,0.11,-0.01,0.00,0.00,0.00,-0.04,1.46,-0.02
2021.4.4 15:40:49:553,-0.15,0.69,0.09,0.10,1.03,0.15,-0.27,0.11,-0.01,0.00,0.00,0.00,-0.04,1.46,-0.02
2021.4.4 15:40:49:561,-0.15,0.69,0.09,0.10,1.03,0.15,-0.27,0.11,-0.01,0.00,0.00,0.00,-0.04,1.46,-0.02
2021.4.4 15:40:49:574,-0.15,0.69,0.09,0.10,1.03,0.15,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.02
2021.4.4 15:40:49:596,-0.15,0.69,0.09,0.10,1.03,0.15,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.02
2021.4.4 15:40:49:622,-0.15,0.69,0.09,0.10,1.03,0.15,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.47,-0.03
2021.4.4 15:40:49:644,-0.15,0.69,0.09,0.10,1.03,0.16,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.47,-0.03
2021.4.4 15:40:49:663,-0.15,0.69,0.09,0.10,1.03,0.16,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.03
2021.4.4 15:40:49:685,-0.15,0.69,0.09,0.10,1.03,0.16,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.47,-0.03
2021.4.4 15:40:49:709,-0.15,0.69,0.09,0.11,1.03,0.16,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.47,-0.03
2021.4.4 15:40:49:731,-0.15,0.69,0.09,0.11,1.03,0.16,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.47,-0.03
2021.4.4 15:40:49:752,-0.15,0.69,0.09,0.11,1.03,0.16,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.47,-0.03
2021.4.4 15:40:49:775,-0.15,0.69,0.09,0.11,1.03,0.16,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.47,-0.03
2021.4.4 15:40:49:799,-0.15,0.69,0.09,0.11,1.03,0.16,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.47,-0.03
2021.4.4 15:40:49:821,-0.15,0.69,0.09,0.11,1.03,0.16,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.47,-0.03
2021.4.4 15:40:49:841,-0.15,0.69,0.09,0.10,1.03,0.16,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.47,-0.03
2021.4.4 15:40:49:864,-0.15,0.69,0.09,0.10,1.03,0.16,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.47,-0.03
2021.4.4 15:40:49:887,-0.15,0.69,0.09,0.10,1.03,0.16,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.47,-0.03
2021.4.4 15:40:49:909,-0.15,0.69,0.09,0.10,1.03,0.16,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.47,-0.03
2021.4.4 15:40:49:933,-0.15,0.69,0.09,0.10,1.03,0.16,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.47,-0.03
2021.4.4 15:40:49:953,-0.15,0.69,0.10,0.10,1.03,0.16,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.47,-0.03
2021.4.4 15:40:49:977,-0.15,0.69,0.10,0.10,1.02,0.16,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.47,-0.03
2021.4.4 15:40:49:998,-0.15,0.69,0.10,0.10,1.02,0.16,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.47,-0.03
2021.4.4 15:40:50:24,-0.15,0.70,0.10,0.10,1.02,0.17,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.47,-0.03
2021.4.4 15:40:50:42,-0.15,0.70,0.10,0.10,1.02,0.17,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.03
2021.4.4 15:40:50:54,-0.15,0.70,0.10,0.10,1.01,0.17,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.03
2021.4.4 15:40:50:65,-0.15,0.70,0.10,0.10,1.01,0.17,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.03
2021.4.4 15:40:50:78,-0.15,0.70,0.10,0.10,1.01,0.17,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.03
2021.4.4 15:40:50:90,-0.15,0.70,0.10,0.10,1.01,0.17,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.03
2021.4.4 15:40:50:99,-0.15,0.70,0.10,0.10,1.01,0.17,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.03
2021.4.4 15:40:50:111,-0.15,0.70,0.10,0.10,1.01,0.17,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.03
2021.4.4 15:40:50:124,-0.16,0.70,0.10,0.10,1.01,0.17,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.03
2021.4.4 15:40:50:132,-0.16,0.70,0.10,0.10,1.01,0.17,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.03
2021.4.4 15:40:50:143,-0.16,0.70,0.10,0.10,1.01,0.17,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.03
2021.4.4 15:40:50:155,-0.16,0.70,0.10,0.10,1.01,0.17,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.03
2021.4.4 15:40:50:170,-0.16,0.70,0.10,0.10,1.01,0.17,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.03
2021.4.4 15:40:50:178,-0.16,0.70,0.11,0.10,1.00,0.17,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.03
2021.4.4 15:40:50:188,-0.16,0.70,0.11,0.10,1.00,0.17,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.03
2021.4.4 15:40:50:201,-0.16,0.70,0.11,0.10,1.00,0.17,-0.27,0.11,-0.01,0.00,0.00,0.00,-0.04,1.46,-0.03
2021.4.4 15:40:50:215,-0.16,0.70,0.11,0.10,1.00,0.17,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.03
2021.4.4 15:40:50:224,-0.16,0.70,0.11,0.10,1.00,0.18,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.03
2021.4.4 15:40:50:232,-0.16,0.70,0.11,0.10,1.00,0.18,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.03
2021.4.4 15:40:50:244,-0.17,0.70,0.11,0.10,1.00,0.18,-0.27,0.11,-0.02,0.00,0.00,0.00,-0.04,1.46,-0.03
