time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.16 16:35:55:562,-0.04,0.95,0.07,0.32,1.17,0.07,0.10,0.18,-0.25,0.23,0.17,-0.24,0.16,1.57,-0.16,0.03,0.00,-0.01,0.01,0.05,-0.06
2021.4.16 16:35:55:720,-0.04,0.95,0.06,0.32,1.17,0.07,0.10,0.18,-0.25,0.23,0.17,-0.24,0.17,1.57,-0.16,-0.02,0.00,-0.03,0.04,0.02,0.00
2021.4.16 16:35:55:743,-0.04,0.95,0.06,0.32,1.17,0.07,0.10,0.18,-0.25,0.23,0.17,-0.24,0.17,1.57,-0.16,-0.01,0.00,-0.03,0.04,0.00,0.00
2021.4.16 16:35:55:761,-0.04,0.95,0.06,0.32,1.17,0.07,0.10,0.18,-0.25,0.23,0.17,-0.24,0.17,1.57,-0.16,-0.01,0.00,-0.03,0.03,-0.01,-0.01
2021.4.16 16:35:55:773,-0.04,0.95,0.06,0.32,1.17,0.07,0.10,0.18,-0.25,0.23,0.17,-0.24,0.17,1.57,-0.16,-0.01,0.00,-0.02,0.02,-0.01,-0.01
2021.4.16 16:35:55:780,-0.04,0.95,0.06,0.32,1.17,0.07,0.10,0.18,-0.25,0.23,0.17,-0.24,0.17,1.57,-0.16,-0.01,0.00,-0.02,0.02,-0.02,-0.01
2021.4.16 16:35:55:786,-0.04,0.95,0.06,0.32,1.17,0.07,0.10,0.18,-0.25,0.23,0.17,-0.24,0.17,1.57,-0.16,-0.01,0.00,-0.02,0.02,-0.02,-0.01
2021.4.16 16:35:55:793,-0.04,0.95,0.06,0.32,1.17,0.07,0.10,0.18,-0.25,0.23,0.17,-0.24,0.17,1.57,-0.16,-0.01,0.01,-0.02,0.02,-0.02,-0.01
2021.4.16 16:35:55:800,-0.04,0.95,0.06,0.33,1.17,0.07,0.10,0.18,-0.25,0.23,0.17,-0.24,0.17,1.57,-0.16,-0.01,0.01,-0.02,0.02,-0.02,-0.01
2021.4.16 16:35:55:811,-0.04,0.95,0.06,0.33,1.17,0.07,0.10,0.18,-0.25,0.23,0.17,-0.24,0.17,1.57,-0.16,-0.01,0.00,-0.03,0.02,-0.03,-0.01
