time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.7 14:33:30:436,0.00,1.04,0.33,0.21,1.13,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.15,0.01,0.00,0.00,-0.02,0.03,-0.03
2021.4.7 14:33:30:451,0.00,1.04,0.33,0.21,1.14,0.33,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.15,0.00,0.00,0.00,-0.01,0.03,-0.02
2021.4.7 14:33:30:462,0.00,1.04,0.33,0.21,1.14,0.33,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.15,0.00,0.00,0.00,0.00,0.03,-0.02
2021.4.7 14:33:30:625,0.00,1.04,0.33,0.21,1.15,0.33,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.15,0.00,0.00,0.01,0.03,0.20,-0.07
2021.4.7 14:33:30:641,0.00,1.04,0.33,0.21,1.15,0.33,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.00,0.00,0.01,0.02,0.20,-0.07
2021.4.7 14:33:30:679,0.00,1.04,0.33,0.21,1.16,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.01,0.00,0.01,0.01,0.17,-0.05
2021.4.7 14:33:30:694,0.00,1.04,0.34,0.21,1.16,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.01,0.01,0.01,0.01,0.16,-0.05
2021.4.7 14:33:30:702,0.00,1.04,0.34,0.21,1.17,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.01,0.01,0.01,0.02,0.16,-0.04
2021.4.7 14:33:30:711,0.00,1.04,0.34,0.21,1.17,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.01,0.01,0.01,0.02,0.16,-0.05
2021.4.7 14:33:30:723,0.00,1.04,0.34,0.21,1.17,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.01,0.01,0.01,0.03,0.15,-0.05
2021.4.7 14:33:30:733,0.00,1.04,0.34,0.22,1.17,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.02,0.01,0.01,0.04,0.15,-0.05
2021.4.7 14:33:30:742,0.00,1.04,0.34,0.22,1.17,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.02,0.01,0.00,0.05,0.15,-0.05
2021.4.7 14:33:30:750,0.00,1.04,0.34,0.22,1.17,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.02,0.00,0.00,0.05,0.14,-0.05
2021.4.7 14:33:30:759,0.00,1.04,0.34,0.22,1.17,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.02,0.00,0.00,0.05,0.14,-0.05
2021.4.7 14:33:30:770,0.01,1.04,0.34,0.22,1.18,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.02,0.00,0.00,0.05,0.13,-0.05
2021.4.7 14:33:30:789,0.01,1.04,0.34,0.22,1.18,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.02,0.00,0.00,0.04,0.10,-0.04
2021.4.7 14:33:30:812,0.01,1.04,0.34,0.22,1.18,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.01,0.00,0.00,0.03,0.07,-0.02
2021.4.7 14:33:30:824,0.01,1.04,0.34,0.22,1.18,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.01,0.00,0.00,0.02,0.06,-0.01
2021.4.7 14:33:30:832,0.01,1.04,0.34,0.22,1.18,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.01,0.00,0.00,0.02,0.04,0.00
2021.4.7 14:33:30:842,0.01,1.04,0.34,0.22,1.18,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.01,0.00,0.01,0.02,0.03,0.01
2021.4.7 14:33:30:850,0.01,1.04,0.34,0.22,1.18,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.01,0.00,0.01,0.02,0.01,0.02
2021.4.7 14:33:30:858,0.01,1.04,0.34,0.22,1.18,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.00,0.00,0.01,0.03,0.00,0.03
2021.4.7 14:33:30:867,0.01,1.04,0.34,0.22,1.18,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.00,0.00,0.01,0.03,-0.01,0.04
2021.4.7 14:33:30:877,0.01,1.04,0.34,0.22,1.18,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.00,0.01,0.00,0.03,-0.03,0.04
2021.4.7 14:33:30:890,0.01,1.04,0.34,0.22,1.18,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.00,0.01,0.00,0.03,-0.05,0.05
2021.4.7 14:33:30:900,0.01,1.04,0.34,0.22,1.18,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.00,0.01,0.00,0.03,-0.06,0.06
2021.4.7 14:33:30:912,0.01,1.04,0.34,0.22,1.18,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.00,0.01,0.00,0.03,-0.07,0.06
2021.4.7 14:33:30:920,0.01,1.04,0.34,0.22,1.18,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.00,0.01,0.00,0.03,-0.07,0.06
2021.4.7 14:33:30:929,0.01,1.04,0.34,0.22,1.18,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.00,0.01,0.00,0.03,-0.08,0.06
2021.4.7 14:33:30:938,0.01,1.04,0.34,0.22,1.18,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.00,0.01,0.00,0.03,-0.08,0.06
2021.4.7 14:33:30:953,0.01,1.04,0.34,0.22,1.17,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.00,0.02,0.00,0.03,-0.08,0.05
2021.4.7 14:33:30:963,0.01,1.04,0.34,0.22,1.17,0.32,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.00,0.02,0.00,0.03,-0.08,0.04
2021.4.7 14:33:30:977,0.01,1.04,0.34,0.22,1.17,0.33,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.02,0.00,0.03,-0.08,0.04
2021.4.7 14:33:30:986,0.01,1.04,0.34,0.22,1.17,0.33,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.02,0.00,0.02,-0.08,0.04
2021.4.7 14:33:30:996,0.01,1.04,0.34,0.22,1.17,0.33,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.02,0.00,0.01,-0.07,0.03
2021.4.7 14:33:31:09,0.01,1.04,0.34,0.22,1.17,0.33,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.02,0.00,0.01,-0.07,0.04
2021.4.7 14:33:31:18,0.01,1.04,0.34,0.22,1.17,0.33,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.02,0.00,0.01,-0.08,0.04
2021.4.7 14:33:31:27,0.01,1.04,0.34,0.22,1.17,0.33,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.02,0.00,0.01,-0.09,0.04
2021.4.7 14:33:31:37,0.01,1.04,0.34,0.22,1.17,0.33,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.02,0.00,0.01,-0.09,0.05
2021.4.7 14:33:31:49,0.01,1.04,0.34,0.22,1.17,0.33,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.01,0.00,0.00,-0.10,0.05
2021.4.7 14:33:31:62,0.00,1.04,0.34,0.22,1.17,0.33,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.01,0.00,0.00,-0.12,0.06
2021.4.7 14:33:31:75,0.00,1.04,0.34,0.22,1.16,0.33,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.01,0.00,0.00,-0.12,0.06
2021.4.7 14:33:31:86,0.00,1.04,0.34,0.22,1.16,0.33,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.01,0.00,0.01,-0.13,0.07
2021.4.7 14:33:31:98,0.00,1.04,0.34,0.22,1.16,0.33,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.01,0.00,0.01,-0.14,0.07
2021.4.7 14:33:31:111,0.00,1.04,0.34,0.22,1.16,0.33,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.01,0.00,0.02,-0.15,0.08
2021.4.7 14:33:31:120,0.00,1.04,0.34,0.22,1.16,0.33,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.01,0.00,0.02,-0.16,0.08
2021.4.7 14:33:31:128,0.00,1.04,0.34,0.23,1.16,0.33,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.01,0.00,0.02,-0.17,0.09
2021.4.7 14:33:31:139,0.00,1.04,0.34,0.23,1.15,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.00,0.00,0.01,-0.18,0.09
2021.4.7 14:33:31:150,0.00,1.04,0.34,0.23,1.15,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.00,0.00,0.00,-0.20,0.09
2021.4.7 14:33:31:162,0.00,1.04,0.34,0.23,1.15,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.00,-0.01,0.00,-0.21,0.10
2021.4.7 14:33:31:172,0.00,1.04,0.34,0.23,1.15,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.00,0.00,-0.01,-0.01,-0.22,0.09
2021.4.7 14:33:31:186,0.00,1.04,0.34,0.23,1.14,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,0.00,0.01,-0.01,-0.01,-0.22,0.08
2021.4.7 14:33:31:197,0.00,1.04,0.34,0.22,1.14,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.01,-0.01,-0.02,-0.21,0.07
2021.4.7 14:33:31:206,0.00,1.04,0.34,0.22,1.14,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.01,-0.01,-0.02,-0.20,0.06
2021.4.7 14:33:31:217,0.00,1.04,0.34,0.22,1.14,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.01,-0.01,-0.02,-0.19,0.05
2021.4.7 14:33:31:229,0.00,1.04,0.34,0.22,1.14,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.00,-0.01,-0.03,-0.16,0.04
2021.4.7 14:33:31:239,0.00,1.04,0.34,0.22,1.13,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.01,0.00,-0.01,-0.03,-0.15,0.03
2021.4.7 14:33:31:253,0.00,1.04,0.34,0.22,1.13,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.02,0.00,-0.01,-0.04,-0.15,0.03
2021.4.7 14:33:31:276,0.00,1.04,0.34,0.22,1.13,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.03,0.00,-0.01,-0.06,-0.15,0.02
2021.4.7 14:33:31:288,0.00,1.04,0.34,0.22,1.13,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.03,0.00,-0.01,-0.06,-0.14,0.02
2021.4.7 14:33:31:299,0.00,1.04,0.33,0.22,1.13,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.04,-0.01,-0.01,-0.06,-0.14,0.02
2021.4.7 14:33:31:309,0.00,1.04,0.33,0.22,1.12,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.04,-0.01,-0.01,-0.05,-0.13,0.01
2021.4.7 14:33:31:320,0.00,1.04,0.33,0.22,1.12,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.04,-0.01,-0.01,-0.05,-0.10,0.00
2021.4.7 14:33:31:329,0.00,1.04,0.33,0.22,1.12,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.04,-0.01,-0.01,-0.05,-0.09,0.00
2021.4.7 14:33:31:338,0.00,1.04,0.33,0.22,1.12,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.16,-0.04,-0.01,-0.01,-0.05,-0.07,0.00
2021.4.7 14:33:31:350,0.00,1.04,0.33,0.22,1.12,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.15,-0.04,0.00,-0.01,-0.05,-0.05,0.00
2021.4.7 14:33:31:363,0.00,1.04,0.33,0.22,1.12,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.15,-0.04,0.00,-0.01,-0.05,-0.03,0.00
2021.4.7 14:33:31:376,0.00,1.04,0.33,0.22,1.12,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.15,-0.05,0.01,-0.01,-0.05,-0.02,0.00
2021.4.7 14:33:31:385,0.00,1.04,0.33,0.22,1.12,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.15,-0.05,0.02,0.00,-0.03,-0.01,0.00
2021.4.7 14:33:31:394,0.00,1.04,0.33,0.22,1.12,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.15,-0.06,0.02,0.00,-0.02,-0.01,0.01
2021.4.7 14:33:31:403,0.00,1.04,0.33,0.22,1.12,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.15,-0.06,0.02,0.00,-0.02,-0.01,0.01
2021.4.7 14:33:31:417,0.00,1.04,0.33,0.22,1.12,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.15,-0.06,0.02,0.00,-0.01,-0.01,0.02
2021.4.7 14:33:31:425,0.00,1.04,0.33,0.22,1.12,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.15,-0.06,0.02,0.00,-0.01,-0.01,0.02
2021.4.7 14:33:31:433,0.00,1.04,0.33,0.22,1.12,0.34,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.15,-0.06,0.02,0.00,0.00,0.00,0.02
2021.4.7 14:33:31:442,-0.01,1.04,0.33,0.22,1.12,0.35,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.15,-0.06,0.02,0.00,0.00,0.01,0.02
2021.4.7 14:33:31:459,-0.01,1.04,0.33,0.22,1.12,0.35,-0.08,0.16,0.07,0.29,0.15,0.02,0.17,1.54,0.15,-0.06,0.03,0.00,0.02,0.05,0.03
