time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.3 15:35:10:796,-0.27,0.76,0.29,0.10,1.09,0.40,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:10:846,-0.27,0.76,0.29,0.10,1.09,0.40,-0.20,0.21,0.08,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:10:848,-0.27,0.76,0.29,0.10,1.09,0.40,-0.20,0.21,0.08,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:10:851,-0.27,0.76,0.29,0.10,1.09,0.40,-0.20,0.21,0.08,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:10:858,-0.27,0.76,0.29,0.11,1.09,0.40,-0.20,0.21,0.08,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:10:868,-0.27,0.76,0.29,0.11,1.09,0.40,-0.20,0.21,0.08,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:10:881,-0.27,0.76,0.29,0.11,1.09,0.40,-0.20,0.21,0.08,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:10:890,-0.27,0.76,0.29,0.11,1.09,0.40,-0.20,0.21,0.08,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:10:902,-0.28,0.76,0.29,0.11,1.09,0.40,-0.20,0.21,0.08,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:10:913,-0.28,0.76,0.29,0.11,1.09,0.40,-0.20,0.21,0.08,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:10:924,-0.28,0.76,0.29,0.11,1.09,0.40,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:10:935,-0.28,0.76,0.29,0.11,1.09,0.40,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:10:946,-0.28,0.76,0.29,0.11,1.09,0.40,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:10:957,-0.28,0.76,0.29,0.12,1.08,0.40,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:10:968,-0.28,0.76,0.29,0.12,1.08,0.40,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:10:979,-0.28,0.76,0.29,0.12,1.08,0.40,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:10:992,-0.28,0.76,0.29,0.12,1.08,0.40,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:11:02,-0.28,0.76,0.29,0.12,1.07,0.40,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:11:14,-0.28,0.76,0.29,0.12,1.07,0.40,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:11:24,-0.28,0.76,0.29,0.13,1.07,0.40,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:11:35,-0.28,0.76,0.29,0.13,1.06,0.40,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:11:47,-0.28,0.76,0.29,0.13,1.06,0.40,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:11:58,-0.27,0.76,0.29,0.13,1.05,0.40,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:11:71,-0.27,0.76,0.29,0.13,1.04,0.40,-0.20,0.21,0.08,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:11:80,-0.27,0.76,0.29,0.13,1.04,0.40,-0.20,0.21,0.08,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:11:92,-0.27,0.76,0.29,0.14,1.02,0.39,-0.20,0.21,0.08,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:11:102,-0.27,0.76,0.29,0.14,1.02,0.39,-0.20,0.21,0.08,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:11:113,-0.27,0.76,0.29,0.14,1.00,0.39,-0.20,0.21,0.08,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:11:125,-0.27,0.76,0.29,0.14,0.99,0.39,-0.20,0.21,0.08,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:11:136,-0.27,0.76,0.29,0.14,0.98,0.39,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:11:147,-0.27,0.76,0.29,0.15,0.97,0.38,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.19
2021.4.3 15:35:11:159,-0.27,0.76,0.29,0.15,0.96,0.38,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.20
2021.4.3 15:35:11:170,-0.27,0.76,0.29,0.15,0.94,0.37,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.20
2021.4.3 15:35:11:181,-0.27,0.76,0.29,0.16,0.93,0.37,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.20
2021.4.3 15:35:11:192,-0.27,0.76,0.29,0.16,0.91,0.36,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.20
2021.4.3 15:35:11:203,-0.27,0.76,0.29,0.16,0.90,0.36,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.20
2021.4.3 15:35:11:215,-0.27,0.76,0.29,0.17,0.88,0.35,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.20
2021.4.3 15:35:11:226,-0.27,0.76,0.29,0.17,0.86,0.34,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.20
2021.4.3 15:35:11:237,-0.27,0.76,0.29,0.17,0.85,0.33,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.20
2021.4.3 15:35:11:249,-0.27,0.76,0.29,0.18,0.83,0.32,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.20
2021.4.3 15:35:11:263,-0.27,0.76,0.29,0.18,0.81,0.31,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.20
2021.4.3 15:35:11:271,-0.27,0.76,0.29,0.18,0.81,0.31,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.20
2021.4.3 15:35:11:282,-0.27,0.76,0.29,0.18,0.79,0.29,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.20
2021.4.3 15:35:11:294,-0.27,0.76,0.29,0.19,0.78,0.27,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.20
2021.4.3 15:35:11:305,-0.27,0.76,0.29,0.19,0.76,0.26,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.20
2021.4.3 15:35:11:317,-0.27,0.76,0.29,0.19,0.75,0.24,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.20
2021.4.3 15:35:11:328,-0.27,0.76,0.29,0.19,0.75,0.23,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.20
2021.4.3 15:35:11:339,-0.27,0.76,0.29,0.20,0.74,0.21,-0.20,0.21,0.09,0.06,0.20,0.08,-0.08,1.68,0.20
