time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.4 15:06:21:208,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.23
2021.4.4 15:06:21:372,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:385,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:404,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:422,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:432,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:443,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:456,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:466,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:475,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:485,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:494,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:504,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:518,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:528,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:538,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:553,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:562,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:573,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:584,-0.23,1.12,0.36,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:597,-0.23,1.12,0.37,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:608,-0.23,1.12,0.37,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:618,-0.23,1.12,0.37,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:628,-0.23,1.12,0.37,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:638,-0.23,1.12,0.37,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:652,-0.23,1.12,0.37,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:662,-0.23,1.12,0.37,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:672,-0.23,1.12,0.37,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:682,-0.23,1.12,0.37,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:693,-0.23,1.12,0.37,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:706,-0.23,1.12,0.37,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
2021.4.4 15:06:21:715,-0.23,1.12,0.37,0.08,1.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,1.68,0.24
