time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.12 15:04:25:364,-0.01,1.16,0.51,0.25,1.34,0.51,-0.13,0.21,0.14,0.29,0.23,0.18,0.12,1.77,0.23,0.00,0.00,-0.01,0.00,0.00,-0.01
2021.4.12 15:04:25:520,-0.02,1.15,0.51,0.25,1.33,0.51,-0.13,0.21,0.14,0.29,0.23,0.18,0.12,1.77,0.23,-0.03,0.00,-0.01,0.02,0.01,0.01
2021.4.12 15:04:25:532,-0.02,1.15,0.51,0.25,1.33,0.51,-0.13,0.21,0.14,0.29,0.23,0.18,0.12,1.77,0.23,-0.03,0.00,-0.01,0.01,0.03,0.00
2021.4.12 15:04:25:545,-0.02,1.15,0.51,0.25,1.34,0.51,-0.13,0.21,0.14,0.29,0.23,0.18,0.12,1.77,0.23,-0.03,0.00,-0.01,0.01,0.04,-0.01
2021.4.12 15:04:25:555,-0.02,1.15,0.51,0.25,1.34,0.51,-0.13,0.21,0.14,0.29,0.23,0.18,0.12,1.77,0.23,-0.03,0.00,-0.01,0.01,0.05,-0.01
2021.4.12 15:04:25:561,-0.02,1.15,0.51,0.25,1.34,0.51,-0.13,0.21,0.14,0.29,0.23,0.18,0.12,1.77,0.23,-0.03,0.00,-0.01,0.01,0.05,-0.02
2021.4.12 15:04:25:568,-0.02,1.15,0.51,0.25,1.34,0.51,-0.13,0.21,0.14,0.29,0.23,0.18,0.12,1.77,0.23,-0.03,0.00,-0.01,0.01,0.05,-0.02
2021.4.12 15:04:25:576,-0.02,1.15,0.51,0.25,1.34,0.51,-0.13,0.21,0.14,0.29,0.23,0.18,0.12,1.77,0.23,-0.03,0.00,0.00,0.02,0.05,-0.02
2021.4.12 15:04:25:586,-0.02,1.15,0.51,0.25,1.34,0.51,-0.13,0.21,0.14,0.29,0.23,0.18,0.12,1.77,0.23,-0.02,0.00,0.00,0.02,0.04,-0.02
2021.4.12 15:04:25:591,-0.02,1.15,0.51,0.25,1.34,0.51,-0.13,0.21,0.14,0.29,0.23,0.18,0.12,1.77,0.23,-0.02,0.00,0.00,0.02,0.04,-0.02
2021.4.12 15:04:25:602,-0.02,1.15,0.51,0.25,1.34,0.51,-0.13,0.21,0.14,0.29,0.23,0.18,0.12,1.77,0.22,-0.02,0.00,0.00,0.02,0.03,-0.01
2021.4.12 15:04:25:613,-0.02,1.15,0.51,0.25,1.34,0.51,-0.13,0.21,0.14,0.29,0.23,0.18,0.12,1.77,0.22,-0.02,0.00,0.00,0.02,0.01,-0.01
2021.4.12 15:04:25:624,-0.02,1.15,0.51,0.25,1.34,0.51,-0.13,0.21,0.14,0.29,0.23,0.18,0.12,1.77,0.22,-0.02,0.00,0.00,0.02,0.01,-0.01
2021.4.12 15:04:25:636,-0.02,1.15,0.51,0.25,1.34,0.51,-0.13,0.21,0.14,0.29,0.23,0.18,0.12,1.77,0.22,-0.02,0.00,0.00,0.02,0.00,0.00
