time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.19 10:41:46:108,-0.04,1.05,0.18,0.23,1.27,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.08,-0.03,0.00,0.00,0.04,0.02,0.01
2021.4.19 10:41:46:242,-0.04,1.05,0.18,0.23,1.27,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.01,-0.01,-0.01,-0.04,-0.03,-0.01
2021.4.19 10:41:46:253,-0.04,1.05,0.18,0.23,1.27,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.01,-0.01,-0.01,-0.05,-0.04,-0.02
2021.4.19 10:41:46:270,-0.04,1.04,0.18,0.23,1.26,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.02,-0.02,-0.01,-0.04,-0.06,-0.02
2021.4.19 10:41:46:285,-0.04,1.04,0.18,0.23,1.26,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.02,-0.02,-0.01,-0.03,-0.07,-0.03
2021.4.19 10:41:46:291,-0.04,1.04,0.18,0.23,1.26,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.02,-0.02,-0.01,-0.03,-0.07,-0.03
2021.4.19 10:41:46:297,-0.04,1.04,0.18,0.23,1.26,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.02,-0.02,-0.01,-0.03,-0.08,-0.03
2021.4.19 10:41:46:303,-0.04,1.04,0.18,0.23,1.26,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.02,-0.02,-0.01,-0.04,-0.08,-0.03
2021.4.19 10:41:46:314,-0.04,1.04,0.18,0.22,1.26,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.02,-0.02,-0.01,-0.04,-0.09,-0.04
2021.4.19 10:41:46:324,-0.04,1.04,0.18,0.22,1.26,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.02,-0.02,-0.01,-0.05,-0.12,-0.04
2021.4.19 10:41:46:336,-0.04,1.04,0.18,0.22,1.26,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.02,-0.01,-0.01,-0.05,-0.13,-0.04
2021.4.19 10:41:46:347,-0.04,1.04,0.18,0.22,1.26,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.02,-0.01,-0.01,-0.05,-0.15,-0.04
2021.4.19 10:41:46:358,-0.04,1.04,0.18,0.22,1.25,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.02,-0.01,0.00,-0.05,-0.18,-0.04
2021.4.19 10:41:46:370,-0.04,1.04,0.18,0.22,1.25,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.02,-0.01,0.00,-0.04,-0.20,-0.04
2021.4.19 10:41:46:381,-0.04,1.04,0.18,0.22,1.25,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.02,-0.01,0.00,-0.03,-0.22,-0.04
2021.4.19 10:41:46:392,-0.04,1.04,0.18,0.22,1.25,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.02,-0.01,-0.01,-0.02,-0.25,-0.04
2021.4.19 10:41:46:404,-0.04,1.04,0.18,0.22,1.24,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.02,-0.01,-0.01,-0.01,-0.26,-0.04
2021.4.19 10:41:46:414,-0.04,1.04,0.18,0.22,1.24,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.02,-0.01,0.00,-0.01,-0.28,-0.03
2021.4.19 10:41:46:425,-0.04,1.04,0.18,0.22,1.24,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.02,-0.01,-0.01,0.00,-0.30,-0.03
2021.4.19 10:41:46:436,-0.04,1.04,0.18,0.22,1.23,0.13,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.02,-0.01,-0.01,0.00,-0.32,-0.04
2021.4.19 10:41:46:447,-0.04,1.04,0.18,0.22,1.23,0.12,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.02,0.00,-0.01,0.00,-0.34,-0.04
2021.4.19 10:41:46:459,-0.04,1.04,0.18,0.22,1.23,0.12,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.01,-0.01,-0.01,0.00,-0.36,-0.04
2021.4.19 10:41:46:470,-0.04,1.04,0.18,0.22,1.22,0.12,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.01,-0.01,-0.01,0.00,-0.37,-0.04
2021.4.19 10:41:46:481,-0.04,1.04,0.18,0.22,1.22,0.12,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.01,-0.01,-0.01,0.01,-0.39,-0.05
2021.4.19 10:41:46:493,-0.04,1.04,0.18,0.22,1.21,0.12,-0.11,0.16,-0.11,0.12,0.16,-0.21,0.02,1.57,-0.09,0.01,-0.01,0.00,0.02,-0.40,-0.05
