time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.5 14:42:53:278,-0.19,1.04,0.34,0.08,1.16,0.32,-0.15,0.17,0.07,0.10,0.20,0.06,0.00,1.54,0.11
2021.4.5 14:42:53:460,-0.19,1.04,0.34,0.08,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.00,1.54,0.10
2021.4.5 14:42:53:481,-0.19,1.04,0.34,0.08,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.00,1.54,0.10
2021.4.5 14:42:53:508,-0.19,1.04,0.34,0.08,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.00,1.54,0.10
2021.4.5 14:42:53:526,-0.19,1.04,0.34,0.08,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.00,1.54,0.10
2021.4.5 14:42:53:537,-0.19,1.04,0.34,0.08,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.00,1.54,0.10
2021.4.5 14:42:53:549,-0.19,1.04,0.34,0.08,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.00,1.54,0.10
2021.4.5 14:42:53:559,-0.19,1.04,0.34,0.08,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.00,1.54,0.10
2021.4.5 14:42:53:580,-0.19,1.04,0.34,0.08,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.00,1.54,0.10
2021.4.5 14:42:53:600,-0.19,1.04,0.34,0.08,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.00,1.54,0.10
2021.4.5 14:42:53:626,-0.19,1.04,0.34,0.08,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.00,1.54,0.10
2021.4.5 14:42:53:644,-0.19,1.04,0.34,0.08,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.00,1.54,0.10
2021.4.5 14:42:53:674,-0.19,1.04,0.34,0.08,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.00,1.54,0.10
2021.4.5 14:42:53:689,-0.19,1.04,0.34,0.08,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.00,1.54,0.10
2021.4.5 14:42:53:715,-0.19,1.04,0.33,0.08,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.00,1.54,0.10
2021.4.5 14:42:53:733,-0.19,1.04,0.33,0.08,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.00,1.54,0.10
2021.4.5 14:42:53:758,-0.19,1.04,0.33,0.08,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.01,1.54,0.10
2021.4.5 14:42:53:778,-0.19,1.04,0.33,0.09,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.01,1.54,0.10
2021.4.5 14:42:53:802,-0.19,1.04,0.33,0.09,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.01,1.54,0.10
2021.4.5 14:42:53:828,-0.19,1.04,0.33,0.09,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.01,1.54,0.10
2021.4.5 14:42:53:847,-0.19,1.04,0.33,0.09,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.01,1.54,0.10
2021.4.5 14:42:53:870,-0.19,1.04,0.33,0.09,1.16,0.31,-0.15,0.17,0.06,0.10,0.20,0.06,0.01,1.54,0.10
2021.4.5 14:42:53:890,-0.19,1.04,0.33,0.09,1.16,0.31,-0.15,0.17,0.06,0.10,0.20,0.06,0.01,1.54,0.10
2021.4.5 14:42:53:913,-0.19,1.04,0.33,0.08,1.16,0.31,-0.15,0.17,0.07,0.10,0.20,0.06,0.01,1.54,0.10
