time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.4 16:41:02:295,-0.06,1.22,0.29,-0.35,1.13,0.22,-0.74,0.73,1.71,0.00,0.00,0.00,-0.20,1.75,-0.05
2021.4.4 16:41:02:438,-0.06,1.21,0.29,-0.36,1.13,0.22,-0.74,0.73,1.71,0.00,0.00,0.00,-0.19,1.75,-0.06
2021.4.4 16:41:02:461,-0.06,1.21,0.29,-0.36,1.13,0.22,-0.74,0.73,1.71,0.00,0.00,0.00,-0.19,1.75,-0.06
2021.4.4 16:41:02:485,-0.06,1.21,0.29,-0.36,1.13,0.22,-0.74,0.73,1.71,0.00,0.00,0.00,-0.19,1.75,-0.06
2021.4.4 16:41:02:498,-0.06,1.20,0.29,-0.36,1.13,0.22,-0.74,0.73,1.71,0.00,0.00,0.00,-0.19,1.75,-0.06
2021.4.4 16:41:02:508,-0.06,1.20,0.29,-0.36,1.13,0.22,-0.74,0.73,1.71,0.00,0.00,0.00,-0.19,1.75,-0.06
2021.4.4 16:41:02:517,-0.06,1.20,0.29,-0.36,1.13,0.22,-0.74,0.73,1.71,0.00,0.00,0.00,-0.19,1.75,-0.06
2021.4.4 16:41:02:526,-0.06,1.20,0.29,-0.36,1.13,0.22,-0.74,0.73,1.71,0.00,0.00,0.00,-0.19,1.75,-0.06
2021.4.4 16:41:02:542,-0.06,1.19,0.29,-0.36,1.13,0.22,-0.74,0.73,1.71,0.00,0.00,0.00,-0.19,1.75,-0.06
2021.4.4 16:41:02:559,-0.06,1.19,0.28,-0.36,1.13,0.23,-0.74,0.73,1.71,0.00,0.00,0.00,-0.19,1.75,-0.06
2021.4.4 16:41:02:568,-0.06,1.19,0.28,-0.36,1.13,0.23,-0.74,0.73,1.71,0.00,0.00,0.00,-0.19,1.75,-0.06
2021.4.4 16:41:02:577,-0.06,1.18,0.28,-0.36,1.13,0.23,-0.74,0.73,1.71,0.00,0.00,0.00,-0.20,1.75,-0.06
2021.4.4 16:41:02:586,-0.06,1.18,0.28,-0.36,1.13,0.23,-0.74,0.73,1.71,0.00,0.00,0.00,-0.20,1.75,-0.06
2021.4.4 16:41:02:595,-0.06,1.18,0.28,-0.36,1.13,0.23,-0.74,0.73,1.71,0.00,0.00,0.00,-0.20,1.75,-0.06
2021.4.4 16:41:02:604,-0.06,1.17,0.28,-0.36,1.13,0.23,-0.74,0.73,1.71,0.00,0.00,0.00,-0.20,1.75,-0.06
2021.4.4 16:41:02:612,-0.06,1.17,0.28,-0.36,1.13,0.23,-0.74,0.73,1.71,0.00,0.00,0.00,-0.20,1.75,-0.06
2021.4.4 16:41:02:620,-0.06,1.17,0.28,-0.36,1.13,0.23,-0.74,0.73,1.71,0.00,0.00,0.00,-0.20,1.75,-0.06
2021.4.4 16:41:02:629,-0.06,1.16,0.27,-0.35,1.13,0.23,-0.74,0.73,1.71,0.00,0.00,0.00,-0.20,1.75,-0.06
2021.4.4 16:41:02:657,-0.06,1.16,0.27,-0.35,1.12,0.23,-0.74,0.73,1.71,0.00,0.00,0.00,-0.20,1.75,-0.06
2021.4.4 16:41:02:672,-0.06,1.15,0.26,-0.35,1.12,0.23,-0.74,0.73,1.71,0.00,0.00,0.00,-0.20,1.75,-0.06
2021.4.4 16:41:02:694,-0.05,1.14,0.26,-0.35,1.12,0.23,-0.74,0.73,1.71,0.00,0.00,0.00,-0.20,1.75,-0.06
2021.4.4 16:41:02:716,-0.05,1.14,0.25,-0.35,1.12,0.23,-0.74,0.73,1.71,0.00,0.00,0.00,-0.20,1.75,-0.05
2021.4.4 16:41:02:742,-0.05,1.13,0.25,-0.35,1.12,0.23,-0.74,0.73,1.71,0.00,0.00,0.00,-0.20,1.75,-0.05
2021.4.4 16:41:02:761,-0.05,1.12,0.24,-0.34,1.11,0.23,-0.74,0.73,1.71,0.00,0.00,0.00,-0.20,1.75,-0.05
2021.4.4 16:41:02:784,-0.05,1.11,0.24,-0.34,1.11,0.24,-0.74,0.73,1.71,0.00,0.00,0.00,-0.20,1.74,-0.05
2021.4.4 16:41:02:806,-0.05,1.10,0.23,-0.34,1.10,0.24,-0.74,0.73,1.71,0.00,0.00,0.00,-0.21,1.74,-0.04
2021.4.4 16:41:02:831,-0.05,1.10,0.23,-0.34,1.10,0.24,-0.74,0.73,1.71,0.00,0.00,0.00,-0.21,1.74,-0.04
2021.4.4 16:41:02:850,-0.05,1.09,0.23,-0.34,1.10,0.24,-0.74,0.73,1.71,0.00,0.00,0.00,-0.21,1.74,-0.03
2021.4.4 16:41:02:873,-0.05,1.09,0.22,-0.33,1.09,0.24,-0.74,0.73,1.71,0.00,0.00,0.00,-0.21,1.74,-0.03
2021.4.4 16:41:02:895,-0.05,1.09,0.22,-0.33,1.09,0.24,-0.74,0.73,1.71,0.00,0.00,0.00,-0.21,1.74,-0.03
2021.4.4 16:41:02:921,-0.05,1.08,0.22,-0.33,1.09,0.24,-0.74,0.73,1.71,0.00,0.00,0.00,-0.21,1.74,-0.02
2021.4.4 16:41:02:940,-0.05,1.08,0.22,-0.32,1.09,0.24,-0.74,0.73,1.71,0.00,0.00,0.00,-0.21,1.74,-0.02
2021.4.4 16:41:02:962,-0.05,1.08,0.21,-0.32,1.08,0.24,-0.74,0.73,1.71,0.00,0.00,0.00,-0.21,1.73,-0.01
2021.4.4 16:41:02:984,-0.05,1.08,0.21,-0.32,1.08,0.24,-0.74,0.73,1.71,0.00,0.00,0.00,-0.21,1.73,-0.01
2021.4.4 16:41:03:07,-0.05,1.08,0.21,-0.32,1.08,0.24,-0.74,0.73,1.71,0.00,0.00,0.00,-0.21,1.73,0.00
2021.4.4 16:41:03:33,-0.04,1.08,0.21,-0.32,1.08,0.24,-0.74,0.73,1.71,0.00,0.00,0.00,-0.22,1.73,0.01
2021.4.4 16:41:03:51,-0.04,1.08,0.22,-0.31,1.08,0.24,-0.74,0.73,1.71,0.00,0.00,0.00,-0.22,1.73,0.01
2021.4.4 16:41:03:74,-0.04,1.09,0.22,-0.31,1.08,0.24,-0.74,0.73,1.71,0.00,0.00,0.00,-0.22,1.73,0.02
2021.4.4 16:41:03:98,-0.04,1.09,0.22,-0.31,1.08,0.25,-0.74,0.73,1.71,0.00,0.00,0.00,-0.22,1.73,0.02
2021.4.4 16:41:03:122,-0.03,1.09,0.22,-0.31,1.09,0.25,-0.74,0.73,1.71,0.00,0.00,0.00,-0.22,1.73,0.03
2021.4.4 16:41:03:142,-0.03,1.09,0.23,-0.31,1.09,0.25,-0.74,0.73,1.71,0.00,0.00,0.00,-0.22,1.73,0.04
2021.4.4 16:41:03:151,-0.03,1.09,0.23,-0.31,1.09,0.25,-0.74,0.73,1.71,0.00,0.00,0.00,-0.22,1.73,0.04
2021.4.4 16:41:03:163,-0.03,1.10,0.23,-0.31,1.09,0.26,-0.74,0.73,1.71,0.00,0.00,0.00,-0.22,1.73,0.04
2021.4.4 16:41:03:174,-0.03,1.10,0.23,-0.31,1.10,0.26,-0.74,0.73,1.71,0.00,0.00,0.00,-0.22,1.72,0.04
2021.4.4 16:41:03:185,-0.02,1.10,0.23,-0.31,1.10,0.26,-0.74,0.73,1.71,0.00,0.00,0.00,-0.22,1.72,0.04
2021.4.4 16:41:03:198,-0.02,1.10,0.24,-0.31,1.10,0.26,-0.74,0.73,1.71,0.00,0.00,0.00,-0.22,1.72,0.05
2021.4.4 16:41:03:212,-0.02,1.11,0.24,-0.31,1.11,0.27,-0.74,0.73,1.71,0.00,0.00,0.00,-0.22,1.72,0.05
2021.4.4 16:41:03:223,-0.02,1.11,0.24,-0.31,1.11,0.27,-0.74,0.73,1.71,0.00,0.00,0.00,-0.22,1.72,0.05
2021.4.4 16:41:03:232,-0.02,1.11,0.25,-0.31,1.11,0.27,-0.74,0.73,1.71,0.00,0.00,0.00,-0.21,1.72,0.05
2021.4.4 16:41:03:241,-0.02,1.11,0.25,-0.31,1.12,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.21,1.72,0.05
2021.4.4 16:41:03:252,-0.02,1.12,0.25,-0.31,1.12,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.21,1.72,0.05
2021.4.4 16:41:03:263,-0.02,1.12,0.26,-0.31,1.13,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.21,1.72,0.05
2021.4.4 16:41:03:275,-0.02,1.13,0.26,-0.31,1.14,0.28,-0.74,0.73,1.71,0.00,0.00,0.00,-0.21,1.72,0.06
2021.4.4 16:41:03:289,-0.02,1.14,0.27,-0.31,1.15,0.29,-0.74,0.73,1.71,0.00,0.00,0.00,-0.21,1.72,0.06
2021.4.4 16:41:03:304,-0.02,1.15,0.27,-0.31,1.16,0.29,-0.74,0.73,1.71,0.00,0.00,0.00,-0.21,1.72,0.06
2021.4.4 16:41:03:320,-0.01,1.16,0.28,-0.31,1.17,0.30,-0.74,0.73,1.71,0.00,0.00,0.00,-0.21,1.72,0.06
2021.4.4 16:41:03:331,-0.01,1.17,0.29,-0.30,1.18,0.30,-0.74,0.73,1.71,0.00,0.00,0.00,-0.21,1.72,0.06
2021.4.4 16:41:03:344,-0.01,1.18,0.29,-0.30,1.20,0.30,-0.74,0.73,1.71,0.00,0.00,0.00,-0.20,1.72,0.06
2021.4.4 16:41:03:354,-0.01,1.19,0.29,-0.30,1.20,0.30,-0.74,0.73,1.71,0.00,0.00,0.00,-0.20,1.72,0.06
2021.4.4 16:41:03:363,-0.01,1.20,0.30,-0.30,1.21,0.30,-0.74,0.73,1.71,0.00,0.00,0.00,-0.20,1.72,0.06
2021.4.4 16:41:03:374,-0.01,1.20,0.30,-0.30,1.22,0.31,-0.74,0.73,1.71,0.00,0.00,0.00,-0.20,1.72,0.06
