time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.13 19:18:05:507,0.18,1.08,0.17,0.34,1.20,0.21,0.10,0.22,-0.11,0.37,0.22,-0.19,0.28,1.62,-0.12,-0.02,-0.01,0.02,0.04,0.06,-0.03
2021.4.13 19:18:05:515,0.18,1.08,0.17,0.34,1.20,0.21,0.10,0.22,-0.11,0.37,0.22,-0.19,0.28,1.62,-0.12,-0.02,-0.01,0.02,0.05,0.06,-0.03
2021.4.13 19:18:05:524,0.18,1.08,0.17,0.34,1.20,0.21,0.10,0.22,-0.11,0.37,0.22,-0.19,0.28,1.62,-0.12,-0.02,-0.01,0.02,0.05,0.07,-0.02
2021.4.13 19:18:05:531,0.18,1.08,0.17,0.34,1.20,0.21,0.10,0.22,-0.11,0.37,0.22,-0.19,0.28,1.62,-0.12,-0.03,-0.01,0.01,0.06,0.08,-0.02
2021.4.13 19:18:05:539,0.18,1.08,0.17,0.34,1.20,0.21,0.10,0.22,-0.11,0.37,0.22,-0.19,0.28,1.62,-0.12,-0.03,-0.01,0.01,0.05,0.06,-0.02
2021.4.13 19:18:05:553,0.18,1.08,0.17,0.34,1.20,0.21,0.10,0.22,-0.11,0.38,0.22,-0.19,0.28,1.62,-0.12,-0.03,-0.01,0.01,0.03,0.04,-0.01
2021.4.13 19:18:05:560,0.18,1.08,0.17,0.34,1.20,0.21,0.10,0.22,-0.11,0.38,0.22,-0.19,0.28,1.62,-0.12,-0.03,-0.01,0.01,0.01,0.04,-0.01
2021.4.13 19:18:05:575,0.18,1.08,0.17,0.34,1.20,0.21,0.10,0.22,-0.11,0.38,0.22,-0.19,0.28,1.62,-0.12,-0.03,0.00,0.01,-0.01,0.03,-0.01
2021.4.13 19:18:05:586,0.18,1.08,0.17,0.34,1.20,0.21,0.10,0.22,-0.11,0.38,0.22,-0.19,0.28,1.62,-0.12,-0.04,-0.01,0.00,-0.05,0.03,-0.02
2021.4.13 19:18:05:594,0.17,1.08,0.17,0.34,1.20,0.21,0.10,0.22,-0.11,0.38,0.22,-0.19,0.28,1.62,-0.12,-0.04,0.00,0.00,-0.07,0.03,-0.02
2021.4.13 19:18:05:605,0.17,1.08,0.17,0.34,1.21,0.21,0.10,0.22,-0.11,0.38,0.22,-0.19,0.28,1.62,-0.12,-0.03,0.00,0.00,-0.07,0.04,-0.02
2021.4.13 19:18:05:831,0.18,1.08,0.17,0.34,1.21,0.21,0.10,0.22,-0.11,0.38,0.22,-0.19,0.28,1.62,-0.12,0.09,-0.01,0.01,0.07,0.03,-0.05
2021.4.13 19:18:05:851,0.18,1.08,0.17,0.34,1.21,0.20,0.10,0.22,-0.11,0.38,0.22,-0.19,0.28,1.62,-0.12,0.10,-0.01,0.01,0.11,0.03,-0.06
2021.4.13 19:18:05:870,0.18,1.08,0.17,0.35,1.21,0.20,0.10,0.22,-0.11,0.38,0.22,-0.19,0.28,1.62,-0.12,0.12,-0.01,0.00,0.14,0.01,-0.06
2021.4.13 19:18:05:881,0.18,1.08,0.17,0.35,1.21,0.20,0.10,0.22,-0.11,0.38,0.22,-0.19,0.28,1.62,-0.12,0.14,-0.01,0.00,0.14,0.01,-0.06
2021.4.13 19:18:05:887,0.18,1.08,0.17,0.35,1.21,0.20,0.10,0.22,-0.11,0.38,0.22,-0.19,0.28,1.62,-0.12,0.14,-0.01,0.00,0.15,0.00,-0.06
2021.4.13 19:18:05:892,0.19,1.08,0.17,0.35,1.21,0.20,0.10,0.22,-0.11,0.38,0.22,-0.19,0.28,1.62,-0.12,0.15,-0.01,0.00,0.15,0.00,-0.06
2021.4.13 19:18:05:899,0.19,1.08,0.17,0.35,1.21,0.20,0.10,0.22,-0.11,0.38,0.22,-0.19,0.28,1.62,-0.12,0.16,-0.02,0.00,0.15,0.00,-0.06
2021.4.13 19:18:05:906,0.19,1.08,0.17,0.35,1.21,0.20,0.10,0.22,-0.11,0.38,0.22,-0.19,0.28,1.62,-0.12,0.16,-0.02,0.00,0.15,-0.01,-0.06
2021.4.13 19:18:05:917,0.19,1.08,0.17,0.36,1.21,0.20,0.10,0.22,-0.11,0.38,0.22,-0.19,0.28,1.62,-0.12,0.17,-0.02,0.00,0.15,-0.01,-0.06
2021.4.13 19:18:05:928,0.19,1.08,0.17,0.36,1.21,0.20,0.10,0.22,-0.11,0.38,0.22,-0.19,0.28,1.62,-0.12,0.18,-0.02,0.00,0.15,-0.01,-0.06
2021.4.13 19:18:05:941,0.19,1.08,0.17,0.36,1.21,0.20,0.10,0.22,-0.11,0.38,0.22,-0.19,0.28,1.62,-0.12,0.18,-0.02,0.00,0.16,-0.01,-0.07
2021.4.13 19:18:05:954,0.20,1.08,0.17,0.36,1.21,0.20,0.10,0.22,-0.11,0.38,0.22,-0.19,0.28,1.62,-0.12,0.18,-0.01,-0.01,0.17,-0.01,-0.07
2021.4.13 19:18:05:961,0.20,1.08,0.17,0.36,1.21,0.20,0.10,0.22,-0.11,0.38,0.22,-0.19,0.28,1.62,-0.12,0.19,-0.01,-0.01,0.18,-0.01,-0.08
