time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.10 19:34:42:703,0.29,1.38,-0.15,0.57,1.20,-0.19,0.24,0.21,-0.46,0.53,0.20,-0.50,0.44,1.73,-0.38,-0.09,-0.01,-0.02,-0.01,0.06,-0.01
2021.4.10 19:34:42:879,0.28,1.37,-0.15,0.56,1.20,-0.18,0.24,0.22,-0.46,0.53,0.20,-0.50,0.42,1.73,-0.39,-0.06,-0.05,0.03,-0.01,0.01,0.01
2021.4.10 19:34:42:901,0.28,1.37,-0.15,0.56,1.20,-0.18,0.24,0.22,-0.46,0.53,0.20,-0.50,0.42,1.73,-0.39,-0.06,-0.05,0.05,0.00,0.00,0.02
2021.4.10 19:34:42:926,0.28,1.37,-0.15,0.56,1.20,-0.18,0.24,0.22,-0.47,0.53,0.20,-0.50,0.42,1.73,-0.39,-0.05,-0.06,0.06,0.00,-0.01,0.02
2021.4.10 19:34:42:940,0.27,1.37,-0.15,0.56,1.20,-0.18,0.24,0.22,-0.47,0.53,0.20,-0.50,0.42,1.73,-0.39,-0.05,-0.06,0.06,0.00,-0.02,0.02
2021.4.10 19:34:42:949,0.27,1.37,-0.15,0.56,1.20,-0.18,0.24,0.22,-0.47,0.53,0.20,-0.50,0.42,1.73,-0.39,-0.05,-0.06,0.06,0.00,-0.02,0.02
2021.4.10 19:34:42:958,0.27,1.37,-0.14,0.56,1.20,-0.18,0.24,0.22,-0.47,0.53,0.20,-0.50,0.42,1.73,-0.39,-0.06,-0.06,0.05,0.00,-0.02,0.02
2021.4.10 19:34:42:968,0.27,1.37,-0.14,0.56,1.20,-0.18,0.24,0.22,-0.47,0.53,0.20,-0.50,0.42,1.73,-0.39,-0.07,-0.06,0.05,-0.01,-0.01,0.02
2021.4.10 19:34:42:978,0.27,1.37,-0.14,0.56,1.20,-0.18,0.24,0.22,-0.47,0.53,0.20,-0.50,0.42,1.73,-0.39,-0.08,-0.06,0.05,-0.01,-0.01,0.02
2021.4.10 19:34:42:991,0.27,1.37,-0.14,0.56,1.20,-0.18,0.24,0.22,-0.47,0.53,0.20,-0.50,0.42,1.73,-0.39,-0.07,-0.06,0.05,0.00,0.00,0.02
2021.4.10 19:34:43:00,0.27,1.37,-0.14,0.56,1.20,-0.18,0.24,0.22,-0.47,0.53,0.20,-0.50,0.42,1.73,-0.39,-0.06,-0.06,0.05,0.00,0.01,0.02
2021.4.10 19:34:43:15,0.27,1.36,-0.14,0.56,1.20,-0.18,0.24,0.22,-0.47,0.53,0.20,-0.50,0.41,1.73,-0.39,-0.05,-0.06,0.04,-0.01,0.01,0.03
2021.4.10 19:34:43:31,0.27,1.36,-0.14,0.56,1.20,-0.18,0.24,0.22,-0.47,0.53,0.20,-0.50,0.41,1.73,-0.39,-0.03,-0.04,0.03,-0.01,0.03,0.03
2021.4.10 19:34:43:55,0.27,1.36,-0.14,0.56,1.20,-0.18,0.24,0.22,-0.47,0.53,0.20,-0.50,0.41,1.74,-0.39,-0.03,-0.03,0.01,-0.01,0.05,0.03
2021.4.10 19:34:43:83,0.27,1.36,-0.14,0.56,1.20,-0.18,0.24,0.22,-0.47,0.53,0.20,-0.50,0.41,1.74,-0.38,-0.03,-0.02,0.00,-0.01,0.07,0.03
