time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.6 17:58:23:210,-0.01,1.31,0.18,0.26,1.22,0.33,0.08,0.22,-0.02,0.28,0.22,-0.02,0.18,1.60,0.03,-0.17,-0.04,-0.13,-0.19,0.01,0.00
2021.4.6 17:58:23:368,-0.04,1.31,0.17,0.23,1.21,0.33,0.07,0.22,-0.03,0.28,0.22,-0.01,0.15,1.60,0.03,-0.17,0.00,-0.07,-0.14,-0.04,-0.01
2021.4.6 17:58:23:381,-0.04,1.31,0.16,0.23,1.21,0.33,0.07,0.22,-0.03,0.28,0.22,-0.01,0.14,1.60,0.03,-0.17,0.00,-0.06,-0.14,-0.03,-0.01
2021.4.6 17:58:23:404,-0.05,1.31,0.16,0.23,1.21,0.33,0.07,0.22,-0.03,0.28,0.22,-0.01,0.14,1.60,0.03,-0.17,-0.02,-0.05,-0.12,-0.05,-0.01
2021.4.6 17:58:23:419,-0.05,1.31,0.16,0.23,1.21,0.33,0.07,0.22,-0.03,0.27,0.22,-0.01,0.14,1.60,0.03,-0.16,-0.03,-0.04,-0.09,-0.07,-0.01
2021.4.6 17:58:23:428,-0.05,1.31,0.16,0.23,1.21,0.33,0.07,0.22,-0.03,0.27,0.22,-0.01,0.13,1.60,0.03,-0.15,-0.03,-0.03,-0.08,-0.08,-0.01
2021.4.6 17:58:23:437,-0.05,1.30,0.16,0.23,1.21,0.33,0.07,0.22,-0.03,0.27,0.22,-0.01,0.13,1.60,0.03,-0.14,-0.04,-0.01,-0.08,-0.08,-0.02
2021.4.6 17:58:23:446,-0.05,1.30,0.16,0.23,1.21,0.33,0.07,0.22,-0.03,0.27,0.22,-0.01,0.13,1.60,0.03,-0.12,-0.05,0.01,-0.08,-0.08,-0.02
2021.4.6 17:58:23:455,-0.05,1.30,0.16,0.23,1.21,0.33,0.07,0.22,-0.03,0.27,0.22,-0.01,0.13,1.60,0.03,-0.11,-0.05,0.01,-0.08,-0.08,-0.02
2021.4.6 17:58:23:463,-0.06,1.30,0.16,0.22,1.20,0.33,0.07,0.22,-0.03,0.27,0.22,-0.01,0.13,1.60,0.03,-0.09,-0.06,0.02,-0.09,-0.07,-0.03
2021.4.6 17:58:23:474,-0.06,1.30,0.16,0.22,1.20,0.33,0.07,0.22,-0.03,0.27,0.22,-0.01,0.13,1.60,0.03,-0.08,-0.07,0.03,-0.09,-0.07,-0.03
2021.4.6 17:58:23:496,-0.06,1.30,0.16,0.22,1.20,0.33,0.07,0.22,-0.03,0.27,0.22,-0.01,0.12,1.60,0.03,-0.06,-0.07,0.03,-0.09,-0.05,-0.05
2021.4.6 17:58:23:519,-0.06,1.30,0.16,0.22,1.20,0.33,0.07,0.22,-0.03,0.27,0.22,-0.01,0.12,1.60,0.03,-0.03,-0.08,0.03,-0.07,-0.03,-0.06
2021.4.6 17:58:23:541,-0.06,1.30,0.16,0.22,1.20,0.33,0.07,0.22,-0.03,0.27,0.22,-0.01,0.11,1.60,0.02,-0.01,-0.08,0.05,-0.05,-0.03,-0.07
2021.4.6 17:58:23:569,-0.06,1.30,0.17,0.22,1.20,0.33,0.07,0.22,-0.03,0.27,0.22,-0.01,0.11,1.60,0.02,0.02,-0.08,0.08,-0.04,-0.04,-0.07
2021.4.6 17:58:23:586,-0.06,1.29,0.17,0.22,1.20,0.32,0.07,0.22,-0.03,0.27,0.22,-0.01,0.11,1.60,0.02,0.03,-0.08,0.10,-0.02,-0.05,-0.07
2021.4.6 17:58:23:608,-0.06,1.29,0.17,0.22,1.20,0.32,0.07,0.22,-0.03,0.27,0.22,-0.01,0.10,1.60,0.02,0.04,-0.07,0.14,0.00,-0.04,-0.07
2021.4.6 17:58:23:630,-0.06,1.29,0.18,0.22,1.20,0.32,0.07,0.22,-0.03,0.27,0.22,-0.01,0.10,1.60,0.02,0.06,-0.08,0.18,0.02,-0.04,-0.08
2021.4.6 17:58:23:653,-0.05,1.29,0.18,0.22,1.20,0.32,0.07,0.22,-0.03,0.27,0.22,-0.01,0.10,1.60,0.02,0.08,-0.09,0.20,0.04,-0.03,-0.09
2021.4.6 17:58:23:676,-0.05,1.29,0.18,0.22,1.20,0.32,0.07,0.22,-0.03,0.27,0.22,-0.01,0.10,1.59,0.02,0.09,-0.10,0.20,0.06,-0.04,-0.09
