time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.19 10:39:19:751,-0.09,0.89,0.22,0.20,1.22,0.14,-0.12,0.16,-0.10,0.10,0.16,-0.12,0.00,1.57,-0.02,0.00,0.00,-0.01,0.06,0.00,0.01
2021.4.19 10:39:19:887,-0.09,0.89,0.22,0.20,1.24,0.14,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.05,0.01,0.01,0.06,0.21,-0.07
2021.4.19 10:39:19:899,-0.09,0.89,0.22,0.20,1.24,0.14,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.05,0.01,0.01,0.06,0.22,-0.08
2021.4.19 10:39:19:914,-0.09,0.89,0.22,0.20,1.24,0.14,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.05,0.01,0.01,0.07,0.22,-0.10
2021.4.19 10:39:19:924,-0.09,0.89,0.22,0.21,1.24,0.14,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.06,0.01,0.01,0.08,0.22,-0.10
2021.4.19 10:39:19:933,-0.09,0.89,0.22,0.21,1.25,0.13,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.06,0.01,0.01,0.08,0.22,-0.10
2021.4.19 10:39:19:941,-0.09,0.89,0.22,0.21,1.25,0.13,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.06,0.00,0.01,0.08,0.22,-0.10
2021.4.19 10:39:19:946,-0.09,0.89,0.22,0.21,1.25,0.13,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.06,0.00,0.01,0.09,0.22,-0.10
2021.4.19 10:39:19:955,-0.09,0.89,0.22,0.21,1.25,0.13,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.06,0.00,0.01,0.11,0.21,-0.11
2021.4.19 10:39:19:966,-0.09,0.89,0.22,0.21,1.25,0.13,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.06,0.00,0.00,0.12,0.20,-0.11
2021.4.19 10:39:19:977,-0.08,0.89,0.22,0.21,1.25,0.13,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.06,0.00,0.00,0.14,0.19,-0.11
2021.4.19 10:39:19:989,-0.08,0.89,0.22,0.21,1.26,0.13,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.06,0.00,0.00,0.15,0.17,-0.11
2021.4.19 10:39:20:00,-0.08,0.89,0.22,0.22,1.26,0.13,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.07,0.00,0.00,0.15,0.15,-0.11
2021.4.19 10:39:20:11,-0.08,0.89,0.22,0.22,1.26,0.13,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.07,0.00,0.00,0.15,0.14,-0.11
2021.4.19 10:39:20:23,-0.08,0.89,0.22,0.22,1.26,0.12,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.07,0.00,0.00,0.15,0.11,-0.11
2021.4.19 10:39:20:34,-0.08,0.89,0.22,0.22,1.26,0.12,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.07,0.00,0.00,0.15,0.08,-0.10
2021.4.19 10:39:20:45,-0.08,0.89,0.22,0.22,1.26,0.12,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.07,0.00,0.00,0.14,0.06,-0.10
2021.4.19 10:39:20:56,-0.08,0.89,0.22,0.22,1.26,0.12,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.07,0.00,-0.01,0.14,0.03,-0.09
2021.4.19 10:39:20:69,-0.08,0.89,0.22,0.23,1.26,0.12,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.07,0.00,-0.01,0.13,0.01,-0.08
2021.4.19 10:39:20:78,-0.08,0.89,0.22,0.23,1.26,0.12,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.07,0.00,-0.01,0.13,0.00,-0.08
2021.4.19 10:39:20:89,-0.08,0.89,0.22,0.23,1.26,0.12,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.07,0.00,-0.01,0.14,-0.02,-0.07
2021.4.19 10:39:20:101,-0.08,0.90,0.22,0.23,1.26,0.12,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.02,0.07,0.00,-0.01,0.14,-0.03,-0.07
2021.4.19 10:39:20:113,-0.08,0.90,0.22,0.23,1.26,0.12,-0.12,0.16,-0.10,0.10,0.16,-0.12,-0.01,1.57,-0.03,0.07,0.00,-0.01,0.14,-0.04,-0.07
2021.4.19 10:39:20:123,-0.08,0.90,0.22,0.23,1.26,0.12,-0.12,0.16,-0.10,0.10,0.16,-0.12,0.00,1.57,-0.03,0.07,0.00,-0.01,0.13,-0.05,-0.06
2021.4.19 10:39:20:134,-0.07,0.90,0.22,0.23,1.26,0.12,-0.12,0.16,-0.10,0.10,0.16,-0.12,0.00,1.58,-0.03,0.07,0.00,-0.01,0.13,-0.07,-0.06
2021.4.19 10:39:20:146,-0.07,0.90,0.22,0.24,1.26,0.12,-0.12,0.16,-0.10,0.10,0.16,-0.12,0.00,1.58,-0.03,0.06,0.01,-0.01,0.11,-0.08,-0.05
2021.4.19 10:39:20:156,-0.07,0.90,0.22,0.24,1.26,0.12,-0.12,0.16,-0.10,0.10,0.16,-0.12,0.00,1.58,-0.03,0.06,0.01,-0.01,0.10,-0.09,-0.05
2021.4.19 10:39:20:167,-0.07,0.90,0.22,0.24,1.26,0.12,-0.12,0.16,-0.10,0.10,0.16,-0.12,0.00,1.58,-0.03,0.05,0.01,-0.01,0.09,-0.10,-0.05
2021.4.19 10:39:20:179,-0.07,0.90,0.22,0.24,1.26,0.11,-0.12,0.16,-0.10,0.10,0.16,-0.12,0.00,1.58,-0.03,0.05,0.01,0.00,0.09,-0.10,-0.04
2021.4.19 10:39:20:190,-0.07,0.90,0.22,0.24,1.25,0.11,-0.12,0.16,-0.10,0.10,0.16,-0.12,0.00,1.58,-0.03,0.04,0.01,0.00,0.08,-0.11,-0.04
2021.4.19 10:39:20:201,-0.07,0.90,0.22,0.24,1.25,0.11,-0.12,0.16,-0.10,0.10,0.16,-0.12,0.00,1.58,-0.03,0.04,0.02,0.00,0.07,-0.11,-0.04
2021.4.19 10:39:20:213,-0.07,0.90,0.22,0.24,1.25,0.11,-0.12,0.16,-0.10,0.10,0.16,-0.12,0.00,1.58,-0.03,0.03,0.02,0.00,0.06,-0.11,-0.03
2021.4.19 10:39:20:223,-0.07,0.90,0.22,0.24,1.25,0.11,-0.12,0.16,-0.10,0.10,0.16,-0.12,0.00,1.58,-0.03,0.03,0.02,0.00,0.05,-0.11,-0.03
2021.4.19 10:39:20:234,-0.07,0.90,0.22,0.24,1.25,0.11,-0.12,0.16,-0.10,0.10,0.16,-0.12,0.00,1.58,-0.03,0.03,0.02,0.00,0.04,-0.11,-0.03
2021.4.19 10:39:20:247,-0.07,0.90,0.22,0.24,1.25,0.11,-0.12,0.16,-0.10,0.10,0.16,-0.12,0.00,1.58,-0.03,0.02,0.02,0.00,0.03,-0.11,-0.02
2021.4.19 10:39:20:258,-0.07,0.90,0.22,0.24,1.25,0.11,-0.12,0.16,-0.10,0.10,0.16,-0.12,0.00,1.58,-0.03,0.02,0.02,0.00,0.03,-0.11,-0.02
