time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.12 15:06:53:210,-0.13,1.15,0.29,0.17,1.32,0.30,-0.15,0.21,-0.06,0.22,0.24,-0.04,0.02,1.77,0.03,0.00,-0.01,-0.01,0.03,0.01,-0.01
2021.4.12 15:06:53:348,-0.12,1.15,0.29,0.17,1.32,0.30,-0.15,0.21,-0.06,0.22,0.24,-0.04,0.02,1.77,0.03,0.01,0.00,-0.01,0.01,-0.03,-0.01
2021.4.12 15:06:53:358,-0.12,1.15,0.29,0.17,1.32,0.30,-0.15,0.21,-0.06,0.22,0.24,-0.04,0.02,1.77,0.03,0.01,0.00,-0.01,0.01,-0.04,-0.01
2021.4.12 15:06:53:368,-0.12,1.15,0.29,0.17,1.32,0.30,-0.15,0.21,-0.06,0.22,0.24,-0.04,0.02,1.77,0.03,0.01,0.00,-0.01,0.01,-0.05,-0.01
2021.4.12 15:06:53:376,-0.12,1.15,0.29,0.17,1.32,0.30,-0.15,0.21,-0.06,0.22,0.24,-0.04,0.02,1.77,0.03,0.01,0.00,-0.01,0.01,-0.05,0.00
2021.4.12 15:06:53:384,-0.12,1.15,0.29,0.17,1.32,0.30,-0.15,0.21,-0.06,0.22,0.24,-0.04,0.02,1.77,0.03,0.00,0.00,-0.01,0.01,-0.06,0.00
2021.4.12 15:06:53:394,-0.12,1.15,0.29,0.17,1.32,0.30,-0.15,0.21,-0.06,0.22,0.24,-0.04,0.02,1.77,0.03,0.00,0.00,-0.01,0.00,-0.06,0.00
2021.4.12 15:06:53:402,-0.12,1.15,0.29,0.17,1.32,0.30,-0.15,0.21,-0.06,0.22,0.24,-0.04,0.02,1.77,0.03,0.00,0.00,-0.01,0.00,-0.06,0.00
2021.4.12 15:06:53:412,-0.12,1.15,0.29,0.17,1.31,0.30,-0.15,0.21,-0.06,0.22,0.24,-0.04,0.02,1.77,0.03,0.00,0.00,-0.01,0.01,-0.05,0.01
2021.4.12 15:06:53:424,-0.12,1.15,0.29,0.17,1.31,0.30,-0.15,0.21,-0.06,0.22,0.24,-0.04,0.02,1.77,0.03,-0.01,0.00,-0.01,0.03,-0.03,0.00
