time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.4 16:00:01:941,-0.19,1.10,0.45,0.03,1.13,0.42,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:102,-0.19,1.10,0.45,0.03,1.13,0.42,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:117,-0.19,1.10,0.45,0.03,1.13,0.42,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:137,-0.19,1.10,0.45,0.03,1.13,0.42,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:153,-0.19,1.10,0.45,0.03,1.13,0.42,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:163,-0.19,1.10,0.45,0.03,1.13,0.42,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:171,-0.19,1.10,0.45,0.03,1.13,0.42,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:182,-0.19,1.10,0.45,0.03,1.13,0.42,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:195,-0.19,1.10,0.45,0.03,1.13,0.42,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:202,-0.19,1.10,0.45,0.03,1.13,0.42,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:218,-0.19,1.10,0.45,0.03,1.13,0.42,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:239,-0.19,1.10,0.45,0.03,1.13,0.42,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:262,-0.19,1.10,0.45,0.03,1.13,0.42,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:286,-0.19,1.10,0.45,0.03,1.12,0.42,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:308,-0.19,1.10,0.45,0.03,1.12,0.42,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:329,-0.19,1.10,0.45,0.03,1.12,0.42,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:350,-0.19,1.10,0.45,0.03,1.12,0.42,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:376,-0.19,1.10,0.45,0.03,1.12,0.42,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:396,-0.19,1.10,0.45,0.03,1.12,0.43,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:417,-0.19,1.10,0.45,0.03,1.11,0.43,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:440,-0.19,1.10,0.45,0.03,1.11,0.43,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:466,-0.19,1.10,0.45,0.03,1.11,0.43,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:485,-0.19,1.10,0.45,0.02,1.11,0.43,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.21
2021.4.4 16:00:02:509,-0.19,1.10,0.45,0.02,1.11,0.43,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.20
2021.4.4 16:00:02:530,-0.19,1.10,0.45,0.02,1.10,0.43,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.20
2021.4.4 16:00:02:551,-0.19,1.10,0.45,0.02,1.10,0.43,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.20
2021.4.4 16:00:02:574,-0.19,1.10,0.45,0.02,1.09,0.43,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.20
2021.4.4 16:00:02:597,-0.19,1.10,0.45,0.02,1.09,0.43,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.20
2021.4.4 16:00:02:622,-0.19,1.09,0.45,0.02,1.08,0.43,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.20
2021.4.4 16:00:02:641,-0.19,1.09,0.45,0.02,1.08,0.43,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.20
2021.4.4 16:00:02:665,-0.19,1.09,0.45,0.02,1.08,0.43,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.20
2021.4.4 16:00:02:687,-0.19,1.09,0.45,0.02,1.08,0.43,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.20
2021.4.4 16:00:02:708,-0.19,1.09,0.45,0.02,1.08,0.43,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.20
2021.4.4 16:00:02:719,-0.19,1.09,0.45,0.02,1.08,0.43,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.20
2021.4.4 16:00:02:730,-0.19,1.09,0.45,0.02,1.08,0.43,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.20
2021.4.4 16:00:02:741,-0.19,1.09,0.45,0.02,1.08,0.43,-0.17,0.13,0.17,0.00,0.00,0.00,-0.05,1.56,0.20
