time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.5 14:37:05:420,-0.15,0.86,0.58,0.23,1.14,0.68,-0.16,0.17,0.29,0.09,0.17,0.36,0.09,1.51,0.39
2021.4.5 14:37:05:602,-0.15,0.86,0.59,0.23,1.13,0.68,-0.16,0.17,0.29,0.09,0.17,0.36,0.09,1.51,0.40
2021.4.5 14:37:05:618,-0.15,0.86,0.59,0.23,1.13,0.68,-0.16,0.17,0.29,0.09,0.17,0.36,0.09,1.51,0.40
2021.4.5 14:37:05:643,-0.15,0.86,0.59,0.24,1.13,0.69,-0.16,0.17,0.29,0.09,0.17,0.36,0.09,1.51,0.40
2021.4.5 14:37:05:659,-0.15,0.86,0.59,0.24,1.13,0.69,-0.16,0.17,0.29,0.09,0.17,0.36,0.09,1.51,0.40
2021.4.5 14:37:05:670,-0.15,0.86,0.59,0.24,1.13,0.69,-0.16,0.17,0.29,0.09,0.17,0.36,0.09,1.51,0.40
2021.4.5 14:37:05:680,-0.15,0.86,0.59,0.24,1.13,0.69,-0.16,0.17,0.29,0.09,0.17,0.36,0.09,1.51,0.40
2021.4.5 14:37:05:694,-0.15,0.86,0.59,0.24,1.13,0.69,-0.16,0.17,0.29,0.09,0.17,0.36,0.09,1.51,0.40
2021.4.5 14:37:05:704,-0.15,0.86,0.60,0.24,1.13,0.69,-0.16,0.17,0.29,0.09,0.17,0.36,0.09,1.51,0.40
2021.4.5 14:37:05:715,-0.15,0.86,0.60,0.24,1.13,0.69,-0.16,0.17,0.29,0.09,0.17,0.36,0.09,1.51,0.40
2021.4.5 14:37:05:724,-0.15,0.86,0.60,0.24,1.13,0.69,-0.16,0.17,0.29,0.09,0.17,0.36,0.09,1.51,0.40
2021.4.5 14:37:05:734,-0.15,0.85,0.60,0.24,1.13,0.69,-0.16,0.17,0.29,0.09,0.17,0.36,0.09,1.51,0.40
2021.4.5 14:37:05:751,-0.15,0.85,0.60,0.24,1.13,0.69,-0.16,0.17,0.29,0.09,0.17,0.36,0.09,1.51,0.41
2021.4.5 14:37:05:774,-0.14,0.85,0.60,0.24,1.13,0.69,-0.16,0.17,0.29,0.09,0.17,0.36,0.09,1.51,0.41
2021.4.5 14:37:05:803,-0.14,0.85,0.60,0.24,1.13,0.69,-0.16,0.17,0.29,0.09,0.17,0.36,0.09,1.51,0.41
2021.4.5 14:37:05:818,-0.14,0.85,0.60,0.24,1.13,0.69,-0.16,0.17,0.29,0.09,0.17,0.36,0.09,1.51,0.41
2021.4.5 14:37:05:841,-0.14,0.85,0.60,0.24,1.13,0.70,-0.16,0.17,0.29,0.09,0.17,0.36,0.09,1.51,0.41
2021.4.5 14:37:05:865,-0.14,0.85,0.60,0.24,1.12,0.70,-0.15,0.17,0.29,0.09,0.17,0.36,0.09,1.51,0.41
2021.4.5 14:37:05:885,-0.14,0.85,0.60,0.24,1.12,0.70,-0.15,0.17,0.29,0.09,0.17,0.37,0.09,1.51,0.41
2021.4.5 14:37:05:907,-0.14,0.85,0.60,0.24,1.11,0.70,-0.15,0.17,0.29,0.09,0.17,0.37,0.09,1.51,0.42
2021.4.5 14:37:05:930,-0.14,0.85,0.61,0.24,1.10,0.71,-0.15,0.17,0.29,0.09,0.17,0.37,0.09,1.51,0.42
2021.4.5 14:37:05:961,-0.14,0.85,0.61,0.24,1.08,0.71,-0.15,0.17,0.30,0.09,0.17,0.37,0.09,1.51,0.42
2021.4.5 14:37:05:976,-0.14,0.85,0.61,0.24,1.07,0.71,-0.15,0.17,0.30,0.09,0.17,0.37,0.09,1.51,0.42
2021.4.5 14:37:05:997,-0.14,0.85,0.61,0.24,1.06,0.71,-0.15,0.17,0.30,0.09,0.17,0.37,0.09,1.51,0.42
2021.4.5 14:37:06:19,-0.14,0.85,0.61,0.24,1.04,0.71,-0.15,0.17,0.30,0.09,0.17,0.37,0.09,1.51,0.43
