time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.4 15:57:01:328,-0.17,1.04,0.47,0.01,1.11,0.44,-0.20,0.10,0.14,0.00,0.00,0.00,-0.07,1.54,0.25
2021.4.4 15:57:01:488,-0.17,1.04,0.46,0.01,1.11,0.44,-0.20,0.10,0.14,0.00,0.00,0.00,-0.07,1.54,0.25
2021.4.4 15:57:01:505,-0.17,1.04,0.46,0.01,1.11,0.44,-0.20,0.10,0.14,0.00,0.00,0.00,-0.07,1.54,0.25
2021.4.4 15:57:01:527,-0.17,1.04,0.46,0.01,1.11,0.44,-0.20,0.11,0.14,0.00,0.00,0.00,-0.07,1.54,0.25
2021.4.4 15:57:01:544,-0.17,1.04,0.46,0.01,1.11,0.44,-0.20,0.10,0.14,0.00,0.00,0.00,-0.07,1.54,0.25
2021.4.4 15:57:01:552,-0.17,1.04,0.46,0.01,1.11,0.44,-0.20,0.11,0.14,0.00,0.00,0.00,-0.07,1.54,0.25
2021.4.4 15:57:01:561,-0.17,1.04,0.46,0.01,1.11,0.44,-0.20,0.11,0.14,0.00,0.00,0.00,-0.07,1.54,0.25
2021.4.4 15:57:01:580,-0.17,1.04,0.46,0.01,1.11,0.44,-0.20,0.10,0.14,0.00,0.00,0.00,-0.07,1.54,0.25
2021.4.4 15:57:01:603,-0.17,1.04,0.46,0.01,1.11,0.44,-0.20,0.11,0.14,0.00,0.00,0.00,-0.07,1.54,0.25
2021.4.4 15:57:01:623,-0.17,1.04,0.46,0.01,1.11,0.44,-0.20,0.11,0.14,0.00,0.00,0.00,-0.07,1.54,0.25
2021.4.4 15:57:01:646,-0.17,1.04,0.46,0.01,1.11,0.44,-0.20,0.10,0.14,0.00,0.00,0.00,-0.07,1.54,0.25
2021.4.4 15:57:01:668,-0.17,1.05,0.46,0.01,1.11,0.44,-0.20,0.10,0.14,0.00,0.00,0.00,-0.07,1.54,0.25
2021.4.4 15:57:01:693,-0.17,1.05,0.46,0.01,1.11,0.44,-0.20,0.11,0.14,0.00,0.00,0.00,-0.07,1.54,0.25
2021.4.4 15:57:01:713,-0.17,1.05,0.46,0.01,1.11,0.44,-0.20,0.10,0.14,0.00,0.00,0.00,-0.07,1.55,0.25
2021.4.4 15:57:01:735,-0.17,1.05,0.46,0.01,1.11,0.44,-0.20,0.10,0.14,0.00,0.00,0.00,-0.07,1.55,0.25
2021.4.4 15:57:01:757,-0.17,1.05,0.46,0.01,1.11,0.44,-0.20,0.11,0.14,0.00,0.00,0.00,-0.07,1.55,0.25
2021.4.4 15:57:01:786,-0.17,1.05,0.46,0.01,1.11,0.44,-0.20,0.11,0.14,0.00,0.00,0.00,-0.07,1.55,0.25
