time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.10 20:12:30:333,-0.09,1.06,0.40,0.20,1.02,0.46,-0.14,0.23,0.15,0.12,0.21,0.12,0.09,1.57,0.18,0.09,0.14,-0.08,0.06,0.00,-0.09
2021.4.10 20:12:30:494,-0.07,1.08,0.38,0.19,1.02,0.45,-0.14,0.23,0.15,0.12,0.21,0.11,0.09,1.58,0.18,0.02,0.10,-0.09,-0.09,0.05,-0.03
2021.4.10 20:12:30:528,-0.07,1.08,0.38,0.19,1.02,0.45,-0.14,0.23,0.15,0.12,0.21,0.11,0.09,1.58,0.17,0.00,0.06,-0.07,-0.10,0.05,-0.06
2021.4.10 20:12:30:560,-0.07,1.08,0.38,0.19,1.03,0.45,-0.14,0.23,0.15,0.12,0.21,0.11,0.09,1.58,0.17,-0.01,0.02,-0.05,-0.13,0.04,-0.07
2021.4.10 20:12:30:572,-0.07,1.08,0.38,0.18,1.03,0.45,-0.14,0.23,0.15,0.12,0.22,0.11,0.09,1.58,0.17,-0.02,0.01,-0.05,-0.14,0.03,-0.08
2021.4.10 20:12:30:581,-0.07,1.09,0.38,0.18,1.03,0.45,-0.14,0.23,0.15,0.12,0.22,0.11,0.09,1.58,0.17,-0.02,0.02,-0.04,-0.15,0.02,-0.08
2021.4.10 20:12:30:590,-0.07,1.09,0.38,0.18,1.03,0.44,-0.14,0.23,0.14,0.12,0.21,0.11,0.09,1.58,0.17,-0.02,0.02,-0.04,-0.16,0.02,-0.09
2021.4.10 20:12:30:600,-0.07,1.09,0.38,0.18,1.03,0.44,-0.14,0.23,0.14,0.12,0.21,0.11,0.09,1.58,0.17,-0.02,0.02,-0.04,-0.17,0.01,-0.09
2021.4.10 20:12:30:608,-0.07,1.09,0.38,0.18,1.03,0.44,-0.14,0.23,0.14,0.12,0.21,0.11,0.09,1.58,0.17,-0.03,0.02,-0.04,-0.19,0.00,-0.10
2021.4.10 20:12:30:618,-0.07,1.09,0.38,0.18,1.03,0.44,-0.14,0.23,0.14,0.12,0.21,0.11,0.09,1.58,0.17,-0.04,0.02,-0.04,-0.20,0.00,-0.10
2021.4.10 20:12:30:628,-0.07,1.09,0.38,0.17,1.03,0.44,-0.14,0.23,0.13,0.12,0.21,0.11,0.09,1.58,0.17,-0.06,0.02,-0.04,-0.22,-0.01,-0.11
