time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.9 20:30:21:495,-0.23,0.84,0.05,0.25,1.01,0.20,-0.13,0.19,-0.06,0.19,0.19,-0.05,0.05,1.67,0.06,0.04,0.06,0.16,0.01,-0.01,0.01
2021.4.9 20:30:21:512,-0.23,0.84,0.05,0.25,1.00,0.20,-0.13,0.19,-0.06,0.19,0.19,-0.05,0.05,1.67,0.06,0.04,0.06,0.17,0.01,-0.01,0.01
2021.4.9 20:30:21:526,-0.23,0.84,0.06,0.25,1.01,0.20,-0.13,0.19,-0.06,0.19,0.19,-0.05,0.05,1.67,0.06,0.04,0.06,0.16,0.01,-0.01,0.01
2021.4.9 20:30:21:686,-0.22,0.84,0.08,0.25,1.00,0.21,-0.13,0.19,-0.06,0.19,0.19,-0.05,0.05,1.67,0.07,0.07,0.02,0.09,0.00,-0.01,0.01
2021.4.9 20:30:21:705,-0.22,0.84,0.08,0.25,1.00,0.21,-0.13,0.19,-0.06,0.19,0.19,-0.05,0.05,1.67,0.07,0.06,0.01,0.08,0.00,-0.01,0.01
2021.4.9 20:30:21:744,-0.22,0.84,0.08,0.25,1.00,0.21,-0.13,0.19,-0.06,0.19,0.19,-0.05,0.05,1.67,0.07,0.06,0.00,0.06,-0.01,-0.01,0.01
2021.4.9 20:30:21:754,-0.22,0.84,0.08,0.25,1.00,0.21,-0.13,0.19,-0.06,0.19,0.19,-0.05,0.05,1.67,0.07,0.06,0.00,0.05,-0.01,0.00,0.01
2021.4.9 20:30:21:762,-0.22,0.84,0.08,0.25,1.00,0.21,-0.13,0.19,-0.06,0.19,0.19,-0.05,0.05,1.67,0.07,0.05,0.00,0.04,-0.01,0.00,0.01
2021.4.9 20:30:21:771,-0.22,0.84,0.08,0.25,1.00,0.21,-0.13,0.19,-0.06,0.19,0.19,-0.05,0.05,1.67,0.07,0.05,0.00,0.04,-0.01,0.01,0.01
2021.4.9 20:30:21:780,-0.22,0.84,0.08,0.25,1.00,0.21,-0.13,0.19,-0.06,0.19,0.19,-0.05,0.05,1.67,0.07,0.05,-0.01,0.03,-0.01,0.01,0.01
