time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z,lc_s_x,lc_s_y,lc_s_z,rc_s_x,rc_s_y,rc_s_z
2021.4.19 15:56:00:667,-0.28,0.93,0.42,0.14,1.21,0.50,-0.21,0.17,0.16,0.13,0.18,0.07,-0.04,1.57,0.23,-0.04,0.01,-0.01,0.00,0.03,-0.02
2021.4.19 15:56:00:847,-0.28,0.93,0.42,0.14,1.21,0.49,-0.21,0.17,0.15,0.13,0.18,0.07,-0.04,1.57,0.23,0.05,0.02,0.03,0.01,-0.04,-0.05
2021.4.19 15:56:00:856,-0.28,0.93,0.42,0.14,1.21,0.49,-0.21,0.17,0.15,0.13,0.18,0.07,-0.04,1.57,0.23,0.05,0.02,0.03,0.00,-0.03,-0.06
2021.4.19 15:56:00:877,-0.28,0.93,0.42,0.14,1.21,0.49,-0.21,0.17,0.16,0.13,0.18,0.07,-0.04,1.57,0.23,0.05,0.02,0.03,0.00,-0.03,-0.06
2021.4.19 15:56:00:887,-0.28,0.93,0.42,0.14,1.21,0.49,-0.21,0.17,0.16,0.13,0.18,0.07,-0.04,1.57,0.23,0.04,0.02,0.03,0.01,-0.04,-0.06
2021.4.19 15:56:00:895,-0.28,0.93,0.42,0.14,1.21,0.49,-0.21,0.17,0.16,0.13,0.18,0.07,-0.04,1.57,0.23,0.04,0.02,0.03,0.01,-0.04,-0.06
2021.4.19 15:56:00:901,-0.28,0.93,0.42,0.14,1.20,0.49,-0.21,0.17,0.16,0.13,0.18,0.07,-0.04,1.57,0.23,0.04,0.02,0.03,0.01,-0.04,-0.06
2021.4.19 15:56:00:906,-0.28,0.93,0.42,0.14,1.20,0.49,-0.21,0.17,0.16,0.13,0.18,0.07,-0.04,1.57,0.23,0.04,0.02,0.03,0.02,-0.04,-0.06
2021.4.19 15:56:00:918,-0.28,0.93,0.42,0.14,1.20,0.49,-0.21,0.17,0.16,0.13,0.18,0.07,-0.04,1.57,0.23,0.05,0.01,0.03,0.02,-0.04,-0.06
2021.4.19 15:56:00:929,-0.28,0.93,0.42,0.14,1.20,0.49,-0.21,0.17,0.16,0.13,0.18,0.07,-0.04,1.57,0.23,0.05,0.01,0.03,0.03,-0.05,-0.06
2021.4.19 15:56:00:939,-0.28,0.93,0.42,0.14,1.20,0.49,-0.21,0.17,0.16,0.13,0.18,0.07,-0.04,1.57,0.23,0.05,0.01,0.03,0.03,-0.05,-0.06
2021.4.19 15:56:00:950,-0.28,0.93,0.42,0.14,1.20,0.49,-0.21,0.17,0.16,0.13,0.18,0.07,-0.04,1.57,0.23,0.05,0.01,0.03,0.03,-0.05,-0.06
2021.4.19 15:56:00:964,-0.28,0.93,0.42,0.15,1.20,0.48,-0.21,0.17,0.16,0.13,0.18,0.07,-0.04,1.57,0.23,0.05,0.01,0.04,0.04,-0.06,-0.06
2021.4.19 15:56:00:972,-0.28,0.93,0.42,0.15,1.20,0.48,-0.21,0.17,0.16,0.13,0.18,0.07,-0.04,1.57,0.23,0.06,0.01,0.03,0.04,-0.06,-0.06
2021.4.19 15:56:00:984,-0.28,0.93,0.42,0.15,1.20,0.48,-0.21,0.17,0.16,0.13,0.18,0.07,-0.04,1.57,0.23,0.06,0.01,0.03,0.04,-0.07,-0.06
2021.4.19 15:56:00:995,-0.27,0.93,0.42,0.15,1.20,0.48,-0.21,0.17,0.16,0.13,0.18,0.07,-0.04,1.57,0.23,0.06,0.01,0.03,0.05,-0.08,-0.06
2021.4.19 15:56:01:07,-0.27,0.93,0.42,0.15,1.20,0.48,-0.21,0.17,0.16,0.13,0.18,0.07,-0.04,1.57,0.23,0.06,0.01,0.03,0.05,-0.08,-0.06
2021.4.19 15:56:01:21,-0.27,0.93,0.43,0.15,1.20,0.48,-0.21,0.17,0.16,0.13,0.18,0.07,-0.04,1.57,0.23,0.06,0.01,0.03,0.06,-0.09,-0.07
2021.4.19 15:56:01:30,-0.27,0.93,0.43,0.15,1.20,0.48,-0.21,0.17,0.16,0.13,0.18,0.07,-0.04,1.57,0.23,0.06,0.01,0.02,0.06,-0.10,-0.07
2021.4.19 15:56:01:40,-0.27,0.93,0.43,0.15,1.19,0.48,-0.21,0.17,0.16,0.13,0.18,0.07,-0.04,1.57,0.23,0.06,0.00,0.02,0.06,-0.10,-0.07
2021.4.19 15:56:01:51,-0.27,0.93,0.43,0.15,1.19,0.48,-0.21,0.17,0.16,0.13,0.18,0.07,-0.04,1.57,0.23,0.06,0.00,0.02,0.06,-0.12,-0.08
