time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.4.14 20:27:23:561,0.25,1.26,-0.18,-0.07,1.08,-0.29,0.06,0.26,-0.55,0.22,0.23,-0.53,0.11,1.61,-0.49
2021.4.14 20:27:23:572,0.25,1.26,-0.19,-0.07,1.08,-0.29,0.06,0.26,-0.55,0.22,0.23,-0.53,0.11,1.61,-0.49
2021.4.14 20:27:23:580,0.25,1.26,-0.19,-0.07,1.08,-0.29,0.06,0.26,-0.55,0.22,0.23,-0.53,0.11,1.61,-0.49
2021.4.14 20:27:23:585,0.25,1.26,-0.19,-0.07,1.08,-0.29,0.06,0.27,-0.55,0.22,0.23,-0.53,0.11,1.61,-0.49
2021.4.14 20:27:23:594,0.25,1.26,-0.19,-0.07,1.08,-0.29,0.06,0.27,-0.55,0.21,0.22,-0.54,0.11,1.61,-0.49
2021.4.14 20:27:23:605,0.25,1.26,-0.19,-0.07,1.08,-0.29,0.02,0.22,-0.58,0.21,0.23,-0.54,0.11,1.61,-0.49
2021.4.14 20:27:23:616,0.25,1.26,-0.19,-0.07,1.08,-0.29,0.02,0.22,-0.58,0.20,0.22,-0.55,0.11,1.61,-0.49
2021.4.14 20:27:23:627,0.25,1.26,-0.19,-0.07,1.08,-0.29,0.02,0.22,-0.58,0.20,0.22,-0.55,0.11,1.61,-0.49
2021.4.14 20:27:23:639,0.25,1.26,-0.19,-0.07,1.08,-0.29,0.02,0.22,-0.58,0.20,0.22,-0.55,0.11,1.61,-0.49
2021.4.14 20:27:23:669,0.25,1.26,-0.19,-0.07,1.08,-0.29,0.02,0.21,-0.58,0.20,0.22,-0.55,0.11,1.61,-0.49
2021.4.14 20:27:23:876,0.26,1.24,-0.20,-0.06,1.08,-0.29,0.02,0.21,-0.58,0.20,0.22,-0.55,0.12,1.61,-0.49
2021.4.14 20:27:23:890,0.26,1.24,-0.20,-0.06,1.08,-0.29,0.02,0.21,-0.58,0.20,0.22,-0.55,0.12,1.61,-0.49
2021.4.14 20:27:23:909,0.26,1.23,-0.20,-0.06,1.09,-0.29,0.02,0.21,-0.58,0.20,0.22,-0.55,0.12,1.61,-0.49
2021.4.14 20:27:23:929,0.26,1.23,-0.20,-0.06,1.09,-0.29,0.02,0.21,-0.58,0.20,0.22,-0.55,0.12,1.61,-0.49
2021.4.14 20:27:23:936,0.26,1.22,-0.20,-0.06,1.09,-0.28,0.02,0.21,-0.58,0.20,0.22,-0.55,0.12,1.61,-0.49
2021.4.14 20:27:23:944,0.26,1.22,-0.20,-0.06,1.09,-0.28,0.02,0.21,-0.58,0.20,0.22,-0.55,0.12,1.61,-0.49
2021.4.14 20:27:23:950,0.26,1.22,-0.20,-0.06,1.09,-0.28,0.02,0.22,-0.58,0.20,0.22,-0.55,0.12,1.61,-0.49
2021.4.14 20:27:23:959,0.26,1.22,-0.20,-0.05,1.09,-0.28,0.02,0.21,-0.58,0.20,0.22,-0.55,0.12,1.61,-0.49
2021.4.14 20:27:23:963,0.26,1.22,-0.20,-0.05,1.09,-0.28,0.02,0.21,-0.58,0.20,0.22,-0.55,0.12,1.61,-0.49
2021.4.14 20:27:23:973,0.26,1.21,-0.20,-0.05,1.09,-0.28,0.02,0.21,-0.58,0.20,0.22,-0.55,0.12,1.61,-0.49
2021.4.14 20:27:23:985,0.26,1.21,-0.20,-0.05,1.09,-0.28,0.02,0.21,-0.58,0.20,0.22,-0.55,0.12,1.61,-0.49
2021.4.14 20:27:23:996,0.26,1.20,-0.20,-0.05,1.09,-0.28,0.02,0.21,-0.58,0.20,0.22,-0.55,0.12,1.61,-0.49
2021.4.14 20:27:24:07,0.26,1.20,-0.21,-0.05,1.09,-0.28,0.02,0.21,-0.58,0.20,0.22,-0.55,0.12,1.61,-0.49
2021.4.14 20:27:24:19,0.26,1.20,-0.21,-0.05,1.09,-0.28,0.02,0.21,-0.58,0.20,0.22,-0.55,0.12,1.61,-0.49
2021.4.14 20:27:24:32,0.26,1.19,-0.21,-0.05,1.09,-0.28,0.02,0.21,-0.58,0.20,0.22,-0.55,0.12,1.61,-0.49
2021.4.14 20:27:24:41,0.26,1.19,-0.21,-0.05,1.09,-0.28,0.02,0.21,-0.58,0.20,0.22,-0.55,0.12,1.60,-0.49
2021.4.14 20:27:24:60,0.26,1.18,-0.21,-0.05,1.09,-0.28,0.02,0.21,-0.58,0.20,0.22,-0.55,0.12,1.60,-0.49
2021.4.14 20:27:24:69,0.26,1.18,-0.21,-0.05,1.09,-0.28,0.02,0.21,-0.58,0.20,0.22,-0.55,0.12,1.60,-0.49
2021.4.14 20:27:24:74,0.26,1.18,-0.21,-0.05,1.09,-0.28,0.02,0.21,-0.58,0.20,0.22,-0.55,0.12,1.60,-0.49
2021.4.14 20:27:24:85,0.27,1.17,-0.21,-0.05,1.09,-0.28,0.02,0.21,-0.58,0.20,0.22,-0.55,0.12,1.60,-0.49
