time,lc_x,lc_y,lc_z,rc_x,rc_y,rc_z,lt_x,lt_y,lt_z,rt_x,rt_y,rt_z,hs_x,hs_y,hs_z
2021.3.30 20:45:41:931,-0.40,1.01,0.30,-0.20,1.00,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.42,1.58,0.09
2021.3.30 20:45:42:146,-0.40,1.01,0.30,-0.21,1.00,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.10
2021.3.30 20:45:42:172,-0.40,1.01,0.30,-0.21,0.99,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.10
2021.3.30 20:45:42:198,-0.40,1.01,0.30,-0.21,0.99,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.10
2021.3.30 20:45:42:232,-0.40,1.01,0.30,-0.21,0.99,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.10
2021.3.30 20:45:42:250,-0.40,1.01,0.30,-0.21,0.99,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.10
2021.3.30 20:45:42:263,-0.40,1.01,0.30,-0.21,0.99,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.10
2021.3.30 20:45:42:281,-0.40,1.01,0.30,-0.21,0.99,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.10
2021.3.30 20:45:42:296,-0.40,1.01,0.30,-0.21,0.99,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.10
2021.3.30 20:45:42:319,-0.40,1.01,0.30,-0.21,1.00,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.10
2021.3.30 20:45:42:344,-0.41,1.01,0.30,-0.21,1.00,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.10
2021.3.30 20:45:42:370,-0.41,1.01,0.30,-0.21,1.00,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.10
2021.3.30 20:45:42:385,-0.41,1.01,0.30,-0.21,1.00,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.10
2021.3.30 20:45:42:412,-0.41,1.01,0.30,-0.21,1.00,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.10
2021.3.30 20:45:42:430,-0.41,1.01,0.30,-0.21,1.00,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.10
2021.3.30 20:45:42:449,-0.41,1.01,0.30,-0.21,1.00,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.11
2021.3.30 20:45:42:468,-0.41,1.01,0.30,-0.21,1.00,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.11
2021.3.30 20:45:42:489,-0.41,1.01,0.30,-0.21,1.00,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.11
2021.3.30 20:45:42:515,-0.41,1.01,0.30,-0.21,0.99,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.11
2021.3.30 20:45:42:534,-0.41,1.01,0.30,-0.21,0.99,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.11
2021.3.30 20:45:42:568,-0.41,1.01,0.30,-0.21,0.99,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.11
2021.3.30 20:45:42:603,-0.41,1.01,0.30,-0.21,0.99,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.11
2021.3.30 20:45:42:635,-0.41,1.02,0.30,-0.22,0.99,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.57,0.11
2021.3.30 20:45:42:673,-0.41,1.02,0.30,-0.22,0.99,0.20,-0.44,0.13,-0.04,-0.12,0.13,-0.04,-0.41,1.56,0.11
